Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Wkw
8.4.SR13,-29.45293,114.870235,20181206,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,SR,13,1,13,,
8.4.SR21,-29.45237667,114.8708017,20181206,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,SR,21,1,13,,
8.4.WP19,-29.426505,114.8960167,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Damsel fish (1),Dongara.Millers.Masters,8,4,WP,19,1,13,,
8.4.WP41,-29.4249,114.8954733,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,41,1,13,,1
8.4.WP44,-29.424315,114.895455,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,44,1,13,,
8.4.WP1,-29.42351333,114.8951733,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,1,1,13,,
8.4.WP2,-29.42304167,114.894975,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,2,1,13,1,
8.4.WP25,-29.42275167,114.8950083,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,25,1,13,,
8.4.WP18,-29.42233,114.8949633,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Stripey (1),Dongara.Millers.Masters,8,4,WP,18,1,13,,
8.4.WP49,-29.422265,114.8953017,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,49,1,13,1,3
8.4.WP33,-29.422085,114.89577,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,33,1,13,1,
8.4.WP23,-29.42111,114.8949917,20181206,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WP,23,1,13,,
8.4.WL40,-29.38531167,114.8867917,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,40,1,13,,
8.4.WL32,-29.38535667,114.8861133,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,32,1,13,,
8.4.WL10,-29.38502,114.8855733,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,10,1,13,,
8.4.WL28,-29.384555,114.8854083,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,28,1,13,,
8.4.WL3,-29.38395333,114.8852633,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,3,1,13,,
8.4.WL24,-29.38387167,114.88643,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,24,1,13,X,
8.4.WL30,-29.38355333,114.8867733,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,30,1,13,1,
8.4.WL9,-29.38335167,114.8872567,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,9,1,13,,
8.4.WL22,-29.38269833,114.887165,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,22,1,13,,
8.4.WL26,-29.38228,114.8875117,20181206,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,WL,26,1,13,,1
8.4.IR6,-29.34659667,114.8722617,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,6,1,13,,
8.4.IR8,-29.34642,114.8732783,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,8,1,13,,
8.4.IR17,-29.34587833,114.874095,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,17,1,13,,
8.4.IR11,-29.34527833,114.874725,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,11,1,13,,
8.4.IR7,-29.34426,114.8754567,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,7,1,13,,
8.4.IR37,-29.34335167,114.8758083,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,37,1,13,,
8.4.IR47,-29.34241,114.8756367,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,47,1,13,,
8.4.IR43,-29.34124667,114.8752433,20181206,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,8,4,IR,43,1,13,,
