Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Pwf,Wkw
2.1.LR13,-29.36776,114.8568233,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,13,2,13,,,
2.1.LR14,-29.36887333,114.8564283,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,14,2,13,,,
2.1.LR15,-29.37001333,114.8569867,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,15,2,13,,,
2.1.LR16,-29.370855,114.856795,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,16,2,13,,,
2.1.LR17,-29.37148,114.8564633,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,17,2,13,,,
2.1.LR18,-29.37213667,114.8566933,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,18,2,13,,,
2.1.LR19,-29.372465,114.8577267,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,19,2,13,,,
2.1.LR20,-29.37210333,114.8584183,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,20,2,13,,,
2.1.LR21,-29.38149667,114.8745833,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,21,2,13,,,
2.1.LR22,-29.382125,114.8747967,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,22,2,13,,,
2.1.LR23,-29.383005,114.87486,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,23,2,13,,,
2.1.LR24,-29.383835,114.8732883,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,24,2,13,,,
2.1.LR25,-29.38465667,114.873075,20180611,12:00:00,Irwin Reef,Fished,Long Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,LR,25,2,13,,,
2.1.SD46,-29.478695,114.8864317,20180611,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SD,46,2,13,,,
2.1.SD47,-29.47914833,114.8866983,20180611,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SD,47,2,13,,,
2.1.SD48,-29.48003833,114.886885,20180611,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SD,48,2,13,,,
2.1.SD49,-29.48095167,114.8867483,20180611,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SD,49,2,13,,,
2.1.SD50,-29.48182,114.88722,20180611,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SD,50,2,13,,,
2.1.SR41,-29.45183333,114.8711267,20180611,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SR,41,2,13,,,
2.1.SR42,-29.45287667,114.87041,20180611,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SR,42,2,13,,,
2.1.SR43,-29.45412833,114.87107,20180611,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SR,43,2,13,,,
2.1.SR44,-29.45616833,114.8723,20180611,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SR,44,2,13,,,
2.1.SR45,-29.45878333,114.872195,20180611,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,SR,45,2,13,,,
2.1.WL26,-29.38550833,114.8860867,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,26,2,13,,,
2.1.WL27,-29.38500833,114.8862183,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,27,2,13,,,
2.1.WL28,-29.38518667,114.886635,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,28,2,13,,,
2.1.WL29,-29.384735,114.8860717,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,29,2,13,,,
2.1.WL30,-29.38417833,114.8864133,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,30,2,13,,,
2.1.WL31,-29.38401667,114.8867883,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,31,2,13,,,
2.1.WL32,-29.38354833,114.8873,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,32,2,13,,,
2.1.WL33,-29.38317667,114.8878383,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,33,2,13,,,
2.1.WL34,-29.382995,114.887465,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,34,2,13,,,
2.1.WL35,-29.38406667,114.8887983,20180611,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,WL,35,2,13,,,
2.1.JB36,-29.42018333,114.8974083,20180611,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,JB,36,2,13,,,
2.1.JB37,-29.420905,114.8975483,20180611,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,JB,37,2,13,,,
2.1.JB38,-29.42210833,114.8951767,20180611,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,JB,38,2,13,,,
2.1.JB39,-29.42361,114.8951617,20180611,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,JB,39,2,13,,,
2.1.JB40,-29.42361,114.8951617,20180611,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,1,JB,40,2,13,,,
2.2.CHout1_22,-29.48067167,114.9627033,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout1,22,1,13,,,1
2.2.CHout1_23,-29.4812,114.962135,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout1,23,1,13,,,1
2.2.CHout1_24,-29.481405,114.962575,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout1,24,1,13,,,
2.2.CHout1_25,-29.48191833,114.9622767,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout1,25,1,13,,,
2.2.CHout1_26,-29.480885,114.9623283,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout1,26,1,13,,,1
2.2.CHout2_21,-29.48243167,114.9571667,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,21,1,13,,,1
2.2.CHout2_27,-29.482995,114.9565867,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,27,1,13,,,
2.2.CHout2_28,-29.48195167,114.956955,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,2,CHout2,28,1,13,,,
2.2.CHout2_29,-29.49212142,114.973711,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,29,1,13,,,
2.2.CHout2_30,-29.480995,114.957345,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,30,1,13,,,
2.2.CHout2_31,-29.480495,114.9569217,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,31,1,13,,,
2.2.CHout2_32,-29.479915,114.9571783,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,2,CHout2,32,,13,,,
2.2.CHout2_33,-29.47839333,114.9595117,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,33,1,13,,,
2.2.CHout2_37,-29.50530578,114.9537203,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,CHout2,37,1,13,,,
2.2.CHout2_40,-29.47848167,114.959285,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,2,CHout2,40,1,13,,,
2.2.DM11,-29.495815,114.95967,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,2,DM,11,1,13,,,
2.2.DM12,-29.495285,114.9599617,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,12,1,13,,,1
2.2.DM13,-29.49468667,114.9605783,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Hermit crab (1),Dongara.Millers.Masters,2,2,DM,13,1,13,,,
2.2.DM14,-29.49418333,114.9602333,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,14,1,13,,,
2.2.DM15,-29.49314,114.96272,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,15,1,13,,,1
2.2.DM16,-29.49204167,114.9636217,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,16,1,13,,,
2.2.DM17,-29.49130667,114.9635533,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,2,DM,17,1,13,,,
2.2.DM18,-29.493635,114.9601183,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,18,1,13,,,
2.2.DM19,-29.4932,114.960295,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,19,1,13,,,
2.2.DM20,-29.49084833,114.962875,20180612,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,DM,20,1,13,,,
2.2.IR1,-29.34137667,114.8686167,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,1,1,13,,,
2.2.IR10,-29.33983,114.8696183,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,10,1,13,,,
2.2.IR2,-29.34847,114.865305,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,2,1,13,,,
2.2.IR3,-29.3534241,114.8457771,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,3,,13,,,
2.2.IR4,-29.35093833,114.8649833,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,4,1,13,,,
2.2.IR5,-29.34895333,114.8658983,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,5,1,13,,,
2.2.IR6,-29.34662,114.8662667,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,6,1,13,,,
2.2.IR7,-29.34383,114.8672733,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,7,1,13,,,
2.2.IR8,-29.342285,114.8680167,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,2,IR,8,1,13,,,
2.2.IR9,-29.33983,114.8696183,20180612,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,IR,9,1,13,,,
2.2.SD46,-29.47922,114.887675,20180612,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SD,46,1,13,,,
2.2.SD47,-29.48061833,114.8874217,20180612,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SD,47,1,13,,,
2.2.SD48,-29.48177333,114.887985,20180612,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SD,48,1,13,,,
2.2.SD49,-29.48256667,114.8875117,20180612,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SD,49,1,13,,,
2.2.SD50,-29.48342833,114.8880583,20180612,12:00:00,Irwin Reef,Fished,South Dummy,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SD,50,1,13,,,
2.2.SR41,-29.45276333,114.8707867,20180612,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SR,41,1,13,,,
2.2.SR42,-29.454135,114.8701767,20180612,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SR,42,1,13,,,
2.2.SR43,-29.45428,114.8700833,20180612,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SR,43,1,13,,,1
2.2.SR44,-29.45774833,114.8691983,20180612,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SR,44,1,13,,,
2.2.SR45,-29.45821333,114.8685883,20180612,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,SR,45,1,13,,,
2.2.JB34,-29.42084333,114.89856,20180612,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,JB,34,1,13,,,
2.2.JB35,-29.42261667,114.8974733,20180612,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,JB,35,1,13,,,
2.2.JB36,-29.41964333,114.8984,20180612,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,JB,36,1,13,,,
2.2.JB38,-29.42357667,114.89563,20180612,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,JB,38,1,13,,,
2.2.JB39,-29.42661667,114.8967267,20180612,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,2,JB,39,1,13,,,1
2.3.CHin1_11,-29.52094333,114.9607883,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,11,1,13,,,1
2.3.CHin1_12,-29.522745,114.9607817,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,12,1,13,,,
2.3.CHin1_13,-29.524165,114.9602333,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,13,1,13,,,
2.3.CHin1_14,-29.52502833,114.96054,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,14,1,13,,,
2.3.CHin1_15,-29.52731333,114.9598817,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,15,1,13,,,
2.3.CHin1_16,-29.52770667,114.9600033,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,16,1,13,,,
2.3.CHin1_17,-29.527965,114.959655,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,17,1,13,,,
2.3.CHin1_18,-29.52544667,114.96042,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,18,1,13,,,
2.3.CHin1_19,-29.52695167,114.9595133,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,19,1,13,X,,
2.3.CHin1_20,-29.529655,114.9593033,20180613,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHin1,20,1,13,,,
2.3.CHout1_22,-29.48069333,114.9622433,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout1,22,1,13,,,
2.3.CHout1_23,-29.48134167,114.9627467,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout1,23,1,13,,,
2.3.CHout1_24,-29.48171667,114.9630033,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Trumpeter (1),Dongara.Millers.Masters,2,3,CHout1,24,1,13,,,
2.3.CHout1_25,-29.48233833,114.9627883,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout1,25,1,13,,,
2.3.CHout1_26,-29.48117833,114.9619833,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout1,26,1,13,,,
2.3.CHout2_21,-29.48114167,114.9574233,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,21,1,13,,,
2.3.CHout2_27,-29.4839,114.9565133,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,27,1,13,,,
2.3.CHout2_28,-29.48063167,114.9570117,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass Crab (1),Dongara.Millers.Masters,2,3,CHout2,28,1,13,,,
2.3.CHout2_29,-29.483025,114.9568783,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,29,1,13,,,
2.3.CHout2_30,-29.482155,114.9571217,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,30,1,13,,,
2.3.CHout2_31,-29.48166833,114.9570083,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,31,1,13,,,
2.3.CHout2_32,-29.48020667,114.9569433,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,32,1,13,,,
2.3.CHout2_33,-29.47901333,114.9572033,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,33,1,13,,,
2.3.CHout2_37,-29.47980833,114.9571717,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,2,3,CHout2,37,1,13,,,
2.3.CHout2_40,-29.47948333,114.9571617,20180613,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,CHout2,40,1,13,,,
2.3.IR1,-29.32309167,114.8733333,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,2,3,IR,1,1,13,,,
2.3.IR10,-29.34201833,114.87371,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,10,1,13,,,
2.3.IR2,-29.34456167,114.8733933,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,2,1,13,,,
2.3.IR3,-29.34389167,114.87417,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,3,1,13,,,
2.3.IR4,-29.34440667,114.8739483,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,4,1,13,,,
2.3.IR5,-29.34508333,114.87303,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,5,1,13,,,
2.3.IR6,-29.3451706,114.8748372,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,6,1,13,,,
2.3.IR7,-29.34162833,114.8728183,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,7,1,13,,,
2.3.IR8,-29.34111833,114.8725683,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,8,1,13,,,
2.3.IR9,-29.34249833,114.87398,20180613,12:00:00,Irwin Reef,Fished,Irwin Reef,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,IR,9,1,13,,,
2.3.LH41,-29.46731833,114.923465,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,41,1,13,,,
2.3.LH42,-29.46766167,114.9244117,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,42,1,13,,,
2.3.LH43,-29.46677167,114.9252383,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,43,1,13,,,
2.3.LH44,-29.46558333,114.9253583,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,44,1,13,X,,
2.3.LH45,-29.46023833,114.92655,20180613,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,2,3,LH,45,1,13,1,,
