Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Wkw
3.1.LH33,-29.45961,114.92633,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,33,4,13,,
3.1.LH34,-29.45899,114.92628,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,34,4,13,,
3.1.LH32,-29.45995,114.92665,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,3,1,LH,32,4,13,,
3.1.LH27,-29.46578,114.92541,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,27,4,13,1,
3.1.LH28,-29.4668,114.92564,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,28,4,13,,
3.1.LH26,-29.4671,114.92425,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,26,4,13,,
3.1.LH29,-29.46748,114.92358,20180704,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,1,LH,29,4,13,1,
3.2.GR29,-29.53582,114.92957,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,29,2,13,,
3.2.GR26,-29.53678,114.92928,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,26,2,13,,
3.2.GR32,-29.53707,114.9293,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,32,2,13,,
3.2.GR34,-29.53717,114.92856,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,34,2,13,X,
3.2.GR28,-29.53817,114.9286,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,28,2,13,1,
3.2.GR27,-29.5386,114.92842,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,27,2,13,,
3.2.GR30,-29.53927,114.92829,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,3,2,GR,30,2,13,,
3.2.GR31,-29.53941,114.92883,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,31,2,13,,
3.2.GR33,-29.5401,114.92846,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,33,2,13,,
3.2.GR15,-29.54046,114.92774,20180706,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,GR,15,2,13,,
3.2.CHin1_41,-29.52256,114.9605,20180706,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin1,41,2,13,,
3.2.CHin1_43,-29.52424,114.96018,20180706,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin1,43,2,13,1,
3.2.CHin1_44,-29.52458,114.96034,20180706,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin1,44,2,13,,
3.2.CHin1_45,-29.52558,114.96031,20180706,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin1,45,2,13,,
3.2.CHin2_12,-29.53658,114.95841,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,12,2,13,,
3.2.CHin2_13,-29.53618,114.95879,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,13,2,13,,
3.2.CHin2_3,-29.53584,114.95918,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,Full of shells and sand,Dongara.Millers.Masters,3,2,CHin2,3,2,13,,
3.2.CHin2_47,-29.5354,114.95721,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,47,2,13,,
3.2.CHin2_50,-29.54092,114.95048,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,50,2,13,,
3.2.CHin2_49,-29.54052,114.95022,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,49,2,13,,
3.2.CHin2_48,-29.53996,114.95032,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,48,2,13,,
3.2.CHin2_46,-29.53856,114.95303,20180706,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHin2,46,2,13,,
3.2.CHout2_14,-29.4848,114.95575,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,14,6,13,,
3.2.CHout2_8,-29.48431,114.95575,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,8,2,13,,
3.2.CHout2_6,-29.48381,114.95618,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,6,2,13,,
3.2.CHout2_1,-29.48405,114.95868,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,1,2,13,,
3.2.CHout2_9,-29.4833,114.95881,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,9,2,13,,
3.2.CHout2_4,-29.4827,114.95937,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,4,2,13,,
3.2.CHout2_11,-29.48213,114.95935,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,11,2,13,,
3.2.CHout2_2,-29.48237,114.95697,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,2,2,13,,
3.2.CHout2_10,-29.48187,114.95705,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,10,2,13,,
3.2.CHout2_5,-29.48055,114.95704,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,5,2,13,,
3.2.CHout2_36,-29.48082,114.9569,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,36,6,13,,
3.2.CHout2_38,-29.48177,114.95694,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,38,6,13,,
3.2.CHout2_37,-29.483,114.95639,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,CHout2,37,6,13,,
3.2.CHout2_35,-29.48503,114.95564,20180706,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,3,2,CHout2,35,2,13,,
3.3.CHout2_35,-29.47912,114.95696,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,35,1,13,,
3.3.CHout2_10,-29.47945,114.95723,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,10,1,13,,
3.3.CHout2_11,-29.48002,114.95697,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,11,1,13,,
3.3.CHout2_5,-29.4805,114.95676,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,5,1,13,,
3.3.CHout2_2,-29.48091,114.95717,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,2,1,13,,
3.3.CHout2_4,-29.48151,114.95701,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,4,1,13,,
3.3.CHout2_1,-29.48172,114.95693,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,1,1,13,,
3.3.CHout2_9,-29.48238,114.9572,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,9,1,13,,
3.3.CHout2_6,-29.48291,114.95622,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Crab (1),Dongara.Millers.Masters,3,3,CHout2,6,1,13,,
3.3.CHout2_8,-29.48353,114.9562,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,8,1,13,,
3.3.CHout2_38,-29.48382,114.95629,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,38,1,13,,
3.3.CHout2_37,-29.48426,114.95573,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,37,7,13,,
3.3.CHout2_14,-29.4846,114.9557,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,14,1,13,,
3.3.CHout2_36,-29.48493,114.95563,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,36,1,13,,
3.3.CHout2_39,-29.48488,114.95561,20180707,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHout2,39,1,13,,
3.3.CHin1_41,-29.52256,114.9605,20180707,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin1,41,1,13,,
3.3.CHin1_43,-29.52424,114.96018,20180707,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin1,43,1,13,,
3.3.CHin1_44,-29.52458,114.96034,20180707,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin1,44,1,13,,1
3.3.CHin1_45,-29.52558,114.96031,20180707,12:00:00,Cliff Head,Fished,Cliff Head Mid,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin1,45,1,13,,
3.3.CHin2_3,-29.53547,114.95913,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,3,1,13,1,
3.3.CHin2_13,-29.53623,114.9588,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,3,3,CHin2,13,1,13,,
3.3.CHin2_12,-29.53635,114.95851,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,12,1,13,,
3.3.CHin2_50,-29.54092,114.95048,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,50,1,13,,
3.3.CHin2_49,-29.54052,114.95022,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,49,1,13,,
3.3.CHin2_48,-29.53996,114.95032,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,48,1,13,,
3.3.CHin2_47,-29.53953,114.95119,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,47,1,13,,
3.3.CHin2_46,-29.53856,114.95303,20180707,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,CHin2,46,1,13,,
3.3.GR15,-29.54043,114.92783,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,15,1,13,,
3.3.GR33,-29.54015,114.92856,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,33,1,13,,
3.3.GR31,-29.53959,114.92868,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,31,1,13,,
3.3.GR30,-29.53919,114.92828,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,30,1,13,,
3.3.GR27,-29.53868,114.92848,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,27,1,13,,
3.3.GR28,-29.53815,114.92847,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,28,1,13,,
3.3.GR34,-29.53713,114.92867,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,34,1,13,,
3.3.GR32,-29.53701,114.92932,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,32,1,13,,
3.3.GR26,-29.53671,114.92952,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,26,1,13,,
3.3.GR29,-29.53558,114.92942,20180707,12:00:00,Golden Ridge,Fished,Golden Ridge,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,GR,29,1,13,,
3.2.SR20,-29.45182,114.871,20180706,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,SR,20,6,13,,
3.2.SR21,-29.45249,114.8707,20180706,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,SR,21,6,13,,
3.2.SR25,-29.45417,114.86996,20180706,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,SR,25,6,13,,
3.2.SR24,-29.45541,114.87008,20180706,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,SR,24,6,13,,
3.2.SR23,-29.456,114.87249,20180706,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,SR,23,6,13,,
3.3.SR23,-29.4561,114.87197,20180707,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,SR,23,1,13,,
3.3.SR24,-29.45527,114.87017,20180707,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,SR,24,1,13,,
3.3.SR25,-29.45407,114.87008,20180707,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,Breaksea cod (1),Dongara.Millers.Masters,3,3,SR,25,1,13,,
3.3.SR21,-29.45249,114.8708,20180707,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,SR,21,,13,,
3.3.SR20,-29.45185,114.87102,20180707,12:00:00,Irwin Reef,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,SR,20,1,13,,
3.2.JB22,-29.42398,114.89511,20180706,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,JB,22,6,13,,
3.2.JB19,-29.42334,114.89514,20180706,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,JB,19,6,13,,
3.2.JB18,-29.42283,114.89479,20180706,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,JB,18,6,13,,
3.2.JB16,-29.4227,114.89752,20180706,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,JB,16,6,13,,
3.2.JB17,-29.42326,114.89785,20180706,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,2,JB,17,6,13,1,
3.3.JB17,-29.42332,114.8981,20180707,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Fish (1),Dongara.Millers.Masters,3,3,JB,17,1,13,,
3.3.JB16,-29.42269,114.89751,20180707,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,JB,16,1,13,,
3.3.JB18,-29.42291,114.89504,20180707,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,JB,18,1,13,,
3.3.JB19,-29.42327,114.89533,20180707,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,JB,19,1,13,,
3.3.JB22,-29.42409,114.89548,20180707,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,3,JB,22,1,13,,
3.4.CHout2_39,-29.48483,114.95568,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,39,1,13,1,
3.4.CHout2_14,-29.48419,114.95567,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,14,1,13,,
3.4.CHout2_36,-29.48366,114.95613,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Fish (1),Dongara.Millers.Masters,3,4,CHout2,36,1,13,,
3.4.CHout2_6,-29.48274,114.95652,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,6,1,13,,
3.4.CHout2_4,-29.48246,114.95707,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,4,1,13,,
3.4.CHout2_37,-29.48168,114.95718,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,37,1,13,,
3.4.CHout2_38,-29.48091,114.95727,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,38,1,13,,
3.4.CHout2_8,-29.48015,114.95702,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,8,1,13,,
3.4.CHout2_2,-29.47952,114.95716,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,2,1,13,,1
3.4.CHout2_10,-29.47917,114.95714,20180708,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHout2,10,1,13,,
3.4.CHin2_50,-29.54101,114.95043,20180708,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHin2,50,1,13,,
3.4.CHin2_47,-29.54059,114.95033,20180708,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHin2,47,1,13,,
3.4.CHin2_46,-29.53981,114.95043,20180708,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHin2,46,1,13,,
3.4.CHin2_8,-29.53947,114.95109,20180708,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHin2,8,1,13,,
3.4.CHin2_44,-29.5385,114.953,20180708,12:00:00,Cliff Head,Fished,Cliff Head South,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,CHin2,44,1,13,,
3.4.LH15,-29.4673,114.92347,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,15,1,13,,
3.4.LH30,-29.46725,114.92385,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,30,1,13,1,
3.4.LH27,-29.4673,114.92489,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,27,1,13,,1
3.4.LH28,-29.46678,114.92535,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,28,1,13,,1
3.4.LH34,-29.46568,114.92549,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,34,1,13,1,1
3.4.LH32,-29.4609,114.9262,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,32,1,13,,1
3.4.LH26,-29.46053,114.92631,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,26,1,13,,
3.4.LH45,-29.46016,114.92647,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,45,1,13,X,
3.4.LH29,-29.45968,114.92612,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,29,1,13,,
3.4.LH43,-29.45922,114.92659,20180708,12:00:00,Cliff Head,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,LH,43,1,13,,
3.4.WL17,-29.42695,114.89663,20180708,12:00:00,Irwin Reef,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,3,4,WL,17,1,13,1,
