Date,Hs(m).tot,Tp(s).tot,T1(s).tot,Hs(m).sw,Tp(s).sw,T1(s).sw,Dir(deg).sw,Hs(m).sea,Tp(s).sea,T1(s).sea,Dir(deg).sea
17/02/2017  23:20,2.69,18.18,9.67,2.35,18.18,13.96,231,1.31,7.69,4.85,208
17/02/2017  23:50,2.94,18.18,10.3,2.6,18.18,14.48,229,1.37,7.14,5.04,210
18/02/2017  00:20,3.04,18.18,10.63,2.72,18.18,14.89,229,1.36,7.14,4.97,210
18/02/2017  00:50,3.13,18.18,10.78,2.8,18.18,15.1,233,1.4,6.67,5.01,207
18/02/2017  01:20,2.65,18.18,9.68,2.32,18.18,13.77,238,1.28,7.14,4.91,211
18/02/2017  01:50,2.64,18.18,9.97,2.36,18.18,13.94,236,1.2,6.25,4.75,207
18/02/2017  02:20,2.55,18.18,9.44,2.22,18.18,13.76,233,1.24,7.69,4.7,218
18/02/2017  02:50,2.97,18.18,10.91,2.7,18.18,15.17,233,1.25,6.25,4.73,208
18/02/2017  03:20,2.87,16.67,10.73,2.61,18.18,14.75,238,1.19,7.69,4.66,226
18/02/2017  03:50,2.83,16.67,10.46,2.54,16.67,14.51,229,1.25,7.69,4.84,215
18/02/2017  04:20,2.78,16.67,10.4,2.51,16.67,14.63,235,1.19,7.69,4.54,218
18/02/2017  04:50,2.51,16.67,9.87,2.23,16.67,14.44,231,1.16,7.14,4.53,218
18/02/2017  05:20,2.39,16.67,9.41,2.12,16.67,13.89,232,1.11,7.69,4.32,217
18/02/2017  05:50,2.5,16.67,9.28,2.19,16.67,13.63,231,1.21,6.25,4.55,212
18/02/2017  06:20,2.89,16.67,10.22,2.61,16.67,14.15,233,1.22,7.69,4.51,221
18/02/2017  06:50,2.62,16.67,10.21,2.36,16.67,14.39,232,1.14,6.25,4.55,215
18/02/2017  07:20,2.48,16.67,9.59,2.22,16.67,13.84,231,1.1,7.69,4.28,222
18/02/2017  07:50,3.06,16.67,10.59,2.81,16.67,14.37,229,1.2,7.69,4.35,218
18/02/2017  08:20,2.8,16.67,10.36,2.59,16.67,14.04,228,1.07,7.14,4.07,221
18/02/2017  08:50,2.53,16.67,9.93,2.3,16.67,14.05,228,1.05,7.14,4.11,218
18/02/2017  09:20,2.39,15.38,9.26,2.11,15.38,13.27,232,1.12,7.69,4.46,225
18/02/2017  09:50,2.55,16.67,10.14,2.34,16.67,13.75,231,1.01,7.14,4.23,225
18/02/2017  10:20,2.41,14.29,9.98,2.19,14.29,13.38,226,1.01,7.69,4.57,215
18/02/2017  10:50,2.8,16.67,11.28,2.62,16.67,14.02,233,0.98,7.69,4.7,222
18/02/2017  11:20,2.5,15.38,10.86,2.31,15.38,13.74,232,0.96,7.69,4.88,210
18/02/2017  11:50,2.42,16.67,11.03,2.24,16.67,13.89,232,0.91,7.69,4.9,221
18/02/2017  12:20,2.44,15.38,10.89,2.23,15.38,13.73,233,0.97,7.69,5.22,214
18/02/2017  12:50,2.36,13.33,10.93,2.2,13.33,13.14,228,0.84,7.69,5.05,210
18/02/2017  13:20,2.69,15.38,11.49,2.52,15.38,13.58,229,0.93,7.69,5.38,217
18/02/2017  13:50,2.36,15.38,10.98,2.17,15.38,13.3,231,0.92,7.14,5.55,214
18/02/2017  14:20,2.3,15.38,10.96,2.14,15.38,13.26,233,0.84,7.69,5.15,211
18/02/2017  14:50,2.52,16.67,11.23,2.37,16.67,13.61,231,0.86,7.69,4.83,208
18/02/2017  15:20,2.42,15.38,10.52,2.24,15.38,13.28,231,0.92,7.69,4.71,208
18/02/2017  15:50,2.17,13.33,9.78,1.98,13.33,12.81,231,0.88,7.69,4.45,219
18/02/2017  16:20,2.22,14.29,9.9,2.04,14.29,13.04,225,0.88,7.69,4.31,214
18/02/2017  16:50,2.39,15.38,10.6,2.21,15.38,13.55,232,0.92,7.69,4.69,218
18/02/2017  17:20,2.06,13.33,9.46,1.85,13.33,12.9,229,0.91,7.14,4.49,211
18/02/2017  17:50,2.23,14.29,9.95,2.04,14.29,12.97,226,0.89,7.69,4.47,212
18/02/2017  18:20,2.26,14.29,9.63,2.07,14.29,12.93,229,0.91,7.69,4.17,208
18/02/2017  18:50,2.48,15.38,10.08,2.29,15.38,13.27,232,0.94,7.14,4.19,217
18/02/2017  19:20,2.16,14.29,9.35,1.97,14.29,12.65,232,0.9,7.69,4.17,210
18/02/2017  19:50,2.33,13.33,9.6,2.14,13.33,12.62,228,0.91,7.69,4.12,208
18/02/2017  20:20,2.21,14.29,8.88,1.98,14.29,12.39,231,0.99,7.69,4.18,210
18/02/2017  20:50,2.18,14.29,9.29,1.98,14.29,12.67,225,0.92,7.69,4.16,211
18/02/2017  21:20,2.12,14.29,8.9,1.88,14.29,12.33,229,0.97,7.69,4.35,211
18/02/2017  21:50,2.33,13.33,9.29,2.1,13.33,12.44,224,1,7.69,4.4,215
18/02/2017  22:20,2.04,13.33,8.84,1.8,13.33,12.34,229,0.96,7.69,4.4,210
18/02/2017  22:50,2.07,13.33,9.04,1.83,13.33,12.53,225,0.95,7.69,4.45,210
18/02/2017  23:20,1.95,14.29,8.75,1.69,14.29,12.4,229,0.97,7.69,4.59,202
18/02/2017  23:50,2.15,15.38,9.33,1.93,15.38,12.5,231,0.95,7.69,4.58,211
19/02/2017  00:20,1.8,12.5,8.61,1.55,12.5,11.97,229,0.91,7.69,4.76,218
19/02/2017  00:50,2.01,14.29,9.07,1.76,14.29,12.41,232,0.97,7.69,4.79,212
19/02/2017  01:20,1.88,14.29,8.77,1.65,14.29,11.67,228,0.9,7.69,4.77,218
19/02/2017  01:50,1.78,12.5,8.8,1.52,12.5,12.06,221,0.93,7.14,5.09,211
19/02/2017  02:20,1.75,15.38,8.81,1.51,15.38,12.14,229,0.88,7.69,4.86,210
19/02/2017  02:50,1.78,14.29,9.04,1.55,14.29,12.29,232,0.87,7.69,4.92,205
19/02/2017  03:20,1.77,14.29,9.13,1.56,14.29,12.22,235,0.83,7.14,4.82,210
19/02/2017  03:50,1.78,14.29,9.21,1.57,14.29,12.2,235,0.84,7.69,4.95,208
19/02/2017  04:20,1.75,12.5,9.26,1.54,12.5,12.36,228,0.83,6.67,4.99,207
19/02/2017  04:50,1.74,14.29,9.3,1.52,14.29,12.45,231,0.85,7.69,5.16,211
19/02/2017  05:20,1.64,15.38,9.17,1.43,15.38,12.2,232,0.81,7.14,5.16,211
19/02/2017  05:50,,,,,,,,,,,
19/02/2017  06:20,,,,,,,,,,,
19/02/2017  06:50,,,,,,,,,,,
19/02/2017  07:20,,,,,,,,,,,
19/02/2017  07:50,,,,,,,,,,,
19/02/2017  08:20,,,,,,,,,,,
19/02/2017  08:50,,,,,,,,,,,
19/02/2017  09:20,,,,,,,,,,,
19/02/2017  09:50,,,,,,,,,,,
19/02/2017  10:20,,,,,,,,,,,
19/02/2017  10:50,,,,,,,,,,,
19/02/2017  11:20,,,,,,,,,,,
19/02/2017  11:50,,,,,,,,,,,
19/02/2017  12:20,,,,,,,,,,,
19/02/2017  12:50,,,,,,,,,,,
19/02/2017  13:20,,,,,,,,,,,
19/02/2017  13:50,,,,,,,,,,,
19/02/2017  14:20,,,,,,,,,,,
19/02/2017  14:50,,,,,,,,,,,
19/02/2017  15:20,,,,,,,,,,,
19/02/2017  15:50,,,,,,,,,,,
19/02/2017  16:20,,,,,,,,,,,
19/02/2017  16:50,,,,,,,,,,,
19/02/2017  17:20,,,,,,,,,,,
19/02/2017  17:50,,,,,,,,,,,
19/02/2017  18:20,,,,,,,,,,,
19/02/2017  18:50,,,,,,,,,,,
19/02/2017  19:20,,,,,,,,,,,
19/02/2017  19:50,,,,,,,,,,,
19/02/2017  20:20,,,,,,,,,,,
19/02/2017  20:50,,,,,,,,,,,
19/02/2017  21:20,,,,,,,,,,,
19/02/2017  21:50,,,,,,,,,,,
19/02/2017  22:20,,,,,,,,,,,
19/02/2017  22:50,,,,,,,,,,,
19/02/2017  23:20,,,,,,,,,,,
19/02/2017  23:50,,,,,,,,,,,
20/02/2017  00:20,,,,,,,,,,,
20/02/2017  00:50,,,,,,,,,,,
20/02/2017  01:20,,,,,,,,,,,
20/02/2017  01:50,,,,,,,,,,,
20/02/2017  02:20,,,,,,,,,,,
20/02/2017  02:50,,,,,,,,,,,
20/02/2017  03:20,,,,,,,,,,,
20/02/2017  03:50,,,,,,,,,,,
20/02/2017  04:20,,,,,,,,,,,
20/02/2017  04:50,,,,,,,,,,,
20/02/2017  05:20,,,,,,,,,,,
20/02/2017  05:50,,,,,,,,,,,
20/02/2017  06:20,,,,,,,,,,,
20/02/2017  06:50,,,,,,,,,,,
20/02/2017  07:20,,,,,,,,,,,
20/02/2017  07:50,,,,,,,,,,,
20/02/2017  08:20,1.64,11.11,5.45,0.77,11.11,11.52,236,1.44,7.14,4.73,243
20/02/2017  08:50,1.56,11.76,5.27,0.74,11.76,11.01,219,1.38,7.14,4.58,232
20/02/2017  09:20,1.66,12.5,5.29,0.76,12.5,11.33,231,1.48,6.67,4.64,224
20/02/2017  09:50,1.67,13.33,5.22,0.75,13.33,11.08,239,1.49,6.67,4.61,218
20/02/2017  10:20,1.6,12.5,5.36,0.76,12.5,11.15,231,1.4,6.67,4.65,211
20/02/2017  10:50,1.71,12.5,5.59,0.87,12.5,11.28,232,1.48,5.88,4.76,219
20/02/2017  11:20,1.64,12.5,5.66,0.84,12.5,11.23,226,1.41,6.25,4.81,201
20/02/2017  11:50,1.7,6.25,5.58,0.79,11.76,10.57,225,1.5,6.25,4.93,202
20/02/2017  12:20,1.84,6.67,5.67,0.84,11.76,10.7,232,1.63,6.67,5.04,211
20/02/2017  12:50,1.76,6.67,5.54,0.72,12.5,10.92,233,1.6,6.67,5.05,208
20/02/2017  13:20,1.8,6.67,5.61,0.78,13.33,10.56,250,1.62,6.67,5.06,200
20/02/2017  13:50,1.88,7.14,5.87,0.86,12.5,10.54,236,1.67,7.14,5.26,207
20/02/2017  14:20,1.76,7.14,5.63,0.81,11.76,10.55,232,1.56,7.14,5,204
20/02/2017  14:50,1.75,6.67,5.74,0.78,11.76,10.1,232,1.57,6.67,5.18,202
20/02/2017  15:20,1.69,7.14,5.64,0.74,11.11,10.89,222,1.52,7.14,5.06,202
20/02/2017  15:50,1.69,7.14,5.68,0.81,11.76,10.71,229,1.49,7.14,4.99,195
20/02/2017  16:20,1.66,7.14,5.7,0.78,12.5,10.63,235,1.46,7.14,5.03,194
20/02/2017  16:50,1.59,7.14,5.69,0.78,11.76,10.74,236,1.39,7.14,4.94,194
20/02/2017  17:20,1.59,7.14,5.66,0.75,11.76,10.67,222,1.41,7.14,5,201
20/02/2017  17:50,1.59,7.14,5.37,0.67,11.76,10.56,225,1.44,7.14,4.86,197
20/02/2017  18:20,1.62,7.14,5.55,0.7,12.5,10.5,232,1.46,7.14,5,198
20/02/2017  18:50,1.64,7.14,5.5,0.79,11.11,10.54,229,1.44,7.14,4.81,201
20/02/2017  19:20,1.55,7.14,5.39,0.71,11.76,10.56,229,1.38,7.14,4.77,200
20/02/2017  19:50,1.74,6.67,5.51,0.8,11.76,10.56,228,1.54,6.67,4.88,197
20/02/2017  20:20,1.62,6.67,5.27,0.75,12.5,10.49,236,1.43,6.67,4.65,214
20/02/2017  20:50,1.81,6.67,5.49,0.77,12.5,10.78,233,1.64,6.67,4.95,205
20/02/2017  21:20,1.66,7.14,5.39,0.74,10.53,10.76,219,1.48,7.14,4.8,205
20/02/2017  21:50,1.66,7.14,5.49,0.75,11.76,10.84,233,1.48,7.14,4.87,212
20/02/2017  22:20,1.62,6.67,5.51,0.69,12.5,10.85,242,1.47,6.67,4.96,202
20/02/2017  22:50,1.68,6.67,5.36,0.7,12.5,11,229,1.53,6.67,4.85,214
20/02/2017  23:20,1.64,6.67,5.48,0.72,11.76,10.91,245,1.48,6.67,4.9,207
20/02/2017  23:50,1.58,7.14,5.48,0.75,12.5,11.08,236,1.39,7.14,4.78,207
21/02/2017  00:20,1.55,6.67,5.13,0.66,11.76,10.99,239,1.4,6.67,4.58,208
21/02/2017  00:50,1.58,6.67,5.31,0.75,11.76,11.16,242,1.39,6.67,4.61,210
21/02/2017  01:20,1.55,6.67,5.25,0.63,10,11.03,221,1.41,6.67,4.75,214
21/02/2017  01:50,1.53,7.14,5.23,0.65,11.76,11.36,228,1.39,7.14,4.68,205
21/02/2017  02:20,1.65,5.26,5.15,0.7,12.5,10.95,236,1.5,5.26,4.61,207
21/02/2017  02:50,1.58,6.67,5.43,0.65,11.76,11.28,226,1.45,6.67,4.92,208
21/02/2017  03:20,1.62,6.67,5.28,0.65,16.67,11.75,229,1.49,6.67,4.78,207
21/02/2017  03:50,1.51,6.67,5.14,0.66,16.67,12.11,236,1.36,6.67,4.53,211
21/02/2017  04:20,1.59,6.25,5.17,0.6,11.11,11.53,218,1.47,6.25,4.74,210
21/02/2017  04:50,1.6,5.88,5.28,0.71,16.67,12.08,233,1.43,5.88,4.64,207
21/02/2017  05:20,1.64,5.88,5.33,0.71,16.67,12.24,236,1.48,5.88,4.71,205
21/02/2017  05:50,1.59,5.88,5.31,0.6,16.67,12.25,243,1.48,5.88,4.86,207
21/02/2017  06:20,1.56,6.67,5.33,0.62,16.67,11.9,242,1.43,6.67,4.83,210
21/02/2017  06:50,1.64,6.67,5.33,0.69,16.67,12.14,236,1.48,6.67,4.76,200
21/02/2017  07:20,1.67,6.25,5.36,0.66,16.67,11.9,242,1.54,6.25,4.86,210
21/02/2017  07:50,1.6,6.67,5.34,0.74,16.67,12.21,239,1.42,6.67,4.63,214
21/02/2017  08:20,1.62,6.67,5.31,0.61,16.67,11.84,236,1.5,6.67,4.87,208
21/02/2017  08:50,1.66,6.67,5.57,0.7,15.38,12.26,229,1.51,6.67,4.99,208
21/02/2017  09:20,1.63,6.67,5.51,0.72,15.38,12.14,235,1.46,6.67,4.86,207
21/02/2017  09:50,1.66,6.67,5.31,0.71,15.38,11.58,233,1.51,6.67,4.75,218
21/02/2017  10:20,1.75,6.67,5.37,0.7,15.38,11.86,232,1.6,6.67,4.85,217
21/02/2017  10:50,1.78,6.67,5.29,0.71,15.38,11.44,232,1.63,6.67,4.79,214
21/02/2017  11:20,1.76,6.67,5.31,0.71,15.38,11.4,229,1.61,6.67,4.82,207
21/02/2017  11:50,1.89,15.38,5.37,0.8,15.38,11.93,232,1.71,7.14,4.8,217
21/02/2017  12:20,2.02,7.14,5.57,0.83,15.38,11.85,231,1.84,7.14,5.03,224
21/02/2017  12:50,2.02,7.14,5.49,0.77,15.38,11.23,239,1.87,7.14,5.06,219
21/02/2017  13:20,2.16,6.67,5.64,0.94,15.38,11.27,245,1.95,6.67,5.06,207
21/02/2017  13:50,2.16,7.14,5.79,0.93,15.38,11.24,236,1.95,7.14,5.21,215
21/02/2017  14:20,2.36,7.14,5.86,1,8.33,10.16,214,2.14,7.14,5.37,215
21/02/2017  14:50,2.25,7.69,5.91,1.02,8.33,10.41,225,2.01,7.69,5.31,221
21/02/2017  15:20,2.23,15.38,6.08,1.17,15.38,10.94,242,1.9,7.14,5.21,204
21/02/2017  15:50,2.4,7.69,6.15,1.3,8.33,10.25,214,2.02,7.69,5.27,214
21/02/2017  16:20,2.38,8.33,6.15,1.41,8.33,9.89,214,1.92,7.14,5.11,212
21/02/2017  16:50,2.33,7.69,6.03,1.35,8.33,10.11,222,1.9,7.69,5.01,222
21/02/2017  17:20,2.55,8.33,6.48,1.59,8.33,10.13,211,1.99,7.69,5.26,212
21/02/2017  17:50,2.43,7.69,6.44,1.53,8.33,10.13,222,1.89,7.69,5.19,217
21/02/2017  18:20,2.54,8.33,6.61,1.69,8.33,9.99,217,1.9,7.69,5.21,217
21/02/2017  18:50,2.48,15.38,6.81,1.68,15.38,10.53,233,1.82,7.69,5.24,219
21/02/2017  19:20,2.48,9.09,6.68,1.67,9.09,10.33,221,1.83,7.69,5.15,212
21/02/2017  19:50,2.62,9.09,6.9,1.85,9.09,9.98,221,1.85,7.69,5.28,224
21/02/2017  20:20,2.55,14.29,7.29,1.96,14.29,10.7,232,1.62,7.69,4.97,219
21/02/2017  20:50,2.66,9.09,7.22,1.97,9.09,10.66,226,1.79,7.69,5.18,217
21/02/2017  21:20,2.6,14.29,7.37,1.95,14.29,11.26,239,1.71,7.69,5.08,225
21/02/2017  21:50,2.8,10,7.68,2.25,10,11.03,228,1.67,7.69,4.96,229
21/02/2017  22:20,2.73,14.29,7.63,2.15,14.29,11.25,238,1.69,7.14,5.01,221
21/02/2017  22:50,2.98,11.11,7.75,2.37,11.11,10.81,232,1.81,7.69,5.22,228
21/02/2017  23:20,2.71,11.11,7.49,2.04,11.11,11.04,222,1.78,7.14,5.25,225
21/02/2017  23:50,2.79,11.11,7.71,2.2,11.11,11.12,235,1.72,7.69,5.14,231
22/02/2017  00:20,3.06,13.33,8.13,2.53,13.33,11.08,235,1.73,7.69,5.17,228
22/02/2017  00:50,2.98,13.33,8.27,2.48,13.33,11.46,235,1.67,7.69,5.13,228
22/02/2017  01:20,3.07,12.5,8.46,2.59,12.5,11.56,228,1.66,7.69,5.12,228
22/02/2017  01:50,3.14,12.5,8.39,2.66,12.5,11.26,238,1.67,7.69,5.09,222
22/02/2017  02:20,2.97,14.29,8.46,2.5,14.29,11.41,236,1.6,7.69,5.2,219
22/02/2017  02:50,3.38,14.29,9.22,2.99,14.29,11.67,245,1.58,7.14,5.26,221
22/02/2017  03:20,3.06,14.29,8.89,2.65,14.29,11.79,236,1.53,7.69,5.12,225
22/02/2017  03:50,3.54,14.29,9.56,3.17,14.29,12.05,242,1.59,7.69,5.26,225
22/02/2017  04:20,3.22,13.33,9.34,2.87,13.33,12,233,1.45,7.69,5.01,225
22/02/2017  04:50,3.44,13.33,9.16,3.05,13.33,11.7,235,1.59,7.69,5.1,235
22/02/2017  05:20,3.12,14.29,8.91,2.73,14.29,11.68,243,1.51,6.67,5.03,226
22/02/2017  05:50,3.19,14.29,8.68,2.72,14.29,11.66,238,1.68,7.69,5.2,224
22/02/2017  06:20,3.26,13.33,8.87,2.83,13.33,11.68,232,1.61,7.69,5.09,229
22/02/2017  06:50,3.12,12.5,9,2.74,12.5,11.83,231,1.49,7.69,4.98,231
22/02/2017  07:20,3.12,12.5,9.14,2.75,12.5,11.78,238,1.48,7.14,5.15,224
22/02/2017  07:50,3.16,13.33,9.31,2.84,13.33,11.79,235,1.4,7.69,5,221
22/02/2017  08:20,3.19,11.76,9.23,2.85,11.76,11.59,238,1.42,7.69,5.08,228
22/02/2017  08:50,3.06,13.33,8.96,2.72,13.33,11.4,238,1.4,7.69,4.96,236
22/02/2017  09:20,3.1,11.76,9.2,2.76,11.76,11.6,240,1.42,7.69,5.17,238
22/02/2017  09:50,3.26,11.76,9.56,2.96,11.76,11.79,235,1.39,7.14,5.14,233
22/02/2017  10:20,3.17,11.76,9.59,2.91,11.76,11.6,239,1.28,7.69,5.05,225
22/02/2017  10:50,3.37,14.29,9.82,3.1,14.29,11.54,240,1.33,7.69,5.41,226
22/02/2017  11:20,3.2,13.33,9.92,2.96,13.33,11.8,238,1.24,7.69,5.21,229
22/02/2017  11:50,3.22,12.5,9.77,2.94,12.5,11.62,239,1.31,7.69,5.43,232
22/02/2017  12:20,3.11,14.29,9.93,2.86,14.29,11.96,239,1.23,6.67,5.19,226
22/02/2017  12:50,3.34,13.33,9.71,3.06,13.33,11.73,233,1.35,7.69,5.15,225
22/02/2017  13:20,3.38,13.33,9.81,3.1,13.33,11.93,233,1.33,7.69,5.01,221
22/02/2017  13:50,3.34,12.5,9.82,3.07,12.5,12.06,232,1.31,7.69,4.86,232
22/02/2017  14:20,3.26,13.33,9.31,2.95,13.33,11.66,233,1.38,7.14,4.87,226
22/02/2017  14:50,3,13.33,8.93,2.65,13.33,11.67,236,1.41,7.69,4.86,233
22/02/2017  15:20,2.99,12.5,8.78,2.67,12.5,11.42,243,1.34,7.69,4.57,231
22/02/2017  15:50,3.36,13.33,9.39,3.06,13.33,11.83,236,1.38,7.69,4.65,228
22/02/2017  16:20,3.2,14.29,9.15,2.9,14.29,11.71,242,1.35,7.69,4.54,231
22/02/2017  16:50,3.17,13.33,8.71,2.8,13.33,11.57,242,1.48,7.69,4.62,231
22/02/2017  17:20,3.4,13.33,8.98,3.05,13.33,11.74,233,1.5,7.69,4.55,229
22/02/2017  17:50,3.29,13.33,8.96,2.93,13.33,12.03,239,1.5,7.69,4.55,228
22/02/2017  18:20,3.11,12.5,8.11,2.65,12.5,11.54,242,1.62,7.69,4.52,243
22/02/2017  18:50,3.03,13.33,8.21,2.6,13.33,12.02,245,1.57,7.14,4.39,226
22/02/2017  19:20,3.12,12.5,7.98,2.65,12.5,11.32,238,1.66,7.69,4.56,233
22/02/2017  19:50,3.09,13.33,8.16,2.62,13.33,11.79,245,1.63,7.69,4.55,229
22/02/2017  20:20,2.97,13.33,8.27,2.55,13.33,11.76,245,1.53,7.14,4.54,226
22/02/2017  20:50,3.04,13.33,8.15,2.54,13.33,11.91,243,1.66,7.69,4.67,231
22/02/2017  21:20,2.82,14.29,7.83,2.34,14.29,11.71,239,1.57,7.14,4.49,226
22/02/2017  21:50,2.94,14.29,8.19,2.51,14.29,11.83,248,1.54,5.26,4.51,193
22/02/2017  22:20,2.88,12.5,8.35,2.46,12.5,12.09,236,1.5,7.69,4.56,229
22/02/2017  22:50,2.54,13.33,7.57,2.06,13.33,11.55,242,1.48,7.69,4.54,229
22/02/2017  23:20,2.68,13.33,8.3,2.3,13.33,12.1,243,1.38,7.69,4.44,221
22/02/2017  23:50,2.85,13.33,8.39,2.45,13.33,11.86,242,1.45,7.69,4.57,232
23/02/2017  00:20,2.6,13.33,8.3,2.22,13.33,12.06,242,1.35,7.69,4.52,229
23/02/2017  00:50,2.49,13.33,7.73,2.04,13.33,11.6,239,1.42,7.69,4.57,228
23/02/2017  01:20,2.58,13.33,8.41,2.25,13.33,11.9,242,1.27,7.69,4.39,233
23/02/2017  01:50,2.45,13.33,7.86,2.07,13.33,11.54,239,1.31,6.67,4.38,221
23/02/2017  02:20,2.67,13.33,8.56,2.35,13.33,11.89,240,1.26,7.69,4.34,229
23/02/2017  02:50,2.67,13.33,8.59,2.36,13.33,11.87,246,1.26,7.69,4.38,231
23/02/2017  03:20,2.41,13.33,8.12,2.08,13.33,11.5,242,1.21,7.69,4.35,233
23/02/2017  03:50,2.2,13.33,7.87,1.86,13.33,11.75,236,1.17,7.69,4.28,238
23/02/2017  04:20,2.19,12.5,8.11,1.89,13.33,11.75,233,1.11,7.69,4.26,226
23/02/2017  04:50,2.49,13.33,8.47,2.19,13.33,11.46,238,1.18,7.69,4.45,232
23/02/2017  05:20,2.42,12.5,8.56,2.14,12.5,11.52,236,1.13,7.69,4.47,239
23/02/2017  05:50,2.19,12.5,8.49,1.92,12.5,11.55,242,1.06,7.14,4.53,232
23/02/2017  06:20,2.39,12.5,8.85,2.13,12.5,11.57,242,1.07,7.69,4.57,229
23/02/2017  06:50,2.4,12.5,8.72,2.14,12.5,11.57,235,1.09,7.69,4.46,236
23/02/2017  07:20,2.17,12.5,8.24,1.87,12.5,11.25,232,1.1,7.69,4.66,226
23/02/2017  07:50,2.21,13.33,8.65,1.94,13.33,11.6,235,1.06,7.69,4.67,240
23/02/2017  08:20,2.1,11.11,8.34,1.83,11.11,11.21,235,1.03,7.69,4.6,233
23/02/2017  08:50,2.06,13.33,8.64,1.82,13.33,11.35,246,0.96,7.69,4.65,226
23/02/2017  09:20,2.15,12.5,8.55,1.87,12.5,11.22,239,1.05,7.69,4.88,226
23/02/2017  09:50,2.17,12.5,9,1.95,12.5,11.48,238,0.97,7.69,4.79,232
23/02/2017  10:20,2.11,13.33,8.63,1.85,13.33,10.96,232,1.02,7.69,5.11,242
23/02/2017  10:50,2.32,12.5,9.28,2.12,12.5,11.32,239,0.95,7.69,4.86,231
23/02/2017  11:20,1.99,13.33,8.88,1.76,13.33,11.4,229,0.93,7.69,4.95,235
23/02/2017  11:50,2.14,13.33,8.83,1.94,13.33,11.13,239,0.91,7.69,4.53,235
23/02/2017  12:20,1.93,13.33,8,1.68,13.33,11.08,231,0.97,7.69,4.36,226
23/02/2017  12:50,2.19,12.5,8.34,1.95,12.5,11.22,231,1.01,7.69,4.25,232
23/02/2017  13:20,2.12,12.5,8.29,1.88,12.5,11.17,239,0.99,7.14,4.3,226
23/02/2017  13:50,2.1,11.11,7.81,1.82,11.11,11.1,231,1.04,7.14,4.1,221
23/02/2017  14:20,1.84,13.33,7.11,1.49,13.33,11.17,238,1.08,7.69,4.17,229
23/02/2017  14:50,2.24,12.5,7.68,1.92,12.5,11.19,236,1.15,7.69,4.1,225
23/02/2017  15:20,2.06,12.5,7.09,1.69,12.5,10.98,238,1.18,7.69,4.11,231
23/02/2017  15:50,2.02,11.76,6.9,1.64,11.76,10.66,238,1.19,7.69,4.15,226
23/02/2017  16:20,1.9,12.5,6.65,1.49,12.5,10.96,242,1.19,7.69,4.12,231
23/02/2017  16:50,2.04,13.33,6.91,1.64,13.33,10.87,240,1.21,7.69,4.16,229
23/02/2017  17:20,2.25,12.5,7.26,1.85,12.5,11.24,238,1.28,4.55,4.16,186
23/02/2017  17:50,2.1,11.76,6.88,1.66,11.76,11.2,238,1.29,4.35,4.2,186
23/02/2017  18:20,2.23,12.5,6.98,1.74,12.5,11.2,235,1.4,7.69,4.4,226
23/02/2017  18:50,2.2,11.76,6.85,1.71,11.76,11.28,235,1.38,5,4.27,194
23/02/2017  19:20,2.23,12.5,6.99,1.76,12.5,11.08,236,1.37,7.69,4.34,225
23/02/2017  19:50,2.13,12.5,6.75,1.65,12.5,11.22,240,1.34,4.55,4.22,194
23/02/2017  20:20,2.06,12.5,6.31,1.47,12.5,11.05,238,1.44,4.76,4.36,183
23/02/2017  20:50,2.25,12.5,6.67,1.68,12.5,11.09,235,1.5,5.26,4.45,188
23/02/2017  21:20,2.15,13.33,6.32,1.53,13.33,11.22,245,1.51,5,4.37,190
23/02/2017  21:50,2.04,11.76,6.12,1.4,11.76,11.44,235,1.49,5.26,4.33,193
23/02/2017  22:20,2.25,12.5,6.76,1.7,12.5,11.39,231,1.47,5.26,4.38,184
23/02/2017  22:50,2.09,11.76,6.58,1.5,11.76,11.36,242,1.45,5.88,4.55,208
23/02/2017  23:20,2.13,12.5,6.74,1.55,12.5,11.5,236,1.46,5.26,4.58,191
23/02/2017  23:50,2.15,11.76,6.91,1.59,11.76,11.27,225,1.44,5.56,4.71,191
24/02/2017  00:20,1.98,12.5,6.96,1.48,12.5,11.6,233,1.32,5.56,4.62,181
24/02/2017  00:50,2.1,12.5,6.98,1.55,12.5,11.86,235,1.41,5.88,4.66,195
24/02/2017  01:20,2.38,11.76,7.59,1.87,11.76,11.71,236,1.47,6.25,4.84,201
24/02/2017  01:50,2.15,12.5,7.24,1.63,12.5,11.86,243,1.4,7.14,4.73,215
24/02/2017  02:20,2.14,10.53,7.38,1.65,10.53,11.71,243,1.37,5.88,4.8,202
24/02/2017  02:50,2.29,12.5,7.7,1.8,12.5,11.81,239,1.41,6.25,4.94,202
24/02/2017  03:20,2.23,12.5,7.8,1.79,12.5,11.69,246,1.34,7.69,4.88,224
24/02/2017  03:50,2.12,15.38,7.84,1.71,15.38,11.82,226,1.25,6.67,4.79,217
24/02/2017  04:20,2.25,11.76,8.38,1.87,11.76,11.92,228,1.25,5.88,5.02,200
24/02/2017  04:50,2.17,11.11,8.18,1.78,11.11,11.85,235,1.23,6.67,4.97,214
24/02/2017  05:20,2.18,12.5,8.7,1.86,12.5,12.19,232,1.15,5.88,4.98,201
24/02/2017  05:50,2.16,11.76,8.48,1.8,11.76,12.04,235,1.18,5.56,5.03,193
24/02/2017  06:20,2.22,15.38,8.92,1.94,15.38,11.89,222,1.08,5.88,4.92,204
