Date,Hs(m).tot,Tp(s).tot,T1(s).tot,Hs(m).sw,Tp(s).sw,T1(s).sw,Dir(deg).sw,Hs(m).sea,Tp(s).sea,T1(s).sea,Dir(deg).sea
26/06/2017  18:20,1.32,18.18,7.27,1.11,18.18,14.03,242,0.71,7.69,3.31,198
26/06/2017  18:50,1.42,18.18,7.53,1.2,18.18,13.91,242,0.76,7.69,3.5,212
26/06/2017  19:20,1.26,18.18,6.7,1,18.18,13.54,242,0.76,7.14,3.57,208
26/06/2017  19:50,1.28,18.18,7.22,1.06,18.18,13.17,239,0.73,7.69,3.68,208
26/06/2017  20:20,1.34,16.67,8.1,1.16,16.67,13.96,242,0.67,7.69,3.63,217
26/06/2017  20:50,1.27,18.18,6.6,1.01,18.18,13.6,249,0.76,7.14,3.47,210
26/06/2017  21:20,1.43,18.18,7.21,1.17,18.18,13.83,243,0.82,3.85,3.65,181
26/06/2017  21:50,1.5,18.18,8.11,1.29,18.18,14.46,239,0.75,4.17,3.53,183
26/06/2017  22:20,1.37,18.18,7.37,1.13,18.18,14.37,248,0.78,4,3.64,176
26/06/2017  22:50,1.36,16.67,7.79,1.15,16.67,14.12,238,0.73,4.17,3.69,180
26/06/2017  23:20,1.59,16.67,8.91,1.4,16.67,14.73,238,0.74,7.14,3.68,217
26/06/2017  23:50,1.34,16.67,7.55,1.13,16.67,13.56,239,0.72,7.69,3.64,215
27/06/2017  00:20,1.35,16.67,8.07,1.17,16.67,13.75,240,0.68,7.69,3.63,221
27/06/2017  00:50,1.28,15.38,7.85,1.09,15.38,13.53,248,0.67,7.14,3.72,226
27/06/2017  01:20,1.44,16.67,9.34,1.29,16.67,14.17,238,0.62,7.69,3.77,225
27/06/2017  01:50,1.31,16.67,9.1,1.18,16.67,13.86,239,0.59,7.69,3.81,211
27/06/2017  02:20,1.26,16.67,9.02,1.11,16.67,13.51,246,0.58,7.69,4.07,218
27/06/2017  02:50,1.23,16.67,9.2,1.09,16.67,13.4,243,0.58,6.67,4.37,222
27/06/2017  03:20,1.22,15.38,9.54,1.1,15.38,13.5,243,0.53,6.67,4.19,211
27/06/2017  03:50,1.22,16.67,9.58,1.09,16.67,13.18,238,0.54,7.69,4.49,215
27/06/2017  04:20,1.18,16.67,9.48,1.03,16.67,13.23,249,0.57,7.69,4.93,224
27/06/2017  04:50,1.4,16.67,10.33,1.25,16.67,13.66,246,0.61,6.25,5.11,222
27/06/2017  05:20,1.34,16.67,8.68,1.09,16.67,13.15,236,0.77,5.56,5.17,215
27/06/2017  05:50,1.3,16.67,7.77,1,16.67,12.76,233,0.84,5.26,5,212
27/06/2017  06:20,1.55,16.67,8.61,1.24,16.67,13.91,242,0.93,5.56,5.12,214
27/06/2017  06:50,1.44,16.67,8.6,1.19,16.67,13.37,246,0.81,5.56,4.88,210
27/06/2017  07:20,1.43,15.38,8.62,1.19,15.38,12.81,239,0.8,5.88,5.02,210
27/06/2017  07:50,1.42,16.67,8.21,1.13,16.67,12.98,245,0.87,7.14,5.07,210
27/06/2017  08:20,1.39,16.67,8.25,1.09,16.67,13.23,240,0.86,5.88,5.15,214
27/06/2017  08:50,1.39,15.38,8.78,1.14,15.38,13.16,235,0.79,6.25,5.14,221
27/06/2017  09:20,1.38,16.67,8.65,1.11,16.67,13.65,249,0.82,6.67,5.18,224
27/06/2017  09:50,1.38,16.67,8.68,1.13,16.67,13.47,242,0.79,6.25,5.01,218
27/06/2017  10:20,1.59,16.67,9.92,1.39,16.67,14.2,245,0.77,6.25,5.01,217
27/06/2017  10:50,1.28,15.38,8.47,1.06,15.38,13.32,238,0.72,6.25,4.74,219
27/06/2017  11:20,1.28,16.67,8.75,1.07,16.67,13.61,240,0.71,6.25,4.83,218
27/06/2017  11:50,1.23,15.38,8.42,1.01,15.38,13.38,245,0.71,5.88,4.83,221
27/06/2017  12:20,1.32,16.67,9.49,1.13,16.67,13.97,242,0.68,5.88,5,224
27/06/2017  12:50,1.25,16.67,8.87,1.03,16.67,13.47,252,0.7,5.88,5.05,222
27/06/2017  13:20,1.24,16.67,9.46,1.06,16.67,13.52,238,0.64,7.14,5.22,221
27/06/2017  13:50,1.27,15.38,9.48,1.09,15.38,13.37,239,0.66,6.25,5.25,219
27/06/2017  14:20,1.19,14.29,9.06,1.02,14.29,13.43,238,0.62,5.56,4.81,218
27/06/2017  14:50,1.33,15.38,9.2,1.15,15.38,13.91,240,0.67,6.67,4.56,219
27/06/2017  15:20,1.22,15.38,8.25,1.03,15.38,13.42,239,0.66,5.88,4.24,217
27/06/2017  15:50,1.26,15.38,8.28,1.06,15.38,13.66,235,0.68,5.88,4.25,217
27/06/2017  16:20,1.3,15.38,9.21,1.14,15.38,13.58,239,0.63,6.25,4.46,212
27/06/2017  16:50,1.21,16.67,9.16,1.03,16.67,13.94,246,0.63,5.88,4.78,214
27/06/2017  17:20,1.21,15.38,9.34,1.05,15.38,13.45,242,0.6,6.67,4.81,224
27/06/2017  17:50,1.26,15.38,9.3,1.09,15.38,13.5,238,0.63,7.69,4.8,212
27/06/2017  18:20,1.2,15.38,8.63,1.01,15.38,13.64,245,0.64,6.25,4.51,224
27/06/2017  18:50,1.26,15.38,8.27,1.06,15.38,13.73,249,0.68,6.25,4.21,217
27/06/2017  19:20,1.19,14.29,7.15,0.96,14.29,12.88,243,0.71,5.88,3.97,219
27/06/2017  19:50,1.27,14.29,7.2,1.04,14.29,13.48,243,0.73,5.88,3.72,229
27/06/2017  20:20,1.35,15.38,7.13,1.12,15.38,13.47,248,0.76,7.69,3.54,217
27/06/2017  20:50,1.35,15.38,7.09,1.08,15.38,13.34,243,0.82,7.14,3.92,217
27/06/2017  21:20,1.29,15.38,7.28,1.04,15.38,13.23,238,0.76,7.69,3.92,217
27/06/2017  21:50,1.29,15.38,7.23,1.02,15.38,13.04,240,0.79,6.67,4.18,208
27/06/2017  22:20,1.29,14.29,6.76,0.98,14.29,12.95,252,0.84,7.14,4.07,214
27/06/2017  22:50,1.31,15.38,6.76,0.98,15.38,13.41,246,0.87,7.14,4.12,208
27/06/2017  23:20,1.35,15.38,7.39,1.08,15.38,13.27,252,0.81,6.25,4.13,214
27/06/2017  23:50,1.32,15.38,7.21,1.02,15.38,12.79,236,0.83,7.69,4.35,204
28/06/2017  00:20,1.35,14.29,7.75,1.08,14.29,13.4,239,0.8,7.14,4.38,211
28/06/2017  00:50,1.39,15.38,8.13,1.15,15.38,13.33,245,0.77,7.14,4.37,211
28/06/2017  01:20,1.36,15.38,7.94,1.1,15.38,13.01,239,0.81,7.69,4.62,205
28/06/2017  01:50,1.3,15.38,8.32,1.11,15.38,13.18,243,0.69,7.14,4.26,204
28/06/2017  02:20,1.3,15.38,8.05,1.07,15.38,12.74,238,0.73,7.69,4.47,201
28/06/2017  02:50,1.28,14.29,7.79,1.07,14.29,13.02,242,0.71,7.69,4.08,204
28/06/2017  03:20,1.29,15.38,7.36,1.08,15.38,12.95,246,0.71,7.14,3.71,207
28/06/2017  03:50,1.23,13.33,6.47,0.97,13.33,12.91,225,0.75,7.69,3.52,204
28/06/2017  04:20,1.29,15.38,6.98,1.05,15.38,13.3,252,0.74,7.69,3.58,207
28/06/2017  04:50,1.33,14.29,7.15,1.1,14.29,12.81,242,0.74,7.69,3.61,205
28/06/2017  05:20,1.43,14.29,8.04,1.24,14.29,13.18,242,0.71,7.69,3.66,202
28/06/2017  05:50,1.25,15.38,7.47,1.06,15.38,13.17,236,0.66,7.69,3.51,205
28/06/2017  06:20,1.25,15.38,7.23,1.06,15.38,12.62,242,0.67,7.69,3.53,211
28/06/2017  06:50,1.42,14.29,8.99,1.29,14.29,13.71,240,0.6,7.69,3.5,212
28/06/2017  07:20,1.28,15.38,7.69,1.11,15.38,13.3,248,0.64,7.69,3.41,221
28/06/2017  07:50,1.39,15.38,7.91,1.21,15.38,13.52,240,0.67,7.69,3.38,205
28/06/2017  08:20,1.37,15.38,7.5,1.19,15.38,13.06,243,0.68,7.69,3.26,208
28/06/2017  08:50,1.22,15.38,6.63,1,15.38,12.63,238,0.69,7.69,3.31,214
28/06/2017  09:20,1.26,15.38,6.21,1,15.38,12.96,239,0.76,3.23,3.25,77
28/06/2017  09:50,1.35,14.29,7.67,1.18,14.29,13.31,238,0.66,3.13,3.28,77
28/06/2017  10:20,1.19,15.38,7.52,1.04,15.38,12.94,239,0.59,7.69,3.29,211
28/06/2017  10:50,1.29,15.38,8.36,1.15,15.38,13.1,239,0.57,7.69,3.38,210
28/06/2017  11:20,1.18,14.29,8.16,1.05,14.29,12.95,235,0.55,7.69,3.46,212
28/06/2017  11:50,1.21,14.29,9.16,1.11,14.29,13.08,238,0.49,7.69,3.59,210
28/06/2017  12:20,1.28,13.33,10.72,1.2,13.33,13.31,236,0.43,7.69,4.2,215
28/06/2017  12:50,1.19,15.38,10.78,1.11,15.38,13.75,238,0.43,7.69,4.42,219
28/06/2017  13:20,1.37,15.38,10.19,1.28,15.38,13.66,239,0.49,7.69,3.75,218
28/06/2017  13:50,1.29,15.38,9.48,1.19,15.38,13.65,240,0.52,7.69,3.67,212
28/06/2017  14:20,1.19,20,9.12,1.08,20,13.58,238,0.49,7.69,3.52,221
28/06/2017  14:50,1.47,14.29,10.41,1.37,14.29,14.06,239,0.52,7.14,3.75,218
28/06/2017  15:20,1.35,15.38,9.98,1.24,15.38,13.83,235,0.53,7.69,3.96,217
28/06/2017  15:50,1.38,15.38,10.38,1.3,15.38,13.94,235,0.48,7.69,3.6,215
28/06/2017  16:20,1.25,14.29,9.36,1.14,14.29,13.75,232,0.52,7.69,3.73,215
28/06/2017  16:50,1.28,16.67,9.55,1.17,16.67,13.91,225,0.5,7.69,3.5,221
28/06/2017  17:20,1.36,16.67,10.15,1.26,16.67,14.28,226,0.5,7.69,3.61,222
28/06/2017  17:50,1.38,18.18,9.76,1.27,18.18,13.63,240,0.53,7.69,3.68,214
28/06/2017  18:20,1.35,15.38,10.76,1.27,15.38,14.23,225,0.47,7.69,3.82,212
28/06/2017  18:50,1.39,15.38,11.2,1.32,15.38,13.97,231,0.44,7.69,4,215
28/06/2017  19:20,1.33,15.38,11.19,1.26,15.38,14.3,229,0.43,7.69,3.85,218
28/06/2017  19:50,1.43,15.38,11.27,1.36,15.38,14.33,226,0.44,7.69,3.72,226
28/06/2017  20:20,1.45,14.29,11.15,1.37,14.29,14.74,226,0.47,7.69,3.6,214
28/06/2017  20:50,1.57,15.38,10.96,1.49,15.38,14.4,225,0.49,7.69,3.47,214
28/06/2017  21:20,1.5,15.38,10.49,1.42,15.38,14.4,228,0.5,7.69,3.31,218
28/06/2017  21:50,1.46,15.38,10.23,1.36,15.38,14.24,226,0.51,7.69,3.36,217
28/06/2017  22:20,1.5,15.38,10.3,1.4,15.38,14.34,228,0.53,7.69,3.5,217
28/06/2017  22:50,1.43,13.33,9.79,1.32,13.33,13.93,228,0.53,7.69,3.43,221
28/06/2017  23:20,1.63,14.29,10.42,1.54,14.29,14.27,236,0.53,7.69,3.23,218
28/06/2017  23:50,1.57,15.38,9.73,1.46,15.38,14.17,239,0.56,7.69,3.1,228
29/06/2017  00:20,1.49,15.38,9.31,1.38,15.38,14.06,235,0.57,7.69,3.13,224
29/06/2017  00:50,1.62,18.18,10.42,1.52,18.18,14.84,246,0.57,7.69,3.36,226
29/06/2017  01:20,1.71,14.29,10.76,1.63,14.29,14.42,238,0.54,7.69,3.25,222
29/06/2017  01:50,1.64,14.29,10.83,1.56,14.29,14.51,233,0.5,7.69,3.17,214
29/06/2017  02:20,1.47,14.29,10.54,1.39,14.29,14.39,242,0.48,7.69,3.24,225
29/06/2017  02:50,1.67,18.18,11.09,1.59,18.18,14.66,246,0.49,7.69,3.1,229
29/06/2017  03:20,1.62,18.18,11.05,1.54,18.18,14.63,243,0.48,7.69,3.17,226
29/06/2017  03:50,1.59,14.29,9.93,1.49,14.29,14.36,242,0.54,7.69,2.95,221
29/06/2017  04:20,1.55,15.38,9.55,1.45,15.38,14.51,231,0.56,7.69,2.92,225
29/06/2017  04:50,1.61,15.38,9.77,1.52,15.38,14.14,236,0.55,7.69,2.91,229
29/06/2017  05:20,1.51,18.18,9.15,1.4,18.18,14.33,248,0.57,2.7,2.89,72
29/06/2017  05:50,1.55,18.18,8.99,1.43,18.18,14.24,242,0.6,2.78,2.88,73
29/06/2017  06:20,1.59,13.33,8.81,1.46,13.33,14.24,231,0.63,2.94,2.88,73
29/06/2017  06:50,1.69,18.18,8.82,1.54,18.18,14.68,242,0.68,3.03,2.91,58
29/06/2017  07:20,1.63,13.33,8.67,1.49,13.33,14.06,231,0.67,3.13,2.98,45
29/06/2017  07:50,1.67,14.29,8.67,1.52,14.29,14.34,235,0.7,2.94,3.01,42
29/06/2017  08:20,1.63,14.29,8.33,1.46,14.29,14.54,233,0.72,3.33,3.05,14
29/06/2017  08:50,1.62,14.29,8.33,1.45,14.29,14.41,228,0.72,3.13,3.03,25
29/06/2017  09:20,1.56,18.18,8.59,1.41,18.18,14.74,246,0.67,3.57,3.04,359
29/06/2017  09:50,1.64,14.29,8.86,1.49,14.29,14.51,235,0.68,3.7,3.1,350
29/06/2017  10:20,1.6,18.18,8.97,1.46,18.18,14.92,242,0.67,3.13,3.08,1
29/06/2017  10:50,1.7,16.67,9.15,1.56,16.67,14.2,242,0.67,3.45,3.13,359
29/06/2017  11:20,1.6,18.18,7.91,1.4,18.18,14.5,249,0.77,3.23,3.17,6
29/06/2017  11:50,1.6,14.29,7.79,1.39,14.29,14.27,229,0.79,3.57,3.22,4
29/06/2017  12:20,1.72,16.67,8.01,1.49,16.67,14.67,245,0.84,3.7,3.31,359
29/06/2017  12:50,1.7,18.18,8.4,1.52,18.18,14.09,240,0.77,3.85,3.29,3
29/06/2017  13:20,1.69,18.18,8.37,1.49,18.18,14.58,249,0.8,4,3.36,350
29/06/2017  13:50,1.74,18.18,8.62,1.55,18.18,14.51,248,0.79,4,3.37,352
29/06/2017  14:20,1.68,13.33,9.06,1.54,13.33,13.78,233,0.68,3.45,3.28,356
29/06/2017  14:50,1.64,16.67,9.45,1.5,16.67,14.44,240,0.64,3.45,3.29,357
29/06/2017  15:20,1.61,16.67,9.02,1.47,16.67,13.96,246,0.67,4.35,3.33,340
29/06/2017  15:50,1.64,16.67,9.38,1.5,16.67,14.43,240,0.68,5,3.49,335
29/06/2017  16:20,1.72,16.67,10.22,1.6,16.67,14.34,243,0.62,4.35,3.5,346
29/06/2017  16:50,1.58,13.33,10.24,1.48,13.33,13.81,231,0.55,7.69,3.52,225
29/06/2017  17:20,1.28,18.18,9.26,1.18,18.18,13.63,249,0.52,7.69,3.47,242
29/06/2017  17:50,1.52,15.38,10.5,1.44,15.38,13.55,238,0.5,7.69,3.67,228
29/06/2017  18:20,1.48,16.67,10.34,1.38,16.67,14.13,240,0.55,5,3.81,340
29/06/2017  18:50,1.52,16.67,10.32,1.41,16.67,14.11,240,0.56,5,3.82,342
29/06/2017  19:20,1.5,13.33,9.96,1.38,13.33,13.54,228,0.58,4.55,3.96,346
29/06/2017  19:50,1.48,15.38,10.27,1.37,15.38,13.64,233,0.55,4.35,4.02,349
29/06/2017  20:20,1.52,14.29,10.85,1.44,14.29,13.6,236,0.49,4.55,3.99,333
29/06/2017  20:50,1.5,16.67,10.99,1.42,16.67,13.92,246,0.49,7.69,4.04,232
29/06/2017  21:20,1.42,16.67,10.01,1.33,16.67,13.73,245,0.52,7.69,3.58,231
29/06/2017  21:50,1.67,16.67,10.79,1.58,16.67,14.72,243,0.55,7.14,3.37,253
29/06/2017  22:20,1.45,16.67,9.58,1.34,16.67,13.84,248,0.55,7.69,3.37,240
29/06/2017  22:50,1.58,14.29,10.04,1.48,14.29,13.95,229,0.56,7.14,3.36,246
29/06/2017  23:20,1.59,16.67,9.74,1.47,16.67,14.41,249,0.59,7.69,3.2,232
29/06/2017  23:50,1.56,16.67,9.15,1.43,16.67,14.09,248,0.62,7.69,3.22,228
30/06/2017  00:20,1.31,16.67,7.6,1.14,16.67,13.76,246,0.64,7.69,3.11,235
30/06/2017  00:50,1.59,15.38,8.98,1.45,15.38,14.13,245,0.66,3.13,3.23,343
30/06/2017  01:20,1.51,16.67,8.7,1.37,16.67,14.05,243,0.64,7.69,3.17,222
30/06/2017  01:50,1.49,16.67,8.16,1.33,16.67,13.53,240,0.68,7.69,3.24,238
30/06/2017  02:20,1.47,16.67,7.46,1.27,16.67,14.07,233,0.74,3.03,3.15,350
30/06/2017  02:50,1.5,16.67,7.38,1.3,16.67,13.97,249,0.76,3.03,3.12,0
30/06/2017  03:20,1.58,15.38,7.98,1.39,15.38,14.36,239,0.75,3.33,3.14,347
30/06/2017  03:50,1.58,16.67,7.85,1.38,16.67,14.31,250,0.78,3.7,3.24,339
30/06/2017  04:20,1.45,15.38,6.88,1.19,15.38,13.97,239,0.82,3.57,3.33,338
30/06/2017  04:50,1.56,15.38,7.28,1.31,15.38,13.74,233,0.84,4.55,3.39,328
30/06/2017  05:20,1.56,18.18,6.83,1.27,18.18,14.18,253,0.91,4.55,3.39,326
30/06/2017  05:50,1.75,15.38,7.3,1.46,15.38,14.32,245,0.98,4.55,3.49,330
30/06/2017  06:20,1.62,14.29,6.57,1.27,14.29,13.89,238,1.01,4.76,3.57,323
30/06/2017  06:50,1.66,16.67,6.64,1.31,16.67,14.02,242,1.01,4.35,3.53,336
30/06/2017  07:20,1.68,16.67,6.36,1.28,16.67,14.06,243,1.08,4.55,3.59,332
30/06/2017  07:50,1.73,16.67,6.14,1.26,16.67,14.15,243,1.19,4.55,3.76,329
30/06/2017  08:20,1.71,15.38,6.27,1.27,15.38,13.93,242,1.15,4.76,3.74,332
30/06/2017  08:50,1.69,16.67,6.08,1.23,16.67,14.16,246,1.16,5,3.7,325
30/06/2017  09:20,1.69,16.67,5.94,1.2,16.67,14.36,253,1.18,4.76,3.7,336
30/06/2017  09:50,1.59,16.67,5.81,1.13,16.67,13.94,249,1.13,4.76,3.67,335
30/06/2017  10:20,1.56,15.38,5.62,1.09,15.38,13.61,242,1.12,4.76,3.61,339
30/06/2017  10:50,1.67,15.38,5.86,1.18,15.38,14.04,249,1.18,4.76,3.7,335
30/06/2017  11:20,1.7,15.38,5.58,1.14,15.38,14.08,246,1.26,5.26,3.75,330
30/06/2017  11:50,1.82,16.67,5.84,1.26,16.67,13.86,239,1.3,5.26,3.78,328
30/06/2017  12:20,1.7,16.67,5.46,1.12,16.67,13.99,256,1.28,5.26,3.74,342
30/06/2017  12:50,1.91,16.67,6.3,1.36,16.67,14.46,248,1.34,5.26,3.99,328
30/06/2017  13:20,1.78,14.29,5.87,1.22,14.29,14.04,239,1.3,5,3.89,322
30/06/2017  13:50,1.82,15.38,6.09,1.27,15.38,13.66,245,1.31,5.56,4,329
30/06/2017  14:20,1.74,16.67,5.69,1.11,16.67,13.96,257,1.34,5.26,4.06,319
30/06/2017  14:50,1.81,15.38,5.91,1.2,15.38,14.17,250,1.36,5.26,4.06,311
30/06/2017  15:20,1.9,16.67,6.21,1.34,16.67,13.84,253,1.35,5.26,4.02,312
30/06/2017  15:50,1.76,15.38,5.9,1.19,15.38,13.75,248,1.3,5,4.01,308
30/06/2017  16:20,1.71,15.38,5.84,1.12,15.38,13.75,246,1.3,5,4.1,301
30/06/2017  16:50,1.9,15.38,6.31,1.33,15.38,14.22,248,1.36,5,4.13,302
30/06/2017  17:20,1.79,16.67,6.13,1.25,16.67,14.09,248,1.29,5.26,4.01,295
30/06/2017  17:50,1.9,14.29,5.89,1.21,14.29,13.95,240,1.47,5.26,4.22,292
30/06/2017  18:20,1.84,16.67,5.75,1.14,16.67,13.84,240,1.45,5,4.21,292
30/06/2017  18:50,1.92,15.38,6.48,1.37,15.38,14.25,242,1.35,5.26,4.16,281
30/06/2017  19:20,1.93,16.67,6.18,1.23,16.67,14.33,240,1.48,5.56,4.43,281
30/06/2017  19:50,1.94,16.67,6.28,1.28,16.67,14.35,236,1.46,5.56,4.38,270
30/06/2017  20:20,1.92,14.29,6.02,1.16,14.29,13.81,238,1.52,5.56,4.53,266
30/06/2017  20:50,2.07,16.67,6.18,1.3,16.67,14.32,236,1.62,5.56,4.52,259
30/06/2017  21:20,2.05,15.38,6.45,1.37,15.38,14.1,233,1.52,5.88,4.47,253
30/06/2017  21:50,1.93,15.38,6.32,1.27,15.38,14.06,240,1.45,5.56,4.45,253
30/06/2017  22:20,2,16.67,6.31,1.32,16.67,13.48,235,1.51,5.56,4.49,260
30/06/2017  22:50,2.05,15.38,7.01,1.49,15.38,14.16,243,1.41,5.88,4.47,250
30/06/2017  23:20,2.05,15.38,7.03,1.5,15.38,13.65,243,1.4,5.88,4.51,250
30/06/2017  23:50,1.99,14.29,6.82,1.36,14.29,13.02,235,1.45,5.56,4.82,255
01/07/2017  00:20,2.2,15.38,7.2,1.63,15.38,12.35,238,1.48,5.88,4.8,252
01/07/2017  00:50,2.31,15.38,7.33,1.71,15.38,12.05,238,1.55,5.88,4.96,239
01/07/2017  01:20,2.39,15.38,7.42,1.77,15.38,11.82,240,1.6,6.67,5.1,235
01/07/2017  01:50,2.52,12.5,7.78,1.98,12.5,11.45,219,1.57,6.67,5.15,239
01/07/2017  02:20,2.42,11.76,7.57,1.88,11.76,11.22,214,1.51,7.69,5.03,225
01/07/2017  02:50,2.69,15.38,8.31,2.24,15.38,11.56,233,1.5,7.69,5.11,224
01/07/2017  03:20,2.74,15.38,8.75,2.38,15.38,11.54,228,1.36,7.69,5.02,226
01/07/2017  03:50,2.82,15.38,8.57,2.41,15.38,11.53,233,1.47,7.69,5.09,231
01/07/2017  04:20,2.7,15.38,8.52,2.27,15.38,11.9,233,1.46,7.69,5.05,224
01/07/2017  04:50,2.52,13.33,8.26,2.08,13.33,11.72,228,1.41,7.14,5.03,222
01/07/2017  05:20,2.79,11.11,8.65,2.35,11.11,11.93,221,1.5,7.69,5.17,219
01/07/2017  05:50,3.01,14.29,8.9,2.63,14.29,11.87,226,1.46,7.69,4.92,224
01/07/2017  06:20,2.85,13.33,8.43,2.45,13.33,11.79,225,1.46,7.69,4.67,224
01/07/2017  06:50,2.94,11.76,8.54,2.49,11.76,11.75,226,1.56,7.69,5.03,229
01/07/2017  07:20,2.75,11.76,8.32,2.33,11.76,11.76,224,1.46,7.69,4.76,225
01/07/2017  07:50,3.27,12.5,9,2.85,12.5,12,225,1.59,7.69,4.99,226
01/07/2017  08:20,2.86,12.5,8.48,2.45,12.5,11.8,225,1.47,7.69,4.77,212
01/07/2017  08:50,3.08,11.76,8.33,2.57,11.76,11.82,225,1.69,7.69,4.95,219
01/07/2017  09:20,3.15,12.5,8.55,2.7,12.5,11.81,222,1.63,7.69,4.86,224
01/07/2017  09:50,3.23,11.76,8.13,2.68,11.76,11.75,228,1.81,7.14,4.84,224
01/07/2017  10:20,3.34,12.5,8.38,2.77,12.5,12.01,224,1.87,7.69,5.03,225
01/07/2017  10:50,3.04,12.5,7.84,2.44,12.5,11.8,222,1.81,6.25,4.86,240
01/07/2017  11:20,3.37,12.5,8.24,2.76,12.5,11.77,221,1.93,7.14,5.11,229
01/07/2017  11:50,3.32,13.33,7.93,2.63,13.33,11.82,222,2.01,6.67,5.08,238
01/07/2017  12:20,3.22,11.11,7.61,2.53,11.11,11.31,225,1.99,6.25,4.98,245
01/07/2017  12:50,3.77,13.33,8.4,3.11,13.33,12,226,2.12,5.88,5.1,260
01/07/2017  13:20,3.37,13.33,7.71,2.63,13.33,11.65,219,2.11,7.14,5.06,232
01/07/2017  13:50,3.62,14.29,7.48,2.66,14.29,11.82,228,2.46,7.14,5.24,238
01/07/2017  14:20,3.92,14.29,7.56,2.8,14.29,11.72,231,2.75,7.14,5.53,235
01/07/2017  14:50,4.5,13.33,8.08,3.53,13.33,11.47,229,2.79,7.69,5.49,236
01/07/2017  15:20,4.55,12.5,8.03,3.5,12.5,10.92,228,2.91,7.69,5.81,231
01/07/2017  15:50,4.59,8.33,7.98,3.72,8.33,10.26,225,2.69,7.69,5.59,233
01/07/2017  16:20,4.44,13.33,8.13,3.59,13.33,10.86,228,2.62,7.69,5.51,236
01/07/2017  16:50,4.31,12.5,7.76,3.32,12.5,10.87,232,2.75,7.69,5.48,219
01/07/2017  17:20,4.42,13.33,8.23,3.67,13.33,10.65,231,2.46,7.14,5.47,231
01/07/2017  17:50,4.5,13.33,8.31,3.61,13.33,11.22,232,2.68,7.69,5.65,226
01/07/2017  18:20,4.41,14.29,8.1,3.53,14.29,10.94,232,2.65,7.69,5.53,221
01/07/2017  18:50,4.35,13.33,8.14,3.51,13.33,11.07,233,2.57,7.69,5.46,228
01/07/2017  19:20,4.22,13.33,7.8,3.21,13.33,10.98,229,2.74,7.69,5.58,221
01/07/2017  19:50,4.33,9.09,7.99,3.39,9.09,10.94,221,2.69,7.69,5.6,218
01/07/2017  20:20,3.98,13.33,8.11,3.17,13.33,11.35,226,2.41,7.69,5.43,222
01/07/2017  20:50,4.2,13.33,8.06,3.4,13.33,10.88,236,2.47,7.69,5.41,221
01/07/2017  21:20,3.99,13.33,7.97,3.15,13.33,11.4,233,2.44,7.14,5.31,218
01/07/2017  21:50,3.99,14.29,8.11,3.18,14.29,11.67,228,2.4,7.69,5.28,222
01/07/2017  22:20,4.25,15.38,8.48,3.47,15.38,11.78,225,2.45,6.67,5.43,222
01/07/2017  22:50,4.35,13.33,8.58,3.63,13.33,11.51,231,2.39,7.69,5.42,222
01/07/2017  23:20,4.14,15.38,8.64,3.43,15.38,12.11,236,2.31,7.69,5.3,217
01/07/2017  23:50,4.08,13.33,8.36,3.34,13.33,11.6,236,2.34,7.69,5.32,222
02/07/2017  00:20,4.25,15.38,9.06,3.66,15.38,12.25,239,2.18,7.69,5.23,221
02/07/2017  00:50,4.55,15.38,9.39,3.92,15.38,12.65,235,2.33,6.67,5.42,217
02/07/2017  01:20,4.24,15.38,9.31,3.63,15.38,12.73,232,2.2,7.69,5.38,212
02/07/2017  01:50,4.33,15.38,9.12,3.67,15.38,12.51,235,2.3,7.69,5.39,218
02/07/2017  02:20,4.08,16.67,9.11,3.46,16.67,12.17,235,2.16,7.69,5.55,218
02/07/2017  02:50,3.84,15.38,9.33,3.36,15.38,12.02,236,1.86,7.69,5.39,229
02/07/2017  03:20,3.84,15.38,9.17,3.29,15.38,12.22,235,1.98,7.69,5.44,225
02/07/2017  03:50,3.8,15.38,9.47,3.25,15.38,12.95,236,1.97,7.69,5.48,226
02/07/2017  04:20,3.58,15.38,9.29,3.03,15.38,12.53,232,1.91,7.14,5.63,219
02/07/2017  04:50,3.93,15.38,9.61,3.46,15.38,12.16,238,1.85,7.69,5.54,225
02/07/2017  05:20,3.47,15.38,9.36,3,15.38,12.22,232,1.74,7.69,5.51,228
02/07/2017  05:50,3.92,15.38,10.24,3.56,15.38,12.68,229,1.65,6.67,5.39,224
02/07/2017  06:20,4.06,16.67,10.47,3.69,16.67,12.86,231,1.7,7.69,5.58,235
02/07/2017  06:50,3.74,16.67,10.11,3.39,16.67,12.65,233,1.58,7.69,5.26,226
02/07/2017  07:20,4.1,14.29,10.46,3.68,14.29,13.15,228,1.81,7.69,5.67,224
02/07/2017  07:50,4.32,16.67,10.75,3.97,16.67,12.98,232,1.69,7.14,5.5,235
02/07/2017  08:20,3.34,15.38,9.13,2.87,15.38,12.18,231,1.71,7.14,5.34,233
02/07/2017  08:50,4.11,16.67,10.69,3.77,16.67,13.18,231,1.64,7.69,5.34,233
02/07/2017  09:20,3.83,15.38,10.3,3.48,15.38,12.85,232,1.61,7.14,5.34,228
02/07/2017  09:50,3.96,14.29,10.57,3.61,14.29,12.96,232,1.64,7.69,5.57,229
02/07/2017  10:20,3.76,15.38,10.26,3.41,15.38,12.78,232,1.59,7.69,5.38,231
