"sizeclass","Sample","Date","Location","Site","SiteNo","Longitude","Latitude","Hs.m.sw","Hs.m.sea","T1.s.sw","T1.s.sea","sst","Count"
"Sublegal","2.2.DM14","2018-06-12","Cliff Head","Cliff Head North","-29.49418333114.9602333",114.9602333,-29.49418333,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.DM15","2018-06-12","Cliff Head","Cliff Head North","-29.49314114.96272",114.96272,-29.49314,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.DM15","2018-06-12","Cliff Head","Cliff Head North","-29.49314114.96272",114.96272,-29.49314,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.DM15","2018-06-12","Cliff Head","Cliff Head North","-29.49314114.96272",114.96272,-29.49314,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.DM16","2018-06-12","Cliff Head","Cliff Head North","-29.49204167114.9636217",114.9636217,-29.49204167,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.DM16","2018-06-12","Cliff Head","Cliff Head North","-29.49204167114.9636217",114.9636217,-29.49204167,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.DM16","2018-06-12","Cliff Head","Cliff Head North","-29.49204167114.9636217",114.9636217,-29.49204167,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.DM17","2018-06-12","Cliff Head","Cliff Head North","-29.49130667114.9635533",114.9635533,-29.49130667,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.DM17","2018-06-12","Cliff Head","Cliff Head North","-29.49130667114.9635533",114.9635533,-29.49130667,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.DM17","2018-06-12","Cliff Head","Cliff Head North","-29.49130667114.9635533",114.9635533,-29.49130667,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.DM18","2018-06-12","Cliff Head","Cliff Head North","-29.493635114.9601183",114.9601183,-29.493635,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.DM18","2018-06-12","Cliff Head","Cliff Head North","-29.493635114.9601183",114.9601183,-29.493635,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.DM18","2018-06-12","Cliff Head","Cliff Head North","-29.493635114.9601183",114.9601183,-29.493635,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.DM19","2018-06-12","Cliff Head","Cliff Head North","-29.4932114.960295",114.960295,-29.4932,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.DM19","2018-06-12","Cliff Head","Cliff Head North","-29.4932114.960295",114.960295,-29.4932,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.DM19","2018-06-12","Cliff Head","Cliff Head North","-29.4932114.960295",114.960295,-29.4932,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.DM20","2018-06-12","Cliff Head","Cliff Head North","-29.49084833114.962875",114.962875,-29.49084833,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.DM20","2018-06-12","Cliff Head","Cliff Head North","-29.49084833114.962875",114.962875,-29.49084833,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.DM20","2018-06-12","Cliff Head","Cliff Head North","-29.49084833114.962875",114.962875,-29.49084833,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.IR1","2018-06-12","Irwin Reef","Irwin Reef","-29.34137667114.8686167",114.8686167,-29.34137667,2.01,0.95,11.94,5.49,20.43,15
"Legal","2.2.IR1","2018-06-12","Irwin Reef","Irwin Reef","-29.34137667114.8686167",114.8686167,-29.34137667,2.01,0.95,11.94,5.49,20.43,3
"Sublegal","2.2.IR1","2018-06-12","Irwin Reef","Irwin Reef","-29.34137667114.8686167",114.8686167,-29.34137667,2.01,0.95,11.94,5.49,20.43,12
"All","2.2.IR10","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,0
"Legal","2.2.IR10","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.IR10","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.IR2","2018-06-12","Irwin Reef","Irwin Reef","-29.34847114.865305",114.865305,-29.34847,2.01,0.95,11.94,5.49,20.43,8
"Legal","2.2.IR2","2018-06-12","Irwin Reef","Irwin Reef","-29.34847114.865305",114.865305,-29.34847,2.01,0.95,11.94,5.49,20.43,4
"Sublegal","2.2.IR2","2018-06-12","Irwin Reef","Irwin Reef","-29.34847114.865305",114.865305,-29.34847,2.01,0.95,11.94,5.49,20.43,4
"All","2.2.IR3","2018-06-12","Irwin Reef","Irwin Reef","-29.3534241114.8457771",114.8457771,-29.3534241,2.01,0.95,11.94,5.49,20.43,0
"Legal","2.2.IR3","2018-06-12","Irwin Reef","Irwin Reef","-29.3534241114.8457771",114.8457771,-29.3534241,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.IR3","2018-06-12","Irwin Reef","Irwin Reef","-29.3534241114.8457771",114.8457771,-29.3534241,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.IR4","2018-06-12","Irwin Reef","Irwin Reef","-29.35093833114.8649833",114.8649833,-29.35093833,2.01,0.95,11.94,5.49,20.43,11
"Legal","2.2.IR4","2018-06-12","Irwin Reef","Irwin Reef","-29.35093833114.8649833",114.8649833,-29.35093833,2.01,0.95,11.94,5.49,20.43,4
"Sublegal","2.2.IR4","2018-06-12","Irwin Reef","Irwin Reef","-29.35093833114.8649833",114.8649833,-29.35093833,2.01,0.95,11.94,5.49,20.43,7
"All","2.2.IR5","2018-06-12","Irwin Reef","Irwin Reef","-29.34895333114.8658983",114.8658983,-29.34895333,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.IR5","2018-06-12","Irwin Reef","Irwin Reef","-29.34895333114.8658983",114.8658983,-29.34895333,2.01,0.95,11.94,5.49,20.43,2
"Sublegal","2.2.IR5","2018-06-12","Irwin Reef","Irwin Reef","-29.34895333114.8658983",114.8658983,-29.34895333,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.IR6","2018-06-12","Irwin Reef","Irwin Reef","-29.34662114.8662667",114.8662667,-29.34662,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.IR6","2018-06-12","Irwin Reef","Irwin Reef","-29.34662114.8662667",114.8662667,-29.34662,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.IR6","2018-06-12","Irwin Reef","Irwin Reef","-29.34662114.8662667",114.8662667,-29.34662,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.IR7","2018-06-12","Irwin Reef","Irwin Reef","-29.34383114.8672733",114.8672733,-29.34383,2.01,0.95,11.94,5.49,20.43,4
"Legal","2.2.IR7","2018-06-12","Irwin Reef","Irwin Reef","-29.34383114.8672733",114.8672733,-29.34383,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.IR7","2018-06-12","Irwin Reef","Irwin Reef","-29.34383114.8672733",114.8672733,-29.34383,2.01,0.95,11.94,5.49,20.43,3
"All","2.2.IR8","2018-06-12","Irwin Reef","Irwin Reef","-29.342285114.8680167",114.8680167,-29.342285,2.01,0.95,11.94,5.49,20.43,33
"Legal","2.2.IR8","2018-06-12","Irwin Reef","Irwin Reef","-29.342285114.8680167",114.8680167,-29.342285,2.01,0.95,11.94,5.49,20.43,13
"Sublegal","2.2.IR8","2018-06-12","Irwin Reef","Irwin Reef","-29.342285114.8680167",114.8680167,-29.342285,2.01,0.95,11.94,5.49,20.43,20
"All","2.2.IR9","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,3
"Legal","2.2.IR9","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.IR9","2018-06-12","Irwin Reef","Irwin Reef","-29.33983114.8696183",114.8696183,-29.33983,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.JB34","2018-06-12","White Point","White Point","-29.42084333114.89856",114.89856,-29.42084333,2.01,0.95,11.94,5.49,20.43,5
"Legal","2.2.JB34","2018-06-12","White Point","White Point","-29.42084333114.89856",114.89856,-29.42084333,2.01,0.95,11.94,5.49,20.43,3
"Sublegal","2.2.JB34","2018-06-12","White Point","White Point","-29.42084333114.89856",114.89856,-29.42084333,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.JB35","2018-06-12","White Point","White Point","-29.42261667114.8974733",114.8974733,-29.42261667,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.JB35","2018-06-12","White Point","White Point","-29.42261667114.8974733",114.8974733,-29.42261667,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.JB35","2018-06-12","White Point","White Point","-29.42261667114.8974733",114.8974733,-29.42261667,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.JB36","2018-06-12","White Point","White Point","-29.41964333114.8984",114.8984,-29.41964333,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.JB36","2018-06-12","White Point","White Point","-29.41964333114.8984",114.8984,-29.41964333,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.JB36","2018-06-12","White Point","White Point","-29.41964333114.8984",114.8984,-29.41964333,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.JB38","2018-06-12","White Point","White Point","-29.42357667114.89563",114.89563,-29.42357667,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.JB38","2018-06-12","White Point","White Point","-29.42357667114.89563",114.89563,-29.42357667,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.JB38","2018-06-12","White Point","White Point","-29.42357667114.89563",114.89563,-29.42357667,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.JB39","2018-06-12","White Point","White Point","-29.42661667114.8967267",114.8967267,-29.42661667,2.01,0.95,11.94,5.49,20.43,0
"Legal","2.2.JB39","2018-06-12","White Point","White Point","-29.42661667114.8967267",114.8967267,-29.42661667,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.JB39","2018-06-12","White Point","White Point","-29.42661667114.8967267",114.8967267,-29.42661667,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.SD46","2018-06-12","White Point","South Dummy","-29.47922114.887675",114.887675,-29.47922,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.SD46","2018-06-12","White Point","South Dummy","-29.47922114.887675",114.887675,-29.47922,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SD46","2018-06-12","White Point","South Dummy","-29.47922114.887675",114.887675,-29.47922,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.SD47","2018-06-12","White Point","South Dummy","-29.48061833114.8874217",114.8874217,-29.48061833,2.01,0.95,11.94,5.49,20.43,6
"Legal","2.2.SD47","2018-06-12","White Point","South Dummy","-29.48061833114.8874217",114.8874217,-29.48061833,2.01,0.95,11.94,5.49,20.43,2
"Sublegal","2.2.SD47","2018-06-12","White Point","South Dummy","-29.48061833114.8874217",114.8874217,-29.48061833,2.01,0.95,11.94,5.49,20.43,4
"All","2.2.SD48","2018-06-12","White Point","South Dummy","-29.48177333114.887985",114.887985,-29.48177333,2.01,0.95,11.94,5.49,20.43,0
"Legal","2.2.SD48","2018-06-12","White Point","South Dummy","-29.48177333114.887985",114.887985,-29.48177333,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SD48","2018-06-12","White Point","South Dummy","-29.48177333114.887985",114.887985,-29.48177333,2.01,0.95,11.94,5.49,20.43,0
"All","2.2.SD49","2018-06-12","White Point","South Dummy","-29.48256667114.8875117",114.8875117,-29.48256667,2.01,0.95,11.94,5.49,20.43,1
"Legal","2.2.SD49","2018-06-12","White Point","South Dummy","-29.48256667114.8875117",114.8875117,-29.48256667,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SD49","2018-06-12","White Point","South Dummy","-29.48256667114.8875117",114.8875117,-29.48256667,2.01,0.95,11.94,5.49,20.43,1
"All","2.2.SD50","2018-06-12","White Point","South Dummy","-29.48342833114.8880583",114.8880583,-29.48342833,2.01,0.95,11.94,5.49,20.43,4
"Legal","2.2.SD50","2018-06-12","White Point","South Dummy","-29.48342833114.8880583",114.8880583,-29.48342833,2.01,0.95,11.94,5.49,20.43,2
"Sublegal","2.2.SD50","2018-06-12","White Point","South Dummy","-29.48342833114.8880583",114.8880583,-29.48342833,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.SR41","2018-06-12","Irwin Reef","South Rig","-29.45276333114.8707867",114.8707867,-29.45276333,2.01,0.95,11.94,5.49,20.43,5
"Legal","2.2.SR41","2018-06-12","Irwin Reef","South Rig","-29.45276333114.8707867",114.8707867,-29.45276333,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SR41","2018-06-12","Irwin Reef","South Rig","-29.45276333114.8707867",114.8707867,-29.45276333,2.01,0.95,11.94,5.49,20.43,5
"All","2.2.SR42","2018-06-12","Irwin Reef","South Rig","-29.454135114.8701767",114.8701767,-29.454135,2.01,0.95,11.94,5.49,20.43,6
"Legal","2.2.SR42","2018-06-12","Irwin Reef","South Rig","-29.454135114.8701767",114.8701767,-29.454135,2.01,0.95,11.94,5.49,20.43,1
"Sublegal","2.2.SR42","2018-06-12","Irwin Reef","South Rig","-29.454135114.8701767",114.8701767,-29.454135,2.01,0.95,11.94,5.49,20.43,5
"All","2.2.SR43","2018-06-12","Irwin Reef","South Rig","-29.45428114.8700833",114.8700833,-29.45428,2.01,0.95,11.94,5.49,20.43,7
"Legal","2.2.SR43","2018-06-12","Irwin Reef","South Rig","-29.45428114.8700833",114.8700833,-29.45428,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SR43","2018-06-12","Irwin Reef","South Rig","-29.45428114.8700833",114.8700833,-29.45428,2.01,0.95,11.94,5.49,20.43,7
"All","2.2.SR44","2018-06-12","Irwin Reef","South Rig","-29.45774833114.8691983",114.8691983,-29.45774833,2.01,0.95,11.94,5.49,20.43,2
"Legal","2.2.SR44","2018-06-12","Irwin Reef","South Rig","-29.45774833114.8691983",114.8691983,-29.45774833,2.01,0.95,11.94,5.49,20.43,0
"Sublegal","2.2.SR44","2018-06-12","Irwin Reef","South Rig","-29.45774833114.8691983",114.8691983,-29.45774833,2.01,0.95,11.94,5.49,20.43,2
"All","2.2.SR45","2018-06-12","Irwin Reef","South Rig","-29.45821333114.8685883",114.8685883,-29.45821333,2.01,0.95,11.94,5.49,20.43,6
"Legal","2.2.SR45","2018-06-12","Irwin Reef","South Rig","-29.45821333114.8685883",114.8685883,-29.45821333,2.01,0.95,11.94,5.49,20.43,3
"Sublegal","2.2.SR45","2018-06-12","Irwin Reef","South Rig","-29.45821333114.8685883",114.8685883,-29.45821333,2.01,0.95,11.94,5.49,20.43,3
"All","2.2018-11-8","2018-11-08","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.38416666666667,1.76833333333333,11.03,4.8025,19.34,4
"Legal","2.2018-11-8","2018-11-08","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.38416666666667,1.76833333333333,11.03,4.8025,19.34,0
"Sublegal","2.2018-11-8","2018-11-08","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.38416666666667,1.76833333333333,11.03,4.8025,19.34,4
"All","2.2018-5-23","2018-05-23","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.815625,0.457291666666667,13.7547916666667,3.44833333333333,20.92,25
"Legal","2.2018-5-23","2018-05-23","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.815625,0.457291666666667,13.7547916666667,3.44833333333333,20.92,2
"Sublegal","2.2018-5-23","2018-05-23","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.815625,0.457291666666667,13.7547916666667,3.44833333333333,20.92,23
"All","2.2018-5-24","2018-05-24","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.53916666666667,1.358125,11.9039583333333,4.13791666666667,21.09,1
"Legal","2.2018-5-24","2018-05-24","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.53916666666667,1.358125,11.9039583333333,4.13791666666667,21.09,0
"Sublegal","2.2018-5-24","2018-05-24","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,1.53916666666667,1.358125,11.9039583333333,4.13791666666667,21.09,1
"All","2.2018-6-13","2018-06-13","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.33,3
"Legal","2.2018-6-13","2018-06-13","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.33,0
"Sublegal","2.2018-6-13","2018-06-13","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.33,3
"All","2.2018-6-14","2018-06-14","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.65,12
"Legal","2.2018-6-14","2018-06-14","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.65,2
"Sublegal","2.2018-6-14","2018-06-14","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.01,0.95,11.94,5.49,20.65,10
"All","2.2018-7-31","2018-07-31","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.915,0.989583333333333,12.9079166666667,5.25125,19.64,5
"Legal","2.2018-7-31","2018-07-31","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.915,0.989583333333333,12.9079166666667,5.25125,19.64,1
"Sublegal","2.2018-7-31","2018-07-31","Seven Mile","Seven Mile North","-29.171072114.887817",114.887817,-29.171072,2.915,0.989583333333333,12.9079166666667,5.25125,19.64,4
"All","2.3.CHin1_11","2018-06-13","Cliff Head","Cliff Head Mid","-29.52094333114.9607883",114.9607883,-29.52094333,2.01,0.95,11.94,5.49,20.28,0
"Legal","2.3.CHin1_11","2018-06-13","Cliff Head","Cliff Head Mid","-29.52094333114.9607883",114.9607883,-29.52094333,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_11","2018-06-13","Cliff Head","Cliff Head Mid","-29.52094333114.9607883",114.9607883,-29.52094333,2.01,0.95,11.94,5.49,20.28,0
"All","2.3.CHin1_12","2018-06-13","Cliff Head","Cliff Head Mid","-29.522745114.9607817",114.9607817,-29.522745,2.01,0.95,11.94,5.49,20.28,0
"Legal","2.3.CHin1_12","2018-06-13","Cliff Head","Cliff Head Mid","-29.522745114.9607817",114.9607817,-29.522745,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_12","2018-06-13","Cliff Head","Cliff Head Mid","-29.522745114.9607817",114.9607817,-29.522745,2.01,0.95,11.94,5.49,20.28,0
"All","2.3.CHin1_13","2018-06-13","Cliff Head","Cliff Head Mid","-29.524165114.9602333",114.9602333,-29.524165,2.01,0.95,11.94,5.49,20.28,1
"Legal","2.3.CHin1_13","2018-06-13","Cliff Head","Cliff Head Mid","-29.524165114.9602333",114.9602333,-29.524165,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_13","2018-06-13","Cliff Head","Cliff Head Mid","-29.524165114.9602333",114.9602333,-29.524165,2.01,0.95,11.94,5.49,20.28,1
"All","2.3.CHin1_14","2018-06-13","Cliff Head","Cliff Head Mid","-29.52502833114.96054",114.96054,-29.52502833,2.01,0.95,11.94,5.49,20.28,1
"Legal","2.3.CHin1_14","2018-06-13","Cliff Head","Cliff Head Mid","-29.52502833114.96054",114.96054,-29.52502833,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_14","2018-06-13","Cliff Head","Cliff Head Mid","-29.52502833114.96054",114.96054,-29.52502833,2.01,0.95,11.94,5.49,20.28,1
"All","2.3.CHin1_15","2018-06-13","Cliff Head","Cliff Head Mid","-29.52731333114.9598817",114.9598817,-29.52731333,2.01,0.95,11.94,5.49,20.28,1
"Legal","2.3.CHin1_15","2018-06-13","Cliff Head","Cliff Head Mid","-29.52731333114.9598817",114.9598817,-29.52731333,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_15","2018-06-13","Cliff Head","Cliff Head Mid","-29.52731333114.9598817",114.9598817,-29.52731333,2.01,0.95,11.94,5.49,20.28,1
"All","2.3.CHin1_16","2018-06-13","Cliff Head","Cliff Head Mid","-29.52770667114.9600033",114.9600033,-29.52770667,2.01,0.95,11.94,5.49,20.28,0
"Legal","2.3.CHin1_16","2018-06-13","Cliff Head","Cliff Head Mid","-29.52770667114.9600033",114.9600033,-29.52770667,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_16","2018-06-13","Cliff Head","Cliff Head Mid","-29.52770667114.9600033",114.9600033,-29.52770667,2.01,0.95,11.94,5.49,20.28,0
"All","2.3.CHin1_17","2018-06-13","Cliff Head","Cliff Head Mid","-29.527965114.959655",114.959655,-29.527965,2.01,0.95,11.94,5.49,20.28,1
"Legal","2.3.CHin1_17","2018-06-13","Cliff Head","Cliff Head Mid","-29.527965114.959655",114.959655,-29.527965,2.01,0.95,11.94,5.49,20.28,1
"Sublegal","2.3.CHin1_17","2018-06-13","Cliff Head","Cliff Head Mid","-29.527965114.959655",114.959655,-29.527965,2.01,0.95,11.94,5.49,20.28,0
"All","2.3.CHin1_18","2018-06-13","Cliff Head","Cliff Head Mid","-29.52544667114.96042",114.96042,-29.52544667,2.01,0.95,11.94,5.49,20.28,2
"Legal","2.3.CHin1_18","2018-06-13","Cliff Head","Cliff Head Mid","-29.52544667114.96042",114.96042,-29.52544667,2.01,0.95,11.94,5.49,20.28,1
"Sublegal","2.3.CHin1_18","2018-06-13","Cliff Head","Cliff Head Mid","-29.52544667114.96042",114.96042,-29.52544667,2.01,0.95,11.94,5.49,20.28,1
"All","2.3.CHin1_20","2018-06-13","Cliff Head","Cliff Head Mid","-29.529655114.9593033",114.9593033,-29.529655,2.01,0.95,11.94,5.49,20.28,3
"Legal","2.3.CHin1_20","2018-06-13","Cliff Head","Cliff Head Mid","-29.529655114.9593033",114.9593033,-29.529655,2.01,0.95,11.94,5.49,20.28,0
"Sublegal","2.3.CHin1_20","2018-06-13","Cliff Head","Cliff Head Mid","-29.529655114.9593033",114.9593033,-29.529655,2.01,0.95,11.94,5.49,20.28,3
"All","2.3.CHout1_22","2018-06-13","Cliff Head","Cliff Head North","-29.48069333114.9622433",114.9622433,-29.48069333,2.01,0.95,11.94,5.49,20.24,0
"Legal","2.3.CHout1_22","2018-06-13","Cliff Head","Cliff Head North","-29.48069333114.9622433",114.9622433,-29.48069333,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout1_22","2018-06-13","Cliff Head","Cliff Head North","-29.48069333114.9622433",114.9622433,-29.48069333,2.01,0.95,11.94,5.49,20.24,0
"All","2.3.CHout1_23","2018-06-13","Cliff Head","Cliff Head North","-29.48134167114.9627467",114.9627467,-29.48134167,2.01,0.95,11.94,5.49,20.24,0
"Legal","2.3.CHout1_23","2018-06-13","Cliff Head","Cliff Head North","-29.48134167114.9627467",114.9627467,-29.48134167,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout1_23","2018-06-13","Cliff Head","Cliff Head North","-29.48134167114.9627467",114.9627467,-29.48134167,2.01,0.95,11.94,5.49,20.24,0
"All","2.3.CHout1_24","2018-06-13","Cliff Head","Cliff Head North","-29.48171667114.9630033",114.9630033,-29.48171667,2.01,0.95,11.94,5.49,20.24,5
"Legal","2.3.CHout1_24","2018-06-13","Cliff Head","Cliff Head North","-29.48171667114.9630033",114.9630033,-29.48171667,2.01,0.95,11.94,5.49,20.24,2
"Sublegal","2.3.CHout1_24","2018-06-13","Cliff Head","Cliff Head North","-29.48171667114.9630033",114.9630033,-29.48171667,2.01,0.95,11.94,5.49,20.24,3
"All","2.3.CHout1_25","2018-06-13","Cliff Head","Cliff Head North","-29.48233833114.9627883",114.9627883,-29.48233833,2.01,0.95,11.94,5.49,20.24,3
"Legal","2.3.CHout1_25","2018-06-13","Cliff Head","Cliff Head North","-29.48233833114.9627883",114.9627883,-29.48233833,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout1_25","2018-06-13","Cliff Head","Cliff Head North","-29.48233833114.9627883",114.9627883,-29.48233833,2.01,0.95,11.94,5.49,20.24,3
"All","2.3.CHout1_26","2018-06-13","Cliff Head","Cliff Head North","-29.48117833114.9619833",114.9619833,-29.48117833,2.01,0.95,11.94,5.49,20.24,1
"Legal","2.3.CHout1_26","2018-06-13","Cliff Head","Cliff Head North","-29.48117833114.9619833",114.9619833,-29.48117833,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout1_26","2018-06-13","Cliff Head","Cliff Head North","-29.48117833114.9619833",114.9619833,-29.48117833,2.01,0.95,11.94,5.49,20.24,1
"All","2.3.CHout2_21","2018-06-13","Cliff Head","Cliff Head North","-29.48114167114.9574233",114.9574233,-29.48114167,2.01,0.95,11.94,5.49,20.24,3
"Legal","2.3.CHout2_21","2018-06-13","Cliff Head","Cliff Head North","-29.48114167114.9574233",114.9574233,-29.48114167,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout2_21","2018-06-13","Cliff Head","Cliff Head North","-29.48114167114.9574233",114.9574233,-29.48114167,2.01,0.95,11.94,5.49,20.24,3
"All","2.3.CHout2_27","2018-06-13","Cliff Head","Cliff Head North","-29.4839114.9565133",114.9565133,-29.4839,2.01,0.95,11.94,5.49,20.24,1
"Legal","2.3.CHout2_27","2018-06-13","Cliff Head","Cliff Head North","-29.4839114.9565133",114.9565133,-29.4839,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout2_27","2018-06-13","Cliff Head","Cliff Head North","-29.4839114.9565133",114.9565133,-29.4839,2.01,0.95,11.94,5.49,20.24,1
"All","2.3.CHout2_28","2018-06-13","Cliff Head","Cliff Head North","-29.48063167114.9570117",114.9570117,-29.48063167,2.01,0.95,11.94,5.49,20.24,4
"Legal","2.3.CHout2_28","2018-06-13","Cliff Head","Cliff Head North","-29.48063167114.9570117",114.9570117,-29.48063167,2.01,0.95,11.94,5.49,20.24,1
"Sublegal","2.3.CHout2_28","2018-06-13","Cliff Head","Cliff Head North","-29.48063167114.9570117",114.9570117,-29.48063167,2.01,0.95,11.94,5.49,20.24,3
"All","2.3.CHout2_29","2018-06-13","Cliff Head","Cliff Head North","-29.483025114.9568783",114.9568783,-29.483025,2.01,0.95,11.94,5.49,20.24,2
"Legal","2.3.CHout2_29","2018-06-13","Cliff Head","Cliff Head North","-29.483025114.9568783",114.9568783,-29.483025,2.01,0.95,11.94,5.49,20.24,1
"Sublegal","2.3.CHout2_29","2018-06-13","Cliff Head","Cliff Head North","-29.483025114.9568783",114.9568783,-29.483025,2.01,0.95,11.94,5.49,20.24,1
"All","2.3.CHout2_30","2018-06-13","Cliff Head","Cliff Head North","-29.482155114.9571217",114.9571217,-29.482155,2.01,0.95,11.94,5.49,20.24,0
"Legal","2.3.CHout2_30","2018-06-13","Cliff Head","Cliff Head North","-29.482155114.9571217",114.9571217,-29.482155,2.01,0.95,11.94,5.49,20.24,0
"Sublegal","2.3.CHout2_30","2018-06-13","Cliff Head","Cliff Head North","-29.482155114.9571217",114.9571217,-29.482155,2.01,0.95,11.94,5.49,20.24,0
"All","2.3.CHout2_31","2018-06-13","Cliff Head","Cliff Head North","-29.48166833114.9570083",114.9570083,-29.48166833,2.01,0.95,11.94,5.49,20.24,1
