RecordCounter,HeaderID,VTAGNO,REC,POT_NO,POT_TYPE_ID,DAY_PULL,CLENGTH,SEX,COLOUR,SETOSE,OLD_ANT,OLD_LEGS,NEW_ANT,NEW_LEGS,REG_ANT,REG_LEGS,REMARKS,Pot.Remarks,PWO,WKW,PWF,y,m,d,Longitude,Latitude
999246,15024,V190298,1,12,8,1,52.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,24,114.887817,-29.171072
999247,15024,V190300,1,12,8,1,62.20000076,F,R,NA,NA,NA,NA,1,NA,NA,PLEO #1 #2 #4,,,,,2018,5,24,114.887817,-29.171072
999248,15024,V190514,1,12,8,1,45.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,5,24,114.887817,-29.171072
999249,15024,V190545,1,12,8,1,51.20000076,M,R,NA,NA,1,NA,NA,NA,NA,PLEO #1 #2 #4,,,,,2018,5,24,114.887817,-29.171072
999250,15024,V192057,NA,12,8,1,44.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999251,15024,V192058,NA,12,8,1,52.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M TS,,,,,2018,5,24,114.887817,-29.171072
999252,15024,V192059,NA,12,8,1,65.80000305,F,R,NA,NA,NA,NA,2,NA,NA,PLEO #1M,,,,,2018,5,24,114.887817,-29.171072
999253,15024,V192060,NA,12,8,1,81.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999254,15024,V192061,NA,12,8,1,54.5,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999255,15024,V190674,1,12,8,1,64.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,24,114.887817,-29.171072
999256,15024,V192062,NA,12,8,1,56.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,24,114.887817,-29.171072
999257,15024,V192063,NA,12,8,1,58.5,F,R,NA,NA,NA,NA,3,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999258,15024,V190900,1,12,8,1,52.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #4,,,,,2018,5,24,114.887817,-29.171072
999259,15024,V190299,1,12,8,1,50.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2M,,,,,2018,5,24,114.887817,-29.171072
999260,15024,V192064,NA,12,8,1,44.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999261,15024,V190522,1,12,8,1,45.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,24,114.887817,-29.171072
999262,15024,V190288,1,12,8,1,57.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,24,114.887817,-29.171072
999263,15024,V192065,NA,12,8,1,49.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,24,114.887817,-29.171072
999264,15099,V190305,1,1,8,1,63,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999265,15099,V190493,1,1,8,1,71.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999266,15099,V190379,1,1,8,1,70.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #2 #3,,,,,2018,5,23,114.887817,-29.171072
999267,15099,V190541,1,1,8,1,65.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999268,15099,V190902,NA,1,8,1,77,M,R,NA,NA,NA,NA,NA,NA,NA,K100,,,,,2018,5,23,114.887817,-29.171072
999269,15099,V190905,NA,1,8,1,49.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,K100,,,,,2018,5,23,114.887817,-29.171072
999270,15099,V177935,1,1,8,1,54.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3 K100,,,,,2018,5,23,114.887817,-29.171072
999271,15099,V190906,NA,1,8,1,51,F,R,NA,NA,NA,NA,NA,NA,NA,K100,,,,,2018,5,23,114.887817,-29.171072
999272,15099,V190907,NA,1,8,1,47.20000076,M,R,NA,NA,NA,1,NA,NA,NA,K100,,,,,2018,5,23,114.887817,-29.171072
999273,15099,V190489,1,1,8,1,55.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M K100,,,,,2018,5,23,114.887817,-29.171072
999274,15099,V178727,1,1,8,1,56.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3 K100,,,,,2018,5,23,114.887817,-29.171072
999275,15099,V190908,NA,1,8,1,51.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,K100,,,,,2018,5,23,114.887817,-29.171072
999276,15099,V190909,NA,1,8,1,61.5,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #1M #TS #2M,,,,,2018,5,23,114.887817,-29.171072
999277,15099,V190400,1,1,8,1,57.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,K100 PLEO #1M #2,,,,,2018,5,23,114.887817,-29.171072
999278,15099,V190582,1,1,8,1,49.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M #3,,,,,2018,5,23,114.887817,-29.171072
999279,15099,V190910,NA,1,8,1,52.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999280,15099,V190911,NA,2,8,1,76.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999281,15099,V190529,1,2,8,1,82.30000305,M,R,NA,NA,2,NA,1,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999282,15099,V177910,1,2,8,1,69.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999283,15099,V190912,NA,2,8,1,61.79999924,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999284,15099,V190913,NA,2,8,1,67.80000305,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999285,15099,V190914,NA,2,8,1,61.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999286,15099,V190915,NA,2,8,1,47.29999924,M,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999287,15099,V190955,1,2,8,1,47.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999288,15099,V190916,NA,2,8,1,46.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999289,15099,V177926,1,2,8,1,57.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3M,,,,,2018,5,23,114.887817,-29.171072
999290,15099,V177920,1,2,8,1,65.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999291,15099,V190921,NA,2,8,1,53.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999292,15099,V190922,NA,2,8,1,49.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999293,15099,V190497,1,2,8,1,53.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999294,15099,V177907,1,2,8,1,45.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999295,15099,V177919,1,2,8,1,56,F,R,NA,NA,1,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999296,15099,V190923,NA,2,8,1,48.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999297,15099,V190961,1,2,8,1,65.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999298,15099,V190924,NA,2,8,1,48.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999299,15099,V190949,NA,2,8,1,55.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999300,15099,V190948,NA,2,8,1,49.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999301,15099,V190947,NA,2,8,1,54.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999302,15099,V190946,NA,2,8,1,47.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999303,15099,V190676,1,2,8,1,44.90000153,M,R,NA,NA,NA,NA,1,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999304,15099,V190945,NA,2,8,1,45.40000153,F,R,NA,NA,NA,1,2,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999305,15099,V177924,1,3,8,1,67.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3M,,,,,2018,5,23,114.887817,-29.171072
999306,15099,V190480,1,3,8,1,57.79999924,M,R,NA,NA,NA,NA,1,NA,1,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999307,15099,V190944,NA,3,8,1,48.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999308,15099,V190943,NA,3,8,1,50.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999309,15099,V190942,NA,3,8,1,55.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999310,15099,V190941,NA,3,8,1,49,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999311,15099,V190940,NA,3,8,1,53.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999312,15099,V190939,NA,3,8,1,49.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999313,15099,V190655,1,3,8,1,60.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999314,15099,V190938,NA,3,8,1,47.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999315,15099,V190937,NA,3,8,1,47.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999317,15099,V190936,NA,3,8,1,48.5,F,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999318,15099,V190935,NA,3,8,1,45.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999319,15099,V190934,NA,4,8,1,64.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999320,15099,V190310,1,4,8,1,58.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2 #3,,,,,2018,5,23,114.887817,-29.171072
999321,15099,V190531,1,4,8,1,59.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999322,15099,V190933,NA,4,8,1,76.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999323,15099,V190716,1,4,8,1,49.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999324,15099,V190277,1,4,8,1,66,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999325,15099,V190932,NA,4,8,1,50.40000153,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999326,15099,V190308,1,4,8,1,66.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999327,15099,V190931,NA,4,8,1,69.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999328,15099,V190930,NA,4,8,1,52.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999329,15099,V190929,NA,4,8,1,50.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999330,15099,V190355,1,4,8,1,47.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999331,15099,V190525,1,4,8,1,52.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999332,15099,V190928,NA,4,8,1,52.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999333,15099,V190357,1,4,8,1,48.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2M,,,,,2018,5,23,114.887817,-29.171072
999334,15099,V177944,1,4,8,1,44.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999335,15099,V190851,NA,4,8,1,65.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999336,15099,V190852,NA,4,8,1,44,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999337,15099,V177915,1,4,8,1,55.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999338,15099,V190853,NA,4,8,1,56.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999339,15099,V190854,NA,4,8,1,56.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999340,15099,V190855,NA,5,8,1,66.30000305,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999341,15099,V190856,NA,5,8,1,66.30000305,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999342,15099,V177882,1,5,8,1,59.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999343,15099,V190857,NA,5,8,1,67.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999344,15099,V190858,NA,5,8,1,66.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999345,15099,V190859,NA,5,8,1,65.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999346,15099,V190860,NA,5,8,1,62.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999347,15099,V190861,NA,5,8,1,50.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999348,15099,V190900,NA,5,8,1,52.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999349,15099,V190899,NA,5,8,1,62.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999350,15099,V190897,NA,5,8,1,41.09999847,M,R,NA,NA,3,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999351,15099,V190895,NA,5,8,1,40.5,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999352,15099,V190545,1,5,8,1,52,M,R,NA,NA,1,NA,NA,1,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999353,15099,V190300,1,5,8,1,61.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999354,15099,V190894,NA,5,8,1,59.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999355,15099,V190015,1,5,8,1,63.70000076,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999356,15099,V190892,NA,5,8,1,47.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999357,15099,V190891,NA,5,8,1,50.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999358,15099,V190890,NA,5,8,1,55.79999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999359,15099,V190889,NA,5,8,1,66.09999847,M,R,NA,NA,NA,NA,1,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999360,15099,V190888,NA,5,8,1,70.90000153,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999361,15099,V190887,NA,5,8,1,52.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999362,15099,V190282,1,6,8,1,68,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999363,15099,V190157,1,6,8,1,72.5,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999364,15099,V190886,NA,6,8,1,64.30000305,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999365,15099,V190885,NA,6,8,1,46.5,F,R,NA,NA,NA,1,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999366,15099,V190009,1,6,8,1,72.59999847,M,R,NA,NA,NA,NA,1,1,NA,PLEO #1 #2 #3,,,,,2018,5,23,114.887817,-29.171072
999367,15099,V190884,NA,6,8,1,65.80000305,M,R,NA,NA,NA,NA,3,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999368,15099,V190883,NA,6,8,1,56.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999369,15099,V190323,1,6,8,1,44.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999370,15099,V190882,NA,6,8,1,60.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999371,15099,V190881,NA,6,8,1,73.80000305,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999372,15099,V190301,1,6,8,1,48.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2 #3,,,,,2018,5,23,114.887817,-29.171072
999373,15099,V190347,1,6,8,1,48,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2 #3,,,,,2018,5,23,114.887817,-29.171072
999374,15099,V190880,NA,6,8,1,71,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3 TS,,,,,2018,5,23,114.887817,-29.171072
999375,15099,V190879,NA,6,8,1,49.40000153,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999376,15099,V190878,NA,6,8,1,56.59999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999377,15099,V190877,NA,6,8,1,45.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999378,15099,V190332,1,6,8,1,61.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2 #3,,,,,2018,5,23,114.887817,-29.171072
999379,15099,V177796,1,7,8,1,55.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M #3,,,,,2018,5,23,114.887817,-29.171072
999380,15099,V190448,1,7,8,1,48.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999381,15099,V190414,1,7,8,1,57.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999382,15099,V190427,1,8,8,1,58.40000153,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999383,15099,V190442,1,8,8,1,52.90000153,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999384,15099,V177939,1,8,8,1,47.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999385,15099,V190773,1,8,8,1,58.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2,,,,,2018,5,23,114.887817,-29.171072
999386,15099,V190612,1,9,8,1,61.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2 #3,,,,,2018,5,23,114.887817,-29.171072
999387,15099,V190876,NA,9,8,1,68.19999695,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999388,15099,V190443,1,9,8,1,45.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999389,15099,V190875,NA,9,8,1,48.20000076,F,R,NA,NA,1,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999390,15099,V190440,1,9,8,1,63.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999391,15099,V190726,1,9,8,1,60.59999847,F,R,NA,NA,NA,NA,NA,NA,3,PLEO #2 #3,,,,,2018,5,23,114.887817,-29.171072
999392,15099,V190446,1,9,8,1,42.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999393,15099,V190762,1,9,8,1,48.70000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999394,15099,V190264,1,9,8,1,57.5,F,R,NA,1,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999395,15099,V190874,NA,10,8,1,56.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999396,15099,V190873,NA,10,8,1,45.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999397,15099,V190872,NA,10,8,1,62.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999398,15099,V190425,1,10,8,1,67,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999399,15099,V190470,1,10,8,1,50.5,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999400,15099,V190871,NA,10,8,1,53.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999401,15099,V190870,NA,10,8,1,64.69999695,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999402,15099,V190262,1,11,8,1,59,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2 #3,,1,,,2018,5,23,114.887817,-29.171072
999403,15099,V177790,1,11,8,1,58.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2M,,,,,2018,5,23,114.887817,-29.171072
999404,15099,V178735,NA,11,8,1,60.59999847,M,R,NA,NA,NA,NA,2,NA,NA,PLEO #2 #3,,,,,2018,5,23,114.887817,-29.171072
999405,15099,V190225,1,11,8,1,57,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2,,,,,2018,5,23,114.887817,-29.171072
999406,15099,V190768,1,11,8,1,48.20000076,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #2M,,,,,2018,5,23,114.887817,-29.171072
999407,15099,V190869,NA,11,8,1,61.20000076,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999408,15099,V190867,NA,11,8,1,39.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999409,15099,V190794,1,11,8,1,44.09999847,M,R,NA,NA,NA,NA,2,NA,NA,PLEO #1M #2M,,,,,2018,5,23,114.887817,-29.171072
999410,15099,V190462,1,11,8,1,54,F,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #2 #3,,,,,2018,5,23,114.887817,-29.171072
999411,15099,V190866,NA,11,8,1,41.79999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999412,15099,V190258,1,12,8,1,71.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999413,15099,V190865,NA,12,8,1,58.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999414,15099,V190863,NA,12,8,1,62.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999415,15099,V190862,NA,12,8,1,58.5,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999416,15099,V192001,NA,12,8,1,51.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999417,15099,V178744,1,12,8,1,67.5,M,R,NA,NA,2,NA,3,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999418,15099,V190953,1,12,8,1,64.69999695,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #3,,,,,2018,5,23,114.887817,-29.171072
999419,15099,V177791,1,12,8,1,56,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999420,15099,V192002,NA,12,8,1,53.29999924,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
999421,15099,V178733,1,12,8,1,58.29999924,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1 #3,,,,,2018,5,23,114.887817,-29.171072
999422,15099,V190421,1,12,8,1,50.59999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1,,,,,2018,5,23,114.887817,-29.171072
999423,15099,V177773,1,12,8,1,51.59999847,M,R,NA,NA,NA,NA,NA,NA,1,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999424,15099,V190240,1,12,8,1,63.09999847,M,R,NA,NA,NA,NA,NA,NA,NA,PLEO #1M,,,,,2018,5,23,114.887817,-29.171072
999425,15099,V192003,NA,12,8,1,51.09999847,F,R,NA,NA,NA,NA,NA,NA,NA,NA,,,,,2018,5,23,114.887817,-29.171072
