"","Date","SiteNo","Long","Lat"
"49",2018-05-08,"-29.484145114.9557083",114.9557083,-29.484145
"50",2018-05-08,"-29.484145114.9557083",114.9557083,-29.484145
"51",2018-05-08,"-29.484145114.9557083",114.9557083,-29.484145
"52",2018-05-08,"-29.484515114.955625",114.955625,-29.484515
"53",2018-05-08,"-29.484515114.955625",114.955625,-29.484515
"54",2018-05-08,"-29.484515114.955625",114.955625,-29.484515
"55",2018-05-08,"-29.48466167114.9556467",114.9556467,-29.48466167
"56",2018-05-08,"-29.48466167114.9556467",114.9556467,-29.48466167
"57",2018-05-08,"-29.48466167114.9556467",114.9556467,-29.48466167
"58",2018-05-08,"-29.48516167114.955805",114.955805,-29.48516167
"59",2018-05-08,"-29.48516167114.955805",114.955805,-29.48516167
"60",2018-05-08,"-29.48516167114.955805",114.955805,-29.48516167
"61",2018-05-08,"-29.48544167114.9558567",114.9558567,-29.48544167
"62",2018-05-08,"-29.48544167114.9558567",114.9558567,-29.48544167
"63",2018-05-08,"-29.48544167114.9558567",114.9558567,-29.48544167
"64",2018-05-08,"-29.483475114.9586917",114.9586917,-29.483475
"65",2018-05-08,"-29.483475114.9586917",114.9586917,-29.483475
"66",2018-05-08,"-29.483475114.9586917",114.9586917,-29.483475
"67",2018-05-08,"-29.48243167114.9590817",114.9590817,-29.48243167
"68",2018-05-08,"-29.48243167114.9590817",114.9590817,-29.48243167
"69",2018-05-08,"-29.48243167114.9590817",114.9590817,-29.48243167
"70",2018-05-08,"-29.48155114.9573567",114.9573567,-29.48155
"71",2018-05-08,"-29.48155114.9573567",114.9573567,-29.48155
"72",2018-05-08,"-29.48155114.9573567",114.9573567,-29.48155
"73",2018-05-08,"-29.48056833114.9574",114.9574,-29.48056833
"74",2018-05-08,"-29.48056833114.9574",114.9574,-29.48056833
"75",2018-05-08,"-29.48056833114.9574",114.9574,-29.48056833
"76",2018-05-08,"-29.41449114.905485",114.905485,-29.41449
"77",2018-05-08,"-29.41449114.905485",114.905485,-29.41449
"78",2018-05-08,"-29.41449114.905485",114.905485,-29.41449
"79",2018-05-08,"-29.41642167114.9041683",114.9041683,-29.41642167
"80",2018-05-08,"-29.41642167114.9041683",114.9041683,-29.41642167
"81",2018-05-08,"-29.41642167114.9041683",114.9041683,-29.41642167
"82",2018-05-08,"-29.41985667114.8975467",114.8975467,-29.41985667
"83",2018-05-08,"-29.41985667114.8975467",114.8975467,-29.41985667
"84",2018-05-08,"-29.41985667114.8975467",114.8975467,-29.41985667
"85",2018-05-08,"-29.42218333114.895545",114.895545,-29.42218333
"86",2018-05-08,"-29.42218333114.895545",114.895545,-29.42218333
"87",2018-05-08,"-29.42218333114.895545",114.895545,-29.42218333
"88",2018-05-08,"-29.42608114.8962333",114.8962333,-29.42608
"89",2018-05-08,"-29.42608114.8962333",114.8962333,-29.42608
"90",2018-05-08,"-29.42608114.8962333",114.8962333,-29.42608
"91",2018-05-08,"-29.48539333114.9202783",114.9202783,-29.48539333
"92",2018-05-08,"-29.48539333114.9202783",114.9202783,-29.48539333
"93",2018-05-08,"-29.48539333114.9202783",114.9202783,-29.48539333
"94",2018-05-08,"-29.48664833114.92082",114.92082,-29.48664833
"95",2018-05-08,"-29.48664833114.92082",114.92082,-29.48664833
"96",2018-05-08,"-29.48664833114.92082",114.92082,-29.48664833
"97",2018-05-08,"-29.48389509114.9199618",114.9199618,-29.48389509
"98",2018-05-08,"-29.48389509114.9199618",114.9199618,-29.48389509
"99",2018-05-08,"-29.48389509114.9199618",114.9199618,-29.48389509
"100",2018-05-08,"-29.48786114.9188633",114.9188633,-29.48786
"101",2018-05-08,"-29.48786114.9188633",114.9188633,-29.48786
"102",2018-05-08,"-29.48786114.9188633",114.9188633,-29.48786
"103",2018-05-08,"-29.48974167114.9201967",114.9201967,-29.48974167
"104",2018-05-08,"-29.48974167114.9201967",114.9201967,-29.48974167
"105",2018-05-08,"-29.48974167114.9201967",114.9201967,-29.48974167
"106",2018-05-08,"-29.21342114.887305",114.887305,-29.21342
"107",2018-05-08,"-29.21342114.887305",114.887305,-29.21342
"108",2018-05-08,"-29.21342114.887305",114.887305,-29.21342
"109",2018-05-08,"-29.2145563114.8874305",114.8874305,-29.2145563
"110",2018-05-08,"-29.2145563114.8874305",114.8874305,-29.2145563
"111",2018-05-08,"-29.2145563114.8874305",114.8874305,-29.2145563
"112",2018-05-08,"-29.216695114.8875617",114.8875617,-29.216695
"113",2018-05-08,"-29.216695114.8875617",114.8875617,-29.216695
"114",2018-05-08,"-29.216695114.8875617",114.8875617,-29.216695
"115",2018-05-08,"-29.21595152114.8878359",114.8878359,-29.21595152
"116",2018-05-08,"-29.21595152114.8878359",114.8878359,-29.21595152
"117",2018-05-08,"-29.21595152114.8878359",114.8878359,-29.21595152
"118",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"119",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"120",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"121",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"122",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"123",2018-05-08,"-29.21709667114.8877917",114.8877917,-29.21709667
"124",2018-05-08,"-29.21843167114.8881917",114.8881917,-29.21843167
"125",2018-05-08,"-29.21843167114.8881917",114.8881917,-29.21843167
"126",2018-05-08,"-29.21843167114.8881917",114.8881917,-29.21843167
"127",2018-05-08,"-29.21943114.8891633",114.8891633,-29.21943
"128",2018-05-08,"-29.21943114.8891633",114.8891633,-29.21943
"129",2018-05-08,"-29.21943114.8891633",114.8891633,-29.21943
"130",2018-05-08,"-29.22016333114.889825",114.889825,-29.22016333
"131",2018-05-08,"-29.22016333114.889825",114.889825,-29.22016333
"132",2018-05-08,"-29.22016333114.889825",114.889825,-29.22016333
"133",2018-05-09,"-29.53732667114.952635",114.952635,-29.53732667
"134",2018-05-09,"-29.53732667114.952635",114.952635,-29.53732667
"135",2018-05-09,"-29.53732667114.952635",114.952635,-29.53732667
"136",2018-05-09,"-29.53640167114.95861",114.95861,-29.53640167
"137",2018-05-09,"-29.53640167114.95861",114.95861,-29.53640167
"138",2018-05-09,"-29.53640167114.95861",114.95861,-29.53640167
"139",2018-05-09,"-29.53827333114.952565",114.952565,-29.53827333
"140",2018-05-09,"-29.53827333114.952565",114.952565,-29.53827333
"141",2018-05-09,"-29.53827333114.952565",114.952565,-29.53827333
"142",2018-05-09,"-29.53918167114.9518767",114.9518767,-29.53918167
"143",2018-05-09,"-29.53918167114.9518767",114.9518767,-29.53918167
"144",2018-05-09,"-29.53918167114.9518767",114.9518767,-29.53918167
"145",2018-05-09,"-29.539555114.95141",114.95141,-29.539555
"146",2018-05-09,"-29.539555114.95141",114.95141,-29.539555
"147",2018-05-09,"-29.539555114.95141",114.95141,-29.539555
"148",2018-05-09,"-29.53861833114.9517733",114.9517733,-29.53861833
"149",2018-05-09,"-29.53861833114.9517733",114.9517733,-29.53861833
"150",2018-05-09,"-29.53861833114.9517733",114.9517733,-29.53861833
"151",2018-05-09,"-29.53613333114.9586667",114.9586667,-29.53613333
"152",2018-05-09,"-29.53613333114.9586667",114.9586667,-29.53613333
"153",2018-05-09,"-29.53613333114.9586667",114.9586667,-29.53613333
"154",2018-05-09,"-29.536135114.9589317",114.9589317,-29.536135
"155",2018-05-09,"-29.536135114.9589317",114.9589317,-29.536135
"156",2018-05-09,"-29.536135114.9589317",114.9589317,-29.536135
"157",2018-05-09,"-29.53578333114.9586233",114.9586233,-29.53578333
"158",2018-05-09,"-29.53578333114.9586233",114.9586233,-29.53578333
"159",2018-05-09,"-29.53578333114.9586233",114.9586233,-29.53578333
"160",2018-05-09,"-29.54255667114.9542083",114.9542083,-29.54255667
"161",2018-05-09,"-29.54255667114.9542083",114.9542083,-29.54255667
"162",2018-05-09,"-29.54255667114.9542083",114.9542083,-29.54255667
"163",2018-05-09,"-29.535765114.95819",114.95819,-29.535765
"164",2018-05-09,"-29.535765114.95819",114.95819,-29.535765
"165",2018-05-09,"-29.535765114.95819",114.95819,-29.535765
"166",2018-05-09,"-29.54230167114.9545183",114.9545183,-29.54230167
"167",2018-05-09,"-29.54230167114.9545183",114.9545183,-29.54230167
"168",2018-05-09,"-29.54230167114.9545183",114.9545183,-29.54230167
"169",2018-05-09,"-29.541984114.9546315",114.9546315,-29.541984
"170",2018-05-09,"-29.541984114.9546315",114.9546315,-29.541984
"171",2018-05-09,"-29.541984114.9546315",114.9546315,-29.541984
"172",2018-05-09,"-29.541315114.95428",114.95428,-29.541315
"173",2018-05-09,"-29.541315114.95428",114.95428,-29.541315
"174",2018-05-09,"-29.541315114.95428",114.95428,-29.541315
"175",2018-05-09,"-29.54058667114.957005",114.957005,-29.54058667
"176",2018-05-09,"-29.54058667114.957005",114.957005,-29.54058667
"177",2018-05-09,"-29.54058667114.957005",114.957005,-29.54058667
"178",2018-05-09,"-29.48235167114.959505",114.959505,-29.48235167
"179",2018-05-09,"-29.48235167114.959505",114.959505,-29.48235167
"180",2018-05-09,"-29.48235167114.959505",114.959505,-29.48235167
"181",2018-05-09,"-29.48233535114.9592736",114.9592736,-29.48233535
"182",2018-05-09,"-29.48233535114.9592736",114.9592736,-29.48233535
"183",2018-05-09,"-29.48233535114.9592736",114.9592736,-29.48233535
"184",2018-05-09,"-29.48269887114.959264",114.959264,-29.48269887
"185",2018-05-09,"-29.48269887114.959264",114.959264,-29.48269887
"186",2018-05-09,"-29.48269887114.959264",114.959264,-29.48269887
"187",2018-05-09,"-29.47833951114.9591092",114.9591092,-29.47833951
"188",2018-05-09,"-29.47833951114.9591092",114.9591092,-29.47833951
"189",2018-05-09,"-29.47833951114.9591092",114.9591092,-29.47833951
"190",2018-05-09,"-29.47792667114.9594917",114.9594917,-29.47792667
"191",2018-05-09,"-29.47792667114.9594917",114.9594917,-29.47792667
"192",2018-05-09,"-29.47792667114.9594917",114.9594917,-29.47792667
"193",2018-05-09,"-29.47767821114.9591974",114.9591974,-29.47767821
"194",2018-05-09,"-29.47767821114.9591974",114.9591974,-29.47767821
"195",2018-05-09,"-29.47767821114.9591974",114.9591974,-29.47767821
"196",2018-05-09,"-29.47762114.95965",114.95965,-29.47762
"197",2018-05-09,"-29.47762114.95965",114.95965,-29.47762
"198",2018-05-09,"-29.47762114.95965",114.95965,-29.47762
"199",2018-05-09,"-29.48259167114.9589283",114.9589283,-29.48259167
"200",2018-05-09,"-29.48259167114.9589283",114.9589283,-29.48259167
"201",2018-05-09,"-29.48259167114.9589283",114.9589283,-29.48259167
"202",2018-05-09,"-29.48339833114.958065",114.958065,-29.48339833
"203",2018-05-09,"-29.48339833114.958065",114.958065,-29.48339833
"204",2018-05-09,"-29.48339833114.958065",114.958065,-29.48339833
"205",2018-05-09,"-29.48388167114.95817",114.95817,-29.48388167
"206",2018-05-09,"-29.48388167114.95817",114.95817,-29.48388167
"207",2018-05-09,"-29.48388167114.95817",114.95817,-29.48388167
"208",2018-05-09,"-29.422275114.8950433",114.8950433,-29.422275
"209",2018-05-09,"-29.422275114.8950433",114.8950433,-29.422275
"210",2018-05-09,"-29.422275114.8950433",114.8950433,-29.422275
"211",2018-05-09,"-29.42109167114.8951633",114.8951633,-29.42109167
"212",2018-05-09,"-29.42109167114.8951633",114.8951633,-29.42109167
"213",2018-05-09,"-29.42109167114.8951633",114.8951633,-29.42109167
"214",2018-05-09,"-29.41871114.8968133",114.8968133,-29.41871
"215",2018-05-09,"-29.41871114.8968133",114.8968133,-29.41871
"216",2018-05-09,"-29.41871114.8968133",114.8968133,-29.41871
"217",2018-05-09,"-29.42045114.8974733",114.8974733,-29.42045
"218",2018-05-09,"-29.42045114.8974733",114.8974733,-29.42045
"219",2018-05-09,"-29.42045114.8974733",114.8974733,-29.42045
"220",2018-05-09,"-29.42264667114.8976733",114.8976733,-29.42264667
"221",2018-05-09,"-29.42264667114.8976733",114.8976733,-29.42264667
"222",2018-05-09,"-29.42264667114.8976733",114.8976733,-29.42264667
"223",2018-05-09,"-29.45972114.9200133",114.9200133,-29.45972
"224",2018-05-09,"-29.45972114.9200133",114.9200133,-29.45972
"225",2018-05-09,"-29.45972114.9200133",114.9200133,-29.45972
"226",2018-05-09,"-29.459085114.9212717",114.9212717,-29.459085
"227",2018-05-09,"-29.459085114.9212717",114.9212717,-29.459085
"228",2018-05-09,"-29.459085114.9212717",114.9212717,-29.459085
"229",2018-05-09,"-29.45856833114.9213767",114.9213767,-29.45856833
"230",2018-05-09,"-29.45856833114.9213767",114.9213767,-29.45856833
"231",2018-05-09,"-29.45856833114.9213767",114.9213767,-29.45856833
"232",2018-05-09,"-29.4581114.9221567",114.9221567,-29.4581
"233",2018-05-09,"-29.4581114.9221567",114.9221567,-29.4581
"234",2018-05-09,"-29.4581114.9221567",114.9221567,-29.4581
"235",2018-05-09,"-29.45814167114.921565",114.921565,-29.45814167
"236",2018-05-09,"-29.45814167114.921565",114.921565,-29.45814167
"237",2018-05-09,"-29.45814167114.921565",114.921565,-29.45814167
"238",2018-05-09,"-29.22117218114.8900862",114.8900862,-29.22117218
"239",2018-05-09,"-29.22117218114.8900862",114.8900862,-29.22117218
"240",2018-05-09,"-29.22117218114.8900862",114.8900862,-29.22117218
"241",2018-05-09,"-29.22019114.88938",114.88938,-29.22019
"242",2018-05-09,"-29.22019114.88938",114.88938,-29.22019
"243",2018-05-09,"-29.22019114.88938",114.88938,-29.22019
"244",2018-05-09,"-29.21938833114.889235",114.889235,-29.21938833
"245",2018-05-09,"-29.21938833114.889235",114.889235,-29.21938833
"246",2018-05-09,"-29.21938833114.889235",114.889235,-29.21938833
"247",2018-05-09,"-29.21844167114.888355",114.888355,-29.21844167
"248",2018-05-09,"-29.21844167114.888355",114.888355,-29.21844167
"249",2018-05-09,"-29.21844167114.888355",114.888355,-29.21844167
"250",2018-05-09,"-29.21767114.8884933",114.8884933,-29.21767
"251",2018-05-09,"-29.21767114.8884933",114.8884933,-29.21767
"252",2018-05-09,"-29.21767114.8884933",114.8884933,-29.21767
"253",2018-05-09,"-29.21713114.8878783",114.8878783,-29.21713
"254",2018-05-09,"-29.21713114.8878783",114.8878783,-29.21713
"255",2018-05-09,"-29.21713114.8878783",114.8878783,-29.21713
"256",2018-05-09,"-29.21659167114.8877733",114.8877733,-29.21659167
"257",2018-05-09,"-29.21659167114.8877733",114.8877733,-29.21659167
"258",2018-05-09,"-29.21659167114.8877733",114.8877733,-29.21659167
"259",2018-05-09,"-29.21598667114.88795",114.88795,-29.21598667
"260",2018-05-09,"-29.21598667114.88795",114.88795,-29.21598667
"261",2018-05-09,"-29.21598667114.88795",114.88795,-29.21598667
"262",2018-05-09,"-29.215525114.888185",114.888185,-29.215525
"263",2018-05-09,"-29.215525114.888185",114.888185,-29.215525
"264",2018-05-09,"-29.215525114.888185",114.888185,-29.215525
"265",2018-05-09,"-29.21334167114.8873317",114.8873317,-29.21334167
"266",2018-05-09,"-29.21334167114.8873317",114.8873317,-29.21334167
"267",2018-05-09,"-29.21334167114.8873317",114.8873317,-29.21334167
"268",2018-11-07,"-29.171072114.887817",114.887817,-29.171072
"269",2018-11-07,"-29.171072114.887817",114.887817,-29.171072
"270",2018-11-07,"-29.171072114.887817",114.887817,-29.171072
"271",2018-11-08,"-29.171072114.887817",114.887817,-29.171072
"272",2018-11-08,"-29.171072114.887817",114.887817,-29.171072
"273",2018-11-08,"-29.171072114.887817",114.887817,-29.171072
"274",2018-05-23,"-29.171072114.887817",114.887817,-29.171072
"275",2018-05-23,"-29.171072114.887817",114.887817,-29.171072
"276",2018-05-23,"-29.171072114.887817",114.887817,-29.171072
"277",2018-05-24,"-29.171072114.887817",114.887817,-29.171072
"278",2018-05-24,"-29.171072114.887817",114.887817,-29.171072
"279",2018-05-24,"-29.171072114.887817",114.887817,-29.171072
"280",2018-06-13,"-29.171072114.887817",114.887817,-29.171072
"281",2018-06-13,"-29.171072114.887817",114.887817,-29.171072
"282",2018-06-13,"-29.171072114.887817",114.887817,-29.171072
"283",2018-06-14,"-29.171072114.887817",114.887817,-29.171072
"284",2018-06-14,"-29.171072114.887817",114.887817,-29.171072
"285",2018-06-14,"-29.171072114.887817",114.887817,-29.171072
"286",2018-07-31,"-29.171072114.887817",114.887817,-29.171072
"287",2018-07-31,"-29.171072114.887817",114.887817,-29.171072
"288",2018-07-31,"-29.171072114.887817",114.887817,-29.171072
"289",2017-11-27,"-29.17279114.87821",114.87821,-29.17279
"290",2017-11-27,"-29.17279114.87821",114.87821,-29.17279
"291",2017-11-27,"-29.17279114.87821",114.87821,-29.17279
"292",2017-11-27,"-29.17656114.87962",114.87962,-29.17656
"293",2017-11-27,"-29.17656114.87962",114.87962,-29.17656
"294",2017-11-27,"-29.17656114.87962",114.87962,-29.17656
"295",2017-11-27,"-29.17673114.87984",114.87984,-29.17673
"296",2017-11-27,"-29.17673114.87984",114.87984,-29.17673
"297",2017-11-27,"-29.17673114.87984",114.87984,-29.17673
"298",2017-11-27,"-29.17729114.88056",114.88056,-29.17729
"299",2017-11-27,"-29.17729114.88056",114.88056,-29.17729
"300",2017-11-27,"-29.17729114.88056",114.88056,-29.17729
"301",2017-11-27,"-29.17832114.88096",114.88096,-29.17832
"302",2017-11-27,"-29.17832114.88096",114.88096,-29.17832
"303",2017-11-27,"-29.17832114.88096",114.88096,-29.17832
"304",2017-11-27,"-29.17896114.881",114.881,-29.17896
"305",2017-11-27,"-29.17896114.881",114.881,-29.17896
"306",2017-11-27,"-29.17896114.881",114.881,-29.17896
"307",2017-11-27,"-29.18059114.88195",114.88195,-29.18059
"308",2017-11-27,"-29.18059114.88195",114.88195,-29.18059
"309",2017-11-27,"-29.18059114.88195",114.88195,-29.18059
"310",2017-11-27,"-29.17392114.87873",114.87873,-29.17392
"311",2017-11-27,"-29.17392114.87873",114.87873,-29.17392
"312",2017-11-27,"-29.17392114.87873",114.87873,-29.17392
"313",2017-11-27,"-29.1747114.87894",114.87894,-29.1747
"314",2017-11-27,"-29.1747114.87894",114.87894,-29.1747
"315",2017-11-27,"-29.1747114.87894",114.87894,-29.1747
"316",2017-11-27,"-29.17536114.87893",114.87893,-29.17536
"317",2017-11-27,"-29.17536114.87893",114.87893,-29.17536
"318",2017-11-27,"-29.17536114.87893",114.87893,-29.17536
"319",2017-11-27,"-29.17562114.87906",114.87906,-29.17562
"320",2017-11-27,"-29.17562114.87906",114.87906,-29.17562
"321",2017-11-27,"-29.17562114.87906",114.87906,-29.17562
"322",2017-11-27,"-29.1763114.87936",114.87936,-29.1763
"323",2017-11-27,"-29.1763114.87936",114.87936,-29.1763
"324",2017-11-27,"-29.1763114.87936",114.87936,-29.1763
"325",2017-11-27,"-29.1769114.88004",114.88004,-29.1769
"326",2017-11-27,"-29.1769114.88004",114.88004,-29.1769
"327",2017-11-27,"-29.1769114.88004",114.88004,-29.1769
"328",2017-11-27,"-29.1777114.88098",114.88098,-29.1777
"329",2017-11-27,"-29.1777114.88098",114.88098,-29.1777
"330",2017-11-27,"-29.1777114.88098",114.88098,-29.1777
"331",2017-11-27,"-29.18002114.88117",114.88117,-29.18002
"332",2017-11-27,"-29.18002114.88117",114.88117,-29.18002
"333",2017-11-27,"-29.18002114.88117",114.88117,-29.18002
"334",2017-11-27,"-29.173369114.878373",114.878373,-29.173369
"335",2017-11-27,"-29.173369114.878373",114.878373,-29.173369
"336",2017-11-27,"-29.173369114.878373",114.878373,-29.173369
"337",2017-11-27,"-29.17515114.87901",114.87901,-29.17515
"338",2017-11-27,"-29.17515114.87901",114.87901,-29.17515
"339",2017-11-27,"-29.17515114.87901",114.87901,-29.17515
"340",2017-11-27,"-29.17594114.87918",114.87918,-29.17594
"341",2017-11-27,"-29.17594114.87918",114.87918,-29.17594
"342",2017-11-27,"-29.17594114.87918",114.87918,-29.17594
"343",2017-11-27,"-29.17767114.87071",114.87071,-29.17767
"344",2017-11-27,"-29.17767114.87071",114.87071,-29.17767
"345",2017-11-27,"-29.17767114.87071",114.87071,-29.17767
"346",2017-11-27,"-29.18206114.87433",114.87433,-29.18206
"347",2017-11-27,"-29.18206114.87433",114.87433,-29.18206
"348",2017-11-27,"-29.18206114.87433",114.87433,-29.18206
"349",2017-11-27,"-29.18272114.87478",114.87478,-29.18272
"350",2017-11-27,"-29.18272114.87478",114.87478,-29.18272
"351",2017-11-27,"-29.18272114.87478",114.87478,-29.18272
"352",2017-11-27,"-29.18357114.87544",114.87544,-29.18357
"353",2017-11-27,"-29.18357114.87544",114.87544,-29.18357
"354",2017-11-27,"-29.18357114.87544",114.87544,-29.18357
"355",2017-11-27,"-29.18409114.87596",114.87596,-29.18409
"356",2017-11-27,"-29.18409114.87596",114.87596,-29.18409
"357",2017-11-27,"-29.18409114.87596",114.87596,-29.18409
"358",2017-11-27,"-29.18451114.87676",114.87676,-29.18451
"359",2017-11-27,"-29.18451114.87676",114.87676,-29.18451
"360",2017-11-27,"-29.18451114.87676",114.87676,-29.18451
"361",2017-11-27,"-29.17898114.86988",114.86988,-29.17898
"362",2017-11-27,"-29.17898114.86988",114.86988,-29.17898
"363",2017-11-27,"-29.17898114.86988",114.86988,-29.17898
"364",2017-11-27,"-29.17999114.87098",114.87098,-29.17999
"365",2017-11-27,"-29.17999114.87098",114.87098,-29.17999
"366",2017-11-27,"-29.17999114.87098",114.87098,-29.17999
"367",2017-11-27,"-29.1802114.87156",114.87156,-29.1802
"368",2017-11-27,"-29.1802114.87156",114.87156,-29.1802
"369",2017-11-27,"-29.1802114.87156",114.87156,-29.1802
"370",2017-11-27,"-29.18077114.87263",114.87263,-29.18077
"371",2017-11-27,"-29.18077114.87263",114.87263,-29.18077
"372",2017-11-27,"-29.18077114.87263",114.87263,-29.18077
"373",2017-11-27,"-29.18114114.8734",114.8734,-29.18114
"374",2017-11-27,"-29.18114114.8734",114.8734,-29.18114
"375",2017-11-27,"-29.18114114.8734",114.8734,-29.18114
"376",2017-11-27,"-29.18159114.87381",114.87381,-29.18159
"377",2017-11-27,"-29.18159114.87381",114.87381,-29.18159
"378",2017-11-27,"-29.18159114.87381",114.87381,-29.18159
"379",2017-11-27,"-29.18301114.87531",114.87531,-29.18301
"380",2017-11-27,"-29.18301114.87531",114.87531,-29.18301
"381",2017-11-27,"-29.18301114.87531",114.87531,-29.18301
"382",2017-11-27,"-29.1843114.87642",114.87642,-29.1843
"383",2017-11-27,"-29.1843114.87642",114.87642,-29.1843
"384",2017-11-27,"-29.1843114.87642",114.87642,-29.1843
"385",2017-11-27,"-29.17833114.86995",114.86995,-29.17833
"386",2017-11-27,"-29.17833114.86995",114.86995,-29.17833
"387",2017-11-27,"-29.17833114.86995",114.86995,-29.17833
"388",2017-11-27,"-29.17958114.87056",114.87056,-29.17958
"389",2017-11-27,"-29.17958114.87056",114.87056,-29.17958
"390",2017-11-27,"-29.17958114.87056",114.87056,-29.17958
"391",2017-11-27,"-29.18036114.87195",114.87195,-29.18036
"392",2017-11-27,"-29.18036114.87195",114.87195,-29.18036
"393",2017-11-27,"-29.18036114.87195",114.87195,-29.18036
"394",2017-11-27,"-29.1758114.88178",114.88178,-29.1758
"395",2017-11-27,"-29.1758114.88178",114.88178,-29.1758
"396",2017-11-27,"-29.1758114.88178",114.88178,-29.1758
"397",2017-11-27,"-29.18158114.88379",114.88379,-29.18158
"398",2017-11-27,"-29.18158114.88379",114.88379,-29.18158
"399",2017-11-27,"-29.18158114.88379",114.88379,-29.18158
"400",2017-11-27,"-29.1824114.88451",114.88451,-29.1824
"401",2017-11-27,"-29.1824114.88451",114.88451,-29.1824
"402",2017-11-27,"-29.1824114.88451",114.88451,-29.1824
"403",2017-11-27,"-29.18381114.88562",114.88562,-29.18381
"404",2017-11-27,"-29.18381114.88562",114.88562,-29.18381
"405",2017-11-27,"-29.18381114.88562",114.88562,-29.18381
"406",2017-11-27,"-29.18463114.88608",114.88608,-29.18463
"407",2017-11-27,"-29.18463114.88608",114.88608,-29.18463
"408",2017-11-27,"-29.18463114.88608",114.88608,-29.18463
"409",2017-11-27,"-29.18625114.8867",114.8867,-29.18625
"410",2017-11-27,"-29.18625114.8867",114.8867,-29.18625
"411",2017-11-27,"-29.18625114.8867",114.8867,-29.18625
"412",2017-11-27,"-29.176273114.88182",114.88182,-29.176273
"413",2017-11-27,"-29.176273114.88182",114.88182,-29.176273
"414",2017-11-27,"-29.176273114.88182",114.88182,-29.176273
"415",2017-11-27,"-29.17776114.88245",114.88245,-29.17776
