"sizeclass","Sample","Count","Date","Location","Site","Longitude","Latitude"
"Legal","4.CH6F2",9,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062983,-29.45812
"Sublegal","4.CH6F2",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9062983,-29.45812
"All","4.CH7C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957367,-29.457195
"Legal","4.CH7C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957367,-29.457195
"Sublegal","4.CH7C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957367,-29.457195
"All","4.CH7C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.89441,-29.45869167
"Legal","4.CH7C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.89441,-29.45869167
"Sublegal","4.CH7C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.89441,-29.45869167
"All","4.CH7C4",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8939367,-29.45912
"Legal","4.CH7C4",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8939367,-29.45912
"Sublegal","4.CH7C4",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8939367,-29.45912
"All","4.CH7C6",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8922117,-29.45983333
"Legal","4.CH7C6",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8922117,-29.45983333
"Sublegal","4.CH7C6",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8922117,-29.45983333
"All","4.CH7F2",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957433,-29.45814333
"Legal","4.CH7F2",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957433,-29.45814333
"Sublegal","4.CH7F2",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8957433,-29.45814333
"All","4.CH7F5",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8930383,-29.45920333
"Legal","4.CH7F5",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8930383,-29.45920333
"Sublegal","4.CH7F5",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8930383,-29.45920333
"All","4.CH8C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8928879,-29.47009293
"Legal","4.CH8C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8928879,-29.47009293
"Sublegal","4.CH8C1",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8928879,-29.47009293
"All","4.CH8C2",3,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8921367,-29.47108167
"Legal","4.CH8C2",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8921367,-29.47108167
"Sublegal","4.CH8C2",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8921367,-29.47108167
"All","4.CH8C3",6,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8917717,-29.472905
"Legal","4.CH8C3",4,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8917717,-29.472905
"Sublegal","4.CH8C3",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.8917717,-29.472905
"All","4.CH9C1",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9142833,-29.48212167
"Legal","4.CH9C1",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9142833,-29.48212167
"Sublegal","4.CH9C1",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9142833,-29.48212167
"All","4.CH9C3",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9155433,-29.484355
"Legal","4.CH9C3",0,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9155433,-29.484355
"Sublegal","4.CH9C3",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9155433,-29.484355
"All","4.CH9F2",2,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9150667,-29.483335
"Legal","4.CH9F2",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9150667,-29.483335
"Sublegal","4.CH9F2",1,"2017-12-03","Little Horseshoe","Little Horseshoe",114.9150667,-29.483335
"All","4.WP10C1",1,"2017-12-03","White Point","White Point",114.9011783,-29.39504
"Legal","4.WP10C1",1,"2017-12-03","White Point","White Point",114.9011783,-29.39504
"Sublegal","4.WP10C1",0,"2017-12-03","White Point","White Point",114.9011783,-29.39504
"All","4.WP10C3",1,"2017-12-03","White Point","White Point",114.9033417,-29.397585
"Legal","4.WP10C3",1,"2017-12-03","White Point","White Point",114.9033417,-29.397585
"Sublegal","4.WP10C3",0,"2017-12-03","White Point","White Point",114.9033417,-29.397585
"All","4.WP10C5",0,"2017-12-03","White Point","White Point",114.9035783,-29.399035
"Legal","4.WP10C5",0,"2017-12-03","White Point","White Point",114.9035783,-29.399035
"Sublegal","4.WP10C5",0,"2017-12-03","White Point","White Point",114.9035783,-29.399035
"All","4.WP10F2",1,"2017-12-03","White Point","White Point",114.902087,-29.396098
"Legal","4.WP10F2",1,"2017-12-03","White Point","White Point",114.902087,-29.396098
"Sublegal","4.WP10F2",0,"2017-12-03","White Point","White Point",114.902087,-29.396098
"All","4.WP10F4",0,"2017-12-03","White Point","White Point",114.9034317,-29.39840833
"Legal","4.WP10F4",0,"2017-12-03","White Point","White Point",114.9034317,-29.39840833
"Sublegal","4.WP10F4",0,"2017-12-03","White Point","White Point",114.9034317,-29.39840833
"All","4.WP13C1",0,"2017-12-03","White Point","Whites Lump",114.890825,-29.38564
"Legal","4.WP13C1",0,"2017-12-03","White Point","Whites Lump",114.890825,-29.38564
"Sublegal","4.WP13C1",0,"2017-12-03","White Point","Whites Lump",114.890825,-29.38564
"All","4.WP13C2",1,"2017-12-03","White Point","Whites Lump",114.888881,-29.385748
"Legal","4.WP13C2",1,"2017-12-03","White Point","Whites Lump",114.888881,-29.385748
"Sublegal","4.WP13C2",0,"2017-12-03","White Point","Whites Lump",114.888881,-29.385748
"All","4.WP13C3",6,"2017-12-03","White Point","Whites Lump",114.8864683,-29.38523667
"Legal","4.WP13C3",2,"2017-12-03","White Point","Whites Lump",114.8864683,-29.38523667
"Sublegal","4.WP13C3",4,"2017-12-03","White Point","Whites Lump",114.8864683,-29.38523667
"All","4.WP13C4",18,"2017-12-03","White Point","Whites Lump",114.8850017,-29.38414333
"Legal","4.WP13C4",12,"2017-12-03","White Point","Whites Lump",114.8850017,-29.38414333
"Sublegal","4.WP13C4",6,"2017-12-03","White Point","Whites Lump",114.8850017,-29.38414333
"All","5.1.CHin1_25",1,"2018-09-14","Cliff Head","Cliff Head Mid",114.9603,-29.52453
"Legal","5.1.CHin1_25",1,"2018-09-14","Cliff Head","Cliff Head Mid",114.9603,-29.52453
"Sublegal","5.1.CHin1_25",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9603,-29.52453
"All","5.1.CHin1_27",1,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52469
"Legal","5.1.CHin1_27",1,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52469
"Sublegal","5.1.CHin1_27",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52469
"All","5.1.CHin1_4",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9606,-29.52276
"Legal","5.1.CHin1_4",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9606,-29.52276
"Sublegal","5.1.CHin1_4",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9606,-29.52276
"All","5.1.CHin1_40",2,"2018-09-14","Cliff Head","Cliff Head Mid",114.9605,-29.52075
"Legal","5.1.CHin1_40",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9605,-29.52075
"Sublegal","5.1.CHin1_40",2,"2018-09-14","Cliff Head","Cliff Head Mid",114.9605,-29.52075
"All","5.1.CHin1_43",3,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52407
"Legal","5.1.CHin1_43",3,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52407
"Sublegal","5.1.CHin1_43",0,"2018-09-14","Cliff Head","Cliff Head Mid",114.9601,-29.52407
"All","5.1.CHin1_49",6,"2018-09-14","Cliff Head","Cliff Head Mid",114.96,-29.52531
"Legal","5.1.CHin1_49",3,"2018-09-14","Cliff Head","Cliff Head Mid",114.96,-29.52531
"Sublegal","5.1.CHin1_49",3,"2018-09-14","Cliff Head","Cliff Head Mid",114.96,-29.52531
"All","5.1.CHin2_11",6,"2018-09-14","Cliff Head","Cliff Head South",114.9505,-29.54092
"Legal","5.1.CHin2_11",6,"2018-09-14","Cliff Head","Cliff Head South",114.9505,-29.54092
"Sublegal","5.1.CHin2_11",0,"2018-09-14","Cliff Head","Cliff Head South",114.9505,-29.54092
"All","5.1.CHin2_12",2,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53587
"Legal","5.1.CHin2_12",1,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53587
"Sublegal","5.1.CHin2_12",1,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53587
"All","5.1.CHin2_22",4,"2018-09-14","Cliff Head","Cliff Head South",114.9504,-29.53992
"Legal","5.1.CHin2_22",1,"2018-09-14","Cliff Head","Cliff Head South",114.9504,-29.53992
"Sublegal","5.1.CHin2_22",3,"2018-09-14","Cliff Head","Cliff Head South",114.9504,-29.53992
"All","5.1.CHin2_26",0,"2018-09-14","Cliff Head","Cliff Head South",114.9524,-29.53802
"Legal","5.1.CHin2_26",0,"2018-09-14","Cliff Head","Cliff Head South",114.9524,-29.53802
"Sublegal","5.1.CHin2_26",0,"2018-09-14","Cliff Head","Cliff Head South",114.9524,-29.53802
"All","5.1.CHin2_29",19,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53855
"Legal","5.1.CHin2_29",8,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53855
"Sublegal","5.1.CHin2_29",11,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53855
"All","5.1.CHin2_30",7,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53605
"Legal","5.1.CHin2_30",2,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53605
"Sublegal","5.1.CHin2_30",5,"2018-09-14","Cliff Head","Cliff Head South",114.9588,-29.53605
"All","5.1.CHin2_31",3,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53846
"Legal","5.1.CHin2_31",2,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53846
"Sublegal","5.1.CHin2_31",1,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53846
"All","5.1.CHin2_33",1,"2018-09-14","Cliff Head","Cliff Head South",114.9589,-29.53501
"Legal","5.1.CHin2_33",1,"2018-09-14","Cliff Head","Cliff Head South",114.9589,-29.53501
"Sublegal","5.1.CHin2_33",0,"2018-09-14","Cliff Head","Cliff Head South",114.9589,-29.53501
"All","5.1.CHin2_34",1,"2018-09-14","Cliff Head","Cliff Head South",114.9526,-29.53743
"Legal","5.1.CHin2_34",0,"2018-09-14","Cliff Head","Cliff Head South",114.9526,-29.53743
"Sublegal","5.1.CHin2_34",1,"2018-09-14","Cliff Head","Cliff Head South",114.9526,-29.53743
"All","5.1.CHin2_41",7,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53883
"Legal","5.1.CHin2_41",1,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53883
"Sublegal","5.1.CHin2_41",6,"2018-09-14","Cliff Head","Cliff Head South",114.9527,-29.53883
"All","5.1.CHin2_48",4,"2018-09-14","Cliff Head","Cliff Head South",114.9514,-29.53937
"Legal","5.1.CHin2_48",2,"2018-09-14","Cliff Head","Cliff Head South",114.9514,-29.53937
"Sublegal","5.1.CHin2_48",2,"2018-09-14","Cliff Head","Cliff Head South",114.9514,-29.53937
"All","5.1.CHout2_10",7,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48038
"Legal","5.1.CHout2_10",2,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48038
"Sublegal","5.1.CHout2_10",5,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48038
"All","5.1.CHout2_15",0,"2018-09-14","Cliff Head","Cliff Head North",114.9587,-29.48322
"Legal","5.1.CHout2_15",0,"2018-09-14","Cliff Head","Cliff Head North",114.9587,-29.48322
"Sublegal","5.1.CHout2_15",0,"2018-09-14","Cliff Head","Cliff Head North",114.9587,-29.48322
"All","5.1.CHout2_17",3,"2018-09-14","Cliff Head","Cliff Head North",114.9556,-29.48426
"Legal","5.1.CHout2_17",2,"2018-09-14","Cliff Head","Cliff Head North",114.9556,-29.48426
"Sublegal","5.1.CHout2_17",1,"2018-09-14","Cliff Head","Cliff Head North",114.9556,-29.48426
"All","5.1.CHout2_18",8,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48155
"Legal","5.1.CHout2_18",2,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48155
"Sublegal","5.1.CHout2_18",6,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48155
"All","5.1.CHout2_19",3,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48198
"Legal","5.1.CHout2_19",1,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48198
"Sublegal","5.1.CHout2_19",2,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48198
"All","5.1.CHout2_2",4,"2018-09-14","Cliff Head","Cliff Head North",114.9584,-29.48394
"Legal","5.1.CHout2_2",3,"2018-09-14","Cliff Head","Cliff Head North",114.9584,-29.48394
"Sublegal","5.1.CHout2_2",1,"2018-09-14","Cliff Head","Cliff Head North",114.9584,-29.48394
"All","5.1.CHout2_28",9,"2018-09-14","Cliff Head","Cliff Head North",114.9555,-29.48475
"Legal","5.1.CHout2_28",4,"2018-09-14","Cliff Head","Cliff Head North",114.9555,-29.48475
"Sublegal","5.1.CHout2_28",5,"2018-09-14","Cliff Head","Cliff Head North",114.9555,-29.48475
"All","5.1.CHout2_3",11,"2018-09-14","Cliff Head","Cliff Head North",114.9561,-29.48292
"Legal","5.1.CHout2_3",4,"2018-09-14","Cliff Head","Cliff Head North",114.9561,-29.48292
"Sublegal","5.1.CHout2_3",7,"2018-09-14","Cliff Head","Cliff Head North",114.9561,-29.48292
"All","5.1.CHout2_36",6,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47882
"Legal","5.1.CHout2_36",4,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47882
"Sublegal","5.1.CHout2_36",2,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47882
"All","5.1.CHout2_37",1,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.48219
"Legal","5.1.CHout2_37",1,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.48219
"Sublegal","5.1.CHout2_37",0,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.48219
"All","5.1.CHout2_38",14,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48219
"Legal","5.1.CHout2_38",3,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48219
"Sublegal","5.1.CHout2_38",11,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48219
"All","5.1.CHout2_39",4,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47978
"Legal","5.1.CHout2_39",2,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47978
"Sublegal","5.1.CHout2_39",2,"2018-09-14","Cliff Head","Cliff Head North",114.9569,-29.47978
"All","5.1.CHout2_44",14,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.47934
"Legal","5.1.CHout2_44",4,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.47934
"Sublegal","5.1.CHout2_44",10,"2018-09-14","Cliff Head","Cliff Head North",114.9571,-29.47934
"All","5.1.CHout2_45",3,"2018-09-14","Cliff Head","Cliff Head North",114.9564,-29.48299
"Legal","5.1.CHout2_45",2,"2018-09-14","Cliff Head","Cliff Head North",114.9564,-29.48299
"Sublegal","5.1.CHout2_45",1,"2018-09-14","Cliff Head","Cliff Head North",114.9564,-29.48299
"All","5.1.CHout2_46",12,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48133
"Legal","5.1.CHout2_46",6,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48133
"Sublegal","5.1.CHout2_46",6,"2018-09-14","Cliff Head","Cliff Head North",114.9568,-29.48133
"All","5.1.CHout2_47",3,"2018-09-14","Cliff Head","Cliff Head North",114.957,-29.48082
"Legal","5.1.CHout2_47",2,"2018-09-14","Cliff Head","Cliff Head North",114.957,-29.48082
"Sublegal","5.1.CHout2_47",1,"2018-09-14","Cliff Head","Cliff Head North",114.957,-29.48082
"All","5.1.CHout2_50",7,"2018-09-14","Cliff Head","Cliff Head North",114.9558,-29.48363
"Legal","5.1.CHout2_50",1,"2018-09-14","Cliff Head","Cliff Head North",114.9558,-29.48363
"Sublegal","5.1.CHout2_50",6,"2018-09-14","Cliff Head","Cliff Head North",114.9558,-29.48363
"All","5.1.CHout2_6",4,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48009
"Legal","5.1.CHout2_6",0,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48009
"Sublegal","5.1.CHout2_6",4,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48009
"All","5.1.CHout2_7",15,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48259
"Legal","5.1.CHout2_7",5,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48259
"Sublegal","5.1.CHout2_7",10,"2018-09-14","Cliff Head","Cliff Head North",114.9592,-29.48259
"All","5.1.CHout2_8",9,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48252
"Legal","5.1.CHout2_8",5,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48252
"Sublegal","5.1.CHout2_8",4,"2018-09-14","Cliff Head","Cliff Head North",114.9567,-29.48252
"All","5.1.GR1",14,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53723
"Legal","5.1.GR1",8,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53723
"Sublegal","5.1.GR1",6,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53723
"All","5.1.GR13",21,"2018-09-14","Golden Ridge","Golden Ridge",114.9292,-29.53557
"Legal","5.1.GR13",1,"2018-09-14","Golden Ridge","Golden Ridge",114.9292,-29.53557
"Sublegal","5.1.GR13",20,"2018-09-14","Golden Ridge","Golden Ridge",114.9292,-29.53557
"All","5.1.GR16",8,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53828
"Legal","5.1.GR16",5,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53828
"Sublegal","5.1.GR16",3,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53828
"All","5.1.GR20",3,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.5368
"Legal","5.1.GR20",2,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.5368
"Sublegal","5.1.GR20",1,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.5368
"All","5.1.GR21",16,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53968
"Legal","5.1.GR21",8,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53968
"Sublegal","5.1.GR21",8,"2018-09-14","Golden Ridge","Golden Ridge",114.9285,-29.53968
"All","5.1.GR24",10,"2018-09-14","Golden Ridge","Golden Ridge",114.9284,-29.5401
"Legal","5.1.GR24",5,"2018-09-14","Golden Ridge","Golden Ridge",114.9284,-29.5401
"Sublegal","5.1.GR24",5,"2018-09-14","Golden Ridge","Golden Ridge",114.9284,-29.5401
"All","5.1.GR32",16,"2018-09-14","Golden Ridge","Golden Ridge",114.928,-29.53913
"Legal","5.1.GR32",5,"2018-09-14","Golden Ridge","Golden Ridge",114.928,-29.53913
"Sublegal","5.1.GR32",11,"2018-09-14","Golden Ridge","Golden Ridge",114.928,-29.53913
"All","5.1.GR35",4,"2018-09-14","Golden Ridge","Golden Ridge",114.9286,-29.53828
"Legal","5.1.GR35",2,"2018-09-14","Golden Ridge","Golden Ridge",114.9286,-29.53828
"Sublegal","5.1.GR35",2,"2018-09-14","Golden Ridge","Golden Ridge",114.9286,-29.53828
"All","5.1.GR5",1,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.53714
"Legal","5.1.GR5",1,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.53714
"Sublegal","5.1.GR5",0,"2018-09-14","Golden Ridge","Golden Ridge",114.9293,-29.53714
"All","5.1.GR9",9,"2018-09-14","Golden Ridge","Golden Ridge",114.9277,-29.54037
"Legal","5.1.GR9",5,"2018-09-14","Golden Ridge","Golden Ridge",114.9277,-29.54037
"Sublegal","5.1.GR9",4,"2018-09-14","Golden Ridge","Golden Ridge",114.9277,-29.54037
"All","5.2.CHin1_25",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52462
"Legal","5.2.CHin1_25",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52462
"Sublegal","5.2.CHin1_25",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52462
"All","5.2.CHin1_27",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52491
"Legal","5.2.CHin1_27",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52491
"Sublegal","5.2.CHin1_27",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9601,-29.52491
"All","5.2.CHin1_4",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9606,-29.52282
"Legal","5.2.CHin1_4",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9606,-29.52282
"Sublegal","5.2.CHin1_4",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9606,-29.52282
"All","5.2.CHin1_40",6,"2018-09-15","Cliff Head","Cliff Head Mid",114.9605,-29.52094
"Legal","5.2.CHin1_40",4,"2018-09-15","Cliff Head","Cliff Head Mid",114.9605,-29.52094
"Sublegal","5.2.CHin1_40",2,"2018-09-15","Cliff Head","Cliff Head Mid",114.9605,-29.52094
"All","5.2.CHin1_43",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9602,-29.52412
"Legal","5.2.CHin1_43",0,"2018-09-15","Cliff Head","Cliff Head Mid",114.9602,-29.52412
"Sublegal","5.2.CHin1_43",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.9602,-29.52412
"All","5.2.CHin1_49",2,"2018-09-15","Cliff Head","Cliff Head Mid",114.96,-29.52562
"Legal","5.2.CHin1_49",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.96,-29.52562
"Sublegal","5.2.CHin1_49",1,"2018-09-15","Cliff Head","Cliff Head Mid",114.96,-29.52562
"All","5.2.CHin2_11",7,"2018-09-15","Cliff Head","Cliff Head South",114.9503,-29.54092
"Legal","5.2.CHin2_11",3,"2018-09-15","Cliff Head","Cliff Head South",114.9503,-29.54092
"Sublegal","5.2.CHin2_11",4,"2018-09-15","Cliff Head","Cliff Head South",114.9503,-29.54092
