"Source","Sample","Tag.number","Recapture","Sex","Colour","Dead","Individual.remarks","Reproductive.stage","Setose.state","Egg.stage","Moult.stage","Cable.tie","Outlier","Tarspot","Retention.status","Total.damage","Count","Date","Carapace.length","Trip","Damage.new.a","Damage.old.a","Damage.new.l","Damage.old.l"
"Dongara.Canons.Masters","6.CH111F6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,66,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,77,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,77,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C5",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,83,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,91,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,87,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,97,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,84,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,83,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,89,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,74,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","3","1",NA,72,0,0,0,3,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,72,0,0,0,0,1
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,74,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C1",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,64,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","10","1",NA,71,0,0,2,0,8
"Dongara.Canons.Masters","6.CH111C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","4","1",NA,94,0,0,2,0,2
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","3","1",NA,87,0,0,2,0,1
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,89,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,75,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,83,0,0,0,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,76,0,0,0,0,1
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,78,0,0,1,0,1
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,85,0,0,1,0,0
"Dongara.Canons.Masters","6.CH111F0",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,90,0,0,0,0,1
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,85,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1","K1634","TRUE","Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,90,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,82,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,74,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1","K1642","TRUE","Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,75,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C1",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,63,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F2",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,78,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F2",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,87,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F2",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F2",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,78,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F2",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,78,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,82,0,0,0,0,1
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,86,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","4","1",NA,80,0,0,0,1,3
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,60,0,2,0,0,0
"Dongara.Canons.Masters","6.WP14F3",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,64,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,87,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,89,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,84,0,0,0,1,0
"Dongara.Canons.Masters","6.WP14C4","K1640","TRUE","Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,65,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,79,0,0,0,2,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","4","1",NA,83,0,0,2,0,2
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","4","1",NA,80,0,0,0,4,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C4",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,65,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,75,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,84,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5","K1648","TRUE","Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,74,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,84,0,0,0,0,1
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,"Mature",NA,NA,"FALSE",NA,NA,"Released","0","1",NA,78,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","5","1",NA,82,0,0,0,5,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,70,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,72,0,0,0,0,1
"Dongara.Canons.Masters","6.WP14C5","K1655","TRUE","Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,68,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,70,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","6","1",NA,72,0,0,2,0,4
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","11","1",NA,78,0,0,2,0,9
"Dongara.Canons.Masters","6.WP14C5",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","6","1",NA,82,0,0,2,0,4
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","Red","Alive",NA,NA,NA,"Early",NA,"FALSE",NA,NA,"Released","0","1",NA,92,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,83,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,77,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,82,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,70,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,86,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,87,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,75,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,74,0,0,0,0,2
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6","K1633","TRUE","Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,81,0,0,0,0,2
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C6",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14F7",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,79,0,0,1,0,0
"Dongara.Canons.Masters","6.WP14F7",NA,NA,"Female","Unknown","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","2","1",NA,72,0,0,1,1,0
"Dongara.Canons.Masters","6.WP14F7",NA,NA,"Male","White","Dead",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,-9999,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,80,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,82,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,69,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,76,0,0,0,0,1
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,77,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,72,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,68,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,69,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,67,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,66,0,0,0,0,0
"Dongara.Canons.Masters","6.WP14C8",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,75,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,81,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,74,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,73,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,83,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,85,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,77,0,0,1,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,82,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","1","1",NA,85,0,1,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","7","1",NA,78,0,0,0,7,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","Red","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,76,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,82,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Female","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,71,0,0,0,0,0
"Dongara.Canons.Masters","6.WP15C1",NA,NA,"Male","White","Alive",NA,NA,NA,NA,NA,"FALSE",NA,NA,"Released","0","1",NA,79,0,0,0,0,0
