"","X","trip.day.trap","Date","Site","Longitude","Latitude","Location","Sum.m","Sum.f","Lat","Long","SiteNo","sst"
"170",170,"2.2.JB34",2018-06-12,"White Point",114.89856,-29.42084333,"Irwin Reef",3,2,-29.42084333,114.89856,"-29.420843114.89856",20.43
"171",171,"2.2.JB35",2018-06-12,"White Point",114.8974733,-29.42261667,"Irwin Reef",2,0,-29.42261667,114.8974733,"-29.422617114.897473",20.43
"172",172,"2.2.JB38",2018-06-12,"White Point",114.89563,-29.42357667,"Irwin Reef",1,0,-29.42357667,114.89563,"-29.423577114.89563",20.43
"173",173,"2.2.JB39",2018-06-12,"White Point",114.8967267,-29.42661667,"Irwin Reef",0,0,-29.42661667,114.8967267,"-29.426617114.896727",20.43
"174",174,"2.2.IR1",2018-06-12,"Irwin Reef",114.8686167,-29.34137667,"Irwin Reef",6,10,-29.34137667,114.8686167,"-29.341377114.868617",20.43
"175",175,"2.2.IR10",2018-06-12,"Irwin Reef",114.8696183,-29.33983,"Irwin Reef",0,0,-29.33983,114.8696183,"-29.33983114.869618",20.43
"176",176,"2.2.IR9",2018-06-12,"Irwin Reef",114.8696183,-29.33983,"Irwin Reef",1,2,-29.33983,114.8696183,"-29.33983114.869618",20.43
"177",177,"2.2.IR8",2018-06-12,"Irwin Reef",114.8680167,-29.342285,"Irwin Reef",11,22,-29.342285,114.8680167,"-29.342285114.868017",20.43
"178",178,"2.2.IR7",2018-06-12,"Irwin Reef",114.8672733,-29.34383,"Irwin Reef",2,2,-29.34383,114.8672733,"-29.34383114.867273",20.43
"179",179,"2.2.IR6",2018-06-12,"Irwin Reef",114.8662667,-29.34662,"Irwin Reef",1,1,-29.34662,114.8662667,"-29.34662114.866267",20.43
"180",180,"2.2.IR2",2018-06-12,"Irwin Reef",114.865305,-29.34847,"Irwin Reef",5,3,-29.34847,114.865305,"-29.34847114.865305",20.43
"181",181,"2.2.IR5",2018-06-12,"Irwin Reef",114.8658983,-29.34895333,"Irwin Reef",1,1,-29.34895333,114.8658983,"-29.348953114.865898",20.43
"182",182,"2.2.IR4",2018-06-12,"Irwin Reef",114.8649833,-29.35093833,"Irwin Reef",5,6,-29.35093833,114.8649833,"-29.350938114.864983",20.43
"183",183,"2.3.JB35",2018-06-13,"White Point",114.8950617,-29.42287,"Irwin Reef",3,4,-29.42287,114.8950617,"-29.42287114.895062",20.24
"184",184,"2.3.JB34",2018-06-13,"White Point",114.8976567,-29.423035,"Irwin Reef",4,6,-29.423035,114.8976567,"-29.423035114.897657",20.24
"185",185,"2.3.JB36",2018-06-13,"White Point",114.8979917,-29.42321833,"Irwin Reef",2,4,-29.42321833,114.8979917,"-29.423218114.897992",20.24
"186",186,"2.3.JB38",2018-06-13,"White Point",114.8954,-29.42395167,"Irwin Reef",4,2,-29.42395167,114.8954,"-29.423952114.8954",20.24
"187",187,"2.3.LH49",2018-06-13,"Little Horseshoe",114.926395,-29.46054333,"Cliff Head",5,2,-29.46054333,114.926395,"-29.460543114.926395",20.24
"188",188,"2.3.LH46",2018-06-13,"Little Horseshoe",114.9267983,-29.45989333,"Cliff Head",2,2,-29.45989333,114.9267983,"-29.459893114.926798",20.24
"189",189,"2.3.LH47",2018-06-13,"Little Horseshoe",114.9266217,-29.45970333,"Cliff Head",3,6,-29.45970333,114.9266217,"-29.459703114.926622",20.24
"190",190,"2.3.LH50",2018-06-13,"Little Horseshoe",114.92644,-29.45921833,"Cliff Head",2,2,-29.45921833,114.92644,"-29.459218114.92644",20.24
"191",191,"2.3.LH41",2018-06-13,"Little Horseshoe",114.923465,-29.46731833,"Cliff Head",2,1,-29.46731833,114.923465,"-29.467318114.923465",20.24
"192",192,"2.3.LH42",2018-06-13,"Little Horseshoe",114.9244117,-29.46766167,"Cliff Head",0,1,-29.46766167,114.9244117,"-29.467662114.924412",20.24
"193",193,"2.3.LH43",2018-06-13,"Little Horseshoe",114.9252383,-29.46677167,"Cliff Head",2,3,-29.46677167,114.9252383,"-29.466772114.925238",20.24
"194",194,"2.3.LH48",2018-06-13,"Little Horseshoe",114.9251433,-29.46500167,"Cliff Head",0,0,-29.46500167,114.9251433,"-29.465002114.925143",20.24
"195",195,"2.3.CHin1_11",2018-06-13,"Cliff Head Mid",114.9607883,-29.52094333,"Cliff Head",0,0,-29.52094333,114.9607883,"-29.520943114.960788",20.28
"196",196,"2.3.CHin1_12",2018-06-13,"Cliff Head Mid",114.9607817,-29.522745,"Cliff Head",0,0,-29.522745,114.9607817,"-29.522745114.960782",20.28
"197",197,"2.3.CHin1_13",2018-06-13,"Cliff Head Mid",114.9602333,-29.524165,"Cliff Head",1,0,-29.524165,114.9602333,"-29.524165114.960233",20.28
"198",198,"2.3.CHin1_14",2018-06-13,"Cliff Head Mid",114.96054,-29.52502833,"Cliff Head",1,0,-29.52502833,114.96054,"-29.525028114.96054",20.28
"199",199,"2.3.CHin1_18",2018-06-13,"Cliff Head Mid",114.96042,-29.52544667,"Cliff Head",2,0,-29.52544667,114.96042,"-29.525447114.96042",20.28
"200",200,"2.3.CHin1_15",2018-06-13,"Cliff Head Mid",114.9598817,-29.52731333,"Cliff Head",0,1,-29.52731333,114.9598817,"-29.527313114.959882",20.28
"201",201,"2.3.CHin1_16",2018-06-13,"Cliff Head Mid",114.9600033,-29.52770667,"Cliff Head",0,0,-29.52770667,114.9600033,"-29.527707114.960003",20.28
"202",202,"2.3.CHin1_17",2018-06-13,"Cliff Head Mid",114.959655,-29.527965,"Cliff Head",0,1,-29.527965,114.959655,"-29.527965114.959655",20.28
"203",203,"2.3.CHin1_20",2018-06-13,"Cliff Head Mid",114.9593033,-29.529655,"Cliff Head",2,1,-29.529655,114.9593033,"-29.529655114.959303",20.28
"204",204,"2.3.CHout1_25",2018-06-13,"Cliff Head OUT1",114.9627883,-29.48233833,"Cliff Head",1,2,-29.48233833,114.9627883,"-29.482338114.962788",20.24
"205",205,"2.3.CHout1_24",2018-06-13,"Cliff Head OUT1",114.9630033,-29.48171667,"Cliff Head",3,2,-29.48171667,114.9630033,"-29.481717114.963003",20.24
"206",206,"2.3.CHout1_23",2018-06-13,"Cliff Head OUT1",114.9627467,-29.48134167,"Cliff Head",0,0,-29.48134167,114.9627467,"-29.481342114.962747",20.24
"207",207,"2.3.CHout1_26",2018-06-13,"Cliff Head OUT1",114.9619833,-29.48117833,"Cliff Head",0,0,-29.48117833,114.9619833,"-29.481178114.961983",20.24
"208",208,"2.3.CHout1_22",2018-06-13,"Cliff Head OUT1",114.9622433,-29.48069333,"Cliff Head",0,0,-29.48069333,114.9622433,"-29.480693114.962243",20.24
"209",209,"2.3.CHout2_27",2018-06-13,"Cliff Head North",114.9565133,-29.4839,"Cliff Head",1,0,-29.4839,114.9565133,"-29.4839114.956513",20.24
"210",210,"2.3.CHout2_29",2018-06-13,"Cliff Head North",114.9568783,-29.483025,"Cliff Head",2,0,-29.483025,114.9568783,"-29.483025114.956878",20.24
"211",211,"2.3.CHout2_30",2018-06-13,"Cliff Head North",114.9571217,-29.482155,"Cliff Head",0,0,-29.482155,114.9571217,"-29.482155114.957122",20.24
"212",212,"2.3.CHout2_31",2018-06-13,"Cliff Head North",114.9570083,-29.48166833,"Cliff Head",1,0,-29.48166833,114.9570083,"-29.481668114.957008",20.24
"213",213,"2.3.CHout2_21",2018-06-13,"Cliff Head North",114.9574233,-29.48114167,"Cliff Head",1,0,-29.48114167,114.9574233,"-29.481142114.957423",20.24
"214",214,"2.3.CHout2_28",2018-06-13,"Cliff Head North",114.9570117,-29.48063167,"Cliff Head",2,2,-29.48063167,114.9570117,"-29.480632114.957012",20.24
"215",215,"2.3.CHout2_32",2018-06-13,"Cliff Head North",114.9569433,-29.48020667,"Cliff Head",1,1,-29.48020667,114.9569433,"-29.480207114.956943",20.24
"216",216,"2.3.CHout2_37",2018-06-13,"Cliff Head North",114.9571717,-29.47980833,"Cliff Head",0,0,-29.47980833,114.9571717,"-29.479808114.957172",20.24
"217",217,"2.3.CHout2_40",2018-06-13,"Cliff Head North",114.9571617,-29.47948333,"Cliff Head",1,0,-29.47948333,114.9571617,"-29.479483114.957162",20.24
"218",218,"2.3.CHout2_33",2018-06-13,"Cliff Head North",114.9572033,-29.47901333,"Cliff Head",1,0,-29.47901333,114.9572033,"-29.479013114.957203",20.24
"219",219,"2.3.IR1",2018-06-13,"Irwin Reef",114.8733333,-29.32309167,"Irwin Reef",6,12,-29.32309167,114.8733333,"-29.323092114.873333",20.24
"220",220,"2.3.IR5",2018-06-13,"Irwin Reef",114.87303,-29.34508333,"Irwin Reef",1,0,-29.34508333,114.87303,"-29.345083114.87303",20.24
"221",221,"2.3.IR2",2018-06-13,"Irwin Reef",114.8733933,-29.34456167,"Irwin Reef",7,12,-29.34456167,114.8733933,"-29.344562114.873393",20.24
"222",222,"2.3.IR4",2018-06-13,"Irwin Reef",114.8739483,-29.34440667,"Irwin Reef",47,53,-29.34440667,114.8739483,"-29.344407114.873948",20.24
"223",223,"2.3.IR3",2018-06-13,"Irwin Reef",114.87417,-29.34389167,"Irwin Reef",27,38,-29.34389167,114.87417,"-29.343892114.87417",20.24
"224",224,"2.3.IR6",2018-06-13,"Irwin Reef",114.8748372,-29.3451706,"Irwin Reef",6,14,-29.3451706,114.8748372,"-29.345171114.874837",20.24
"225",225,"2.3.IR9",2018-06-13,"Irwin Reef",114.87398,-29.34249833,"Irwin Reef",10,7,-29.34249833,114.87398,"-29.342498114.87398",20.24
"226",226,"2.3.IR10",2018-06-13,"Irwin Reef",114.87371,-29.34201833,"Irwin Reef",8,9,-29.34201833,114.87371,"-29.342018114.87371",20.24
"227",227,"2.3.IR7",2018-06-13,"Irwin Reef",114.8728183,-29.34162833,"Irwin Reef",2,6,-29.34162833,114.8728183,"-29.341628114.872818",20.24
"228",228,"2.3.IR8",2018-06-13,"Irwin Reef",114.8725683,-29.34111833,"Irwin Reef",13,4,-29.34111833,114.8725683,"-29.341118114.872568",20.24
"229",229,"2.4.CHout2_37",2018-06-14,"Cliff Head North",114.9595253,-29.47806448,"Cliff Head",2,2,-29.47806448,114.9595253,"-29.478064114.959525",20.55
"230",230,"2.4.CHout2_33",2018-06-14,"Cliff Head North",114.9591455,-29.47766357,"Cliff Head",0,1,-29.47766357,114.9591455,"-29.477664114.959146",20.55
"231",231,"2.4.CHout2_32",2018-06-14,"Cliff Head North",114.9571316,-29.47975364,"Cliff Head",0,0,-29.47975364,114.9571316,"-29.479754114.957132",20.55
"232",232,"2.4.CHout2_28",2018-06-14,"Cliff Head North",114.9569951,-29.48039812,"Cliff Head",1,0,-29.48039812,114.9569951,"-29.480398114.956995",20.55
"233",233,"2.4.CHout2_21",2018-06-14,"Cliff Head North",114.9571474,-29.48075662,"Cliff Head",0,2,-29.48075662,114.9571474,"-29.480757114.957147",20.55
"234",234,"2.4.CHout2_31",2018-06-14,"Cliff Head North",114.9571754,-29.48138044,"Cliff Head",3,1,-29.48138044,114.9571754,"-29.48138114.957175",20.55
"235",235,"2.4.CHout2_30",2018-06-14,"Cliff Head North",114.9569091,-29.48175507,"Cliff Head",3,4,-29.48175507,114.9569091,"-29.481755114.956909",20.55
"236",236,"2.4.CHout2_29",2018-06-14,"Cliff Head North",114.9565488,-29.48308038,"Cliff Head",3,2,-29.48308038,114.9565488,"-29.48308114.956549",20.55
"237",237,"2.4.CHout2_27",2018-06-14,"Cliff Head North",114.9560123,-29.48411101,"Cliff Head",0,0,-29.48411101,114.9560123,"-29.484111114.956012",20.55
"238",238,"2.4.CHout2_25",2018-06-14,"Cliff Head North",114.9586337,-29.48384531,"Cliff Head",1,2,-29.48384531,114.9586337,"-29.483845114.958634",20.55
"239",239,"2.4.CHout2_23",2018-06-14,"Cliff Head North",114.9591164,-29.48292623,"Cliff Head",0,0,-29.48292623,114.9591164,"-29.482926114.959116",20.55
"240",240,"2.4.CHout2_26",2018-06-14,"Cliff Head North",114.9592693,-29.48254058,"Cliff Head",1,4,-29.48254058,114.9592693,"-29.482541114.959269",20.55
"241",241,"2.4.CHout2_22",2018-06-14,"Cliff Head North",114.9590357,-29.48189304,"Cliff Head",0,1,-29.48189304,114.9590357,"-29.481893114.959036",20.55
"242",242,"2.4.LH50",2018-06-14,"Little Horseshoe",114.9266351,-29.45916806,"Cliff Head",5,3,-29.45916806,114.9266351,"-29.459168114.926635",20.55
"243",243,"2.4.LH47",2018-06-14,"Little Horseshoe",114.9261397,-29.45958322,"Cliff Head",1,2,-29.45958322,114.9261397,"-29.459583114.92614",20.55
"244",244,"2.4.LH45",2018-06-14,"Little Horseshoe",114.926504,-29.4599335,"Cliff Head",1,2,-29.4599335,114.926504,"-29.459934114.926504",20.55
"245",245,"2.4.LH49",2018-06-14,"Little Horseshoe",114.9263394,-29.46034723,"Cliff Head",7,8,-29.46034723,114.9263394,"-29.460347114.926339",20.55
"246",246,"2.4.LH46",2018-06-14,"Little Horseshoe",114.92617,-29.460905,"Cliff Head",2,4,-29.460905,114.92617,"-29.460905114.92617",20.55
"247",247,"2.4.LH48",2018-06-14,"Little Horseshoe",114.9243463,-29.46517743,"Cliff Head",4,2,-29.46517743,114.9243463,"-29.465177114.924346",20.55
"248",248,"2.4.LH44",2018-06-14,"Little Horseshoe",114.9255792,-29.46577506,"Cliff Head",3,1,-29.46577506,114.9255792,"-29.465775114.925579",20.55
"249",249,"2.4.LH43",2018-06-14,"Little Horseshoe",114.9253007,-29.46670859,"Cliff Head",5,4,-29.46670859,114.9253007,"-29.466709114.925301",20.55
"250",250,"2.4.LH41",2018-06-14,"Little Horseshoe",114.9241898,-29.46718334,"Cliff Head",0,0,-29.46718334,114.9241898,"-29.467183114.92419",20.55
"251",251,"2.4.JB5",2018-06-14,"White Point",114.8976955,-29.42216586,"Irwin Reef",0,0,-29.42216586,114.8976955,"-29.422166114.897695",20.55
"252",252,"2.4.JB10",2018-06-14,"White Point",114.8975372,-29.4226839,"Irwin Reef",2,0,-29.4226839,114.8975372,"-29.422684114.897537",20.55
"253",253,"2.4.JB4",2018-06-14,"White Point",114.8979892,-29.42302387,"Irwin Reef",2,3,-29.42302387,114.8979892,"-29.423024114.897989",20.55
"254",254,"2.4.JB7",2018-06-14,"White Point",114.8958214,-29.42257972,"Irwin Reef",1,0,-29.42257972,114.8958214,"-29.42258114.895821",20.55
"255",255,"2.4.JB1",2018-06-14,"White Point",114.895106,-29.42303665,"Irwin Reef",4,1,-29.42303665,114.895106,"-29.423037114.895106",20.55
"256",256,"2.4.JB35",2018-06-14,"White Point",114.895205,-29.42329662,"Irwin Reef",0,1,-29.42329662,114.895205,"-29.423297114.895205",20.55
"257",257,"2.4.JB34",2018-06-14,"White Point",114.8959333,-29.42394773,"Irwin Reef",1,2,-29.42394773,114.8959333,"-29.423948114.895933",20.55
"258",258,"2.4.JB36",2018-06-14,"White Point",114.8998471,-29.43314858,"Irwin Reef",4,2,-29.43314858,114.8998471,"-29.433149114.899847",20.55
"259",259,"2.4.JB38",2018-06-14,"White Point",114.8959591,-29.42668345,"Irwin Reef",0,0,-29.42668345,114.8959591,"-29.426683114.895959",20.55
"260",260,"2.4.JB39",2018-06-14,"White Point",114.8965403,-29.42665131,"Irwin Reef",1,0,-29.42665131,114.8965403,"-29.426651114.89654",20.55
"261",261,"2.4.GR20",2018-06-14,"Golden Ridge",114.9272221,-29.5410158,"Golden Ridge",6,3,-29.5410158,114.9272221,"-29.541016114.927222",20.65
"262",262,"2.4.GR17",2018-06-14,"Golden Ridge",114.9285602,-29.54010301,"Golden Ridge",6,5,-29.54010301,114.9285602,"-29.540103114.92856",20.65
"263",263,"2.4.GR16",2018-06-14,"Golden Ridge",114.928604,-29.53955772,"Golden Ridge",6,4,-29.53955772,114.928604,"-29.539558114.928604",20.65
"264",264,"2.4.GR15",2018-06-14,"Golden Ridge",114.9282116,-29.53919583,"Golden Ridge",4,7,-29.53919583,114.9282116,"-29.539196114.928212",20.65
"265",265,"2.4.GR19",2018-06-14,"Golden Ridge",114.9286027,-29.53872096,"Golden Ridge",2,8,-29.53872096,114.9286027,"-29.538721114.928603",20.65
"266",266,"2.4.GR18",2018-06-14,"Golden Ridge",114.9285471,-29.53808854,"Golden Ridge",8,13,-29.53808854,114.9285471,"-29.538089114.928547",20.65
"267",267,"2.4.GR14",2018-06-14,"Golden Ridge",114.9287776,-29.5371908,"Golden Ridge",8,9,-29.5371908,114.9287776,"-29.537191114.928778",20.65
"268",268,"2.4.GR13",2018-06-14,"Golden Ridge",114.9292588,-29.53707907,"Golden Ridge",4,8,-29.53707907,114.9292588,"-29.537079114.929259",20.65
"269",269,"2.4.GR12",2018-06-14,"Golden Ridge",114.9294241,-29.53657871,"Golden Ridge",6,7,-29.53657871,114.9294241,"-29.536579114.929424",20.65
"270",270,"2.4.GR11",2018-06-14,"Golden Ridge",114.9294311,-29.53563734,"Golden Ridge",13,6,-29.53563734,114.9294311,"-29.535637114.929431",20.65
"271",271,"2.4.IR8",2018-06-14,"Irwin Reef",114.8740015,-29.34331109,"Irwin Reef",7,18,-29.34331109,114.8740015,"-29.343311114.874002",20.55
"272",272,"2.4.IR9",2018-06-14,"Irwin Reef",114.8740849,-29.34374163,"Irwin Reef",35,40,-29.34374163,114.8740849,"-29.343742114.874085",20.55
"273",273,"2.4.IR6",2018-06-14,"Irwin Reef",114.8740871,-29.3443199,"Irwin Reef",28,31,-29.3443199,114.8740871,"-29.34432114.874087",20.55
"274",274,"2.4.IR3",2018-06-14,"Irwin Reef",114.8738654,-29.34469151,"Irwin Reef",38,58,-29.34469151,114.8738654,"-29.344692114.873865",20.55
"275",275,"2.4.IR2",2018-06-14,"Irwin Reef",114.8734643,-29.3450614,"Irwin Reef",4,4,-29.3450614,114.8734643,"-29.345061114.873464",20.55
"276",276,"2.5.CHin1_26",2018-06-15,"Cliff Head Mid",114.9608117,-29.520845,"Cliff Head",1,2,-29.520845,114.9608117,"-29.520845114.960812",20.86
"277",277,"2.5.CHin1_23",2018-06-15,"Cliff Head Mid",114.9607767,-29.522795,"Cliff Head",0,0,-29.522795,114.9607767,"-29.522795114.960777",20.86
"278",278,"2.5.CHin1_22",2018-06-15,"Cliff Head Mid",114.9602267,-29.52430333,"Cliff Head",0,0,-29.52430333,114.9602267,"-29.524303114.960227",20.86
"279",279,"2.5.CHin1_24",2018-06-15,"Cliff Head Mid",114.960205,-29.52483667,"Cliff Head",0,0,-29.52483667,114.960205,"-29.524837114.960205",20.86
"280",280,"2.5.CHin1_25",2018-06-15,"Cliff Head Mid",114.9603283,-29.52505,"Cliff Head",0,0,-29.52505,114.9603283,"-29.52505114.960328",20.86
"281",281,"2.5.CHin1_27",2018-06-15,"Cliff Head Mid",114.9604067,-29.52544667,"Cliff Head",0,0,-29.52544667,114.9604067,"-29.525447114.960407",20.86
"282",282,"2.5.CHin1_29",2018-06-15,"Cliff Head Mid",114.959445,-29.52692333,"Cliff Head",0,0,-29.52692333,114.959445,"-29.526923114.959445",20.86
"283",283,"2.5.CHin1_21",2018-06-15,"Cliff Head Mid",114.959855,-29.52728167,"Cliff Head",0,0,-29.52728167,114.959855,"-29.527282114.959855",20.86
"284",284,"2.5.CHin1_28",2018-06-15,"Cliff Head Mid",114.9597133,-29.52788,"Cliff Head",0,1,-29.52788,114.9597133,"-29.52788114.959713",20.86
"285",285,"2.5.CHin2_30",2018-06-15,"Cliff Head South",114.957605,-29.53280167,"Cliff Head",0,1,-29.53280167,114.957605,"-29.532802114.957605",20.86
"286",286,"2.5.CHin2_31",2018-06-15,"Cliff Head South",114.9574917,-29.53346167,"Cliff Head",0,0,-29.53346167,114.9574917,"-29.533462114.957492",20.86
"287",287,"2.5.CHin2_32",2018-06-15,"Cliff Head South",114.9573733,-29.53386333,"Cliff Head",0,0,-29.53386333,114.9573733,"-29.533863114.957373",20.86
"288",288,"2.5.CHin2_37",2018-06-15,"Cliff Head South",114.957185,-29.53470667,"Cliff Head",0,0,-29.53470667,114.957185,"-29.534707114.957185",20.86
"289",289,"2.5.CHin2_41",2018-06-15,"Cliff Head South",114.9568667,-29.53551167,"Cliff Head",3,0,-29.53551167,114.9568667,"-29.535512114.956867",20.86
"290",290,"2.5.CHin2_45",2018-06-15,"Cliff Head South",114.95895,-29.53611667,"Cliff Head",1,1,-29.53611667,114.95895,"-29.536117114.95895",20.86
"291",291,"2.5.CHin2_40",2018-06-15,"Cliff Head South",114.9590283,-29.53587167,"Cliff Head",0,1,-29.53587167,114.9590283,"-29.535872114.959028",20.86
"292",292,"2.5.CHin2_33",2018-06-15,"Cliff Head South",114.9590833,-29.53573,"Cliff Head",0,1,-29.53573,114.9590833,"-29.53573114.959083",20.86
"293",293,"2.5.CHin2_48",2018-06-15,"Cliff Head South",114.952585,-29.53763333,"Cliff Head",2,0,-29.53763333,114.952585,"-29.537633114.952585",20.86
"294",294,"2.5.CHin2_44",2018-06-15,"Cliff Head South",114.9527533,-29.53795333,"Cliff Head",0,0,-29.53795333,114.9527533,"-29.537953114.952753",20.86
"295",295,"2.5.CHin2_1",2018-06-15,"Cliff Head South",114.9530117,-29.5386,"Cliff Head",3,0,-29.5386,114.9530117,"-29.5386114.953012",20.86
"296",296,"2.5.CHin2_10",2018-06-15,"Cliff Head South",114.953005,-29.53889833,"Cliff Head",1,1,-29.53889833,114.953005,"-29.538898114.953005",20.86
"297",297,"2.5.CHin2_5",2018-06-15,"Cliff Head South",114.9518233,-29.53875,"Cliff Head",0,0,-29.53875,114.9518233,"-29.53875114.951823",20.86
"298",298,"2.5.CHin2_38",2018-06-15,"Cliff Head South",114.9516017,-29.53957833,"Cliff Head",0,0,-29.53957833,114.9516017,"-29.539578114.951602",20.86
"299",299,"2.5.CHin2_36",2018-06-15,"Cliff Head South",114.950885,-29.540125,"Cliff Head",2,1,-29.540125,114.950885,"-29.540125114.950885",20.86
"300",300,"2.5.CHin2_7",2018-06-15,"Cliff Head South",114.9506283,-29.54055,"Cliff Head",1,1,-29.54055,114.9506283,"-29.54055114.950628",20.86
"301",301,"2.5.CHin2_4",2018-06-15,"Cliff Head South",114.9504317,-29.54098833,"Cliff Head",6,4,-29.54098833,114.9504317,"-29.540988114.950432",20.86
"302",302,"2.5.LH46",2018-06-15,"Little Horseshoe",114.92624,-29.46083,"Cliff Head",3,0,-29.46083,114.92624,"-29.46083114.92624",20.86
"303",303,"2.5.LH49",2018-06-15,"Little Horseshoe",114.926395,-29.46047333,"Cliff Head",2,3,-29.46047333,114.926395,"-29.460473114.926395",20.86
"304",304,"2.5.LH50",2018-06-15,"Little Horseshoe",114.9266617,-29.46017167,"Cliff Head",1,2,-29.46017167,114.9266617,"-29.460172114.926662",20.86
"305",305,"2.5.LH39",2018-06-15,"Little Horseshoe",114.9267267,-29.45970833,"Cliff Head",3,3,-29.45970833,114.9267267,"-29.459708114.926727",20.86
"306",306,"2.5.LH34",2018-06-15,"Little Horseshoe",114.9266617,-29.45916833,"Cliff Head",1,1,-29.45916833,114.9266617,"-29.459168114.926662",20.86
"307",307,"2.5.WL6",2018-06-15,"Whites Lump",114.8860183,-29.38476833,"Irwin Reef",0,3,-29.38476833,114.8860183,"-29.384768114.886018",20.86
"308",308,"2.5.WL3",2018-06-15,"Whites Lump",114.8867433,-29.38381167,"Irwin Reef",6,10,-29.38381167,114.8867433,"-29.383812114.886743",20.86
"309",309,"2.5.WL8",2018-06-15,"Whites Lump",114.8872,-29.38360833,"Irwin Reef",0,1,-29.38360833,114.8872,"-29.383608114.8872",20.86
"310",310,"2.5.WL9",2018-06-15,"Whites Lump",114.8878083,-29.38329,"Irwin Reef",1,0,-29.38329,114.8878083,"-29.38329114.887808",20.86
"311",311,"2.5.WL2",2018-06-15,"Whites Lump",114.8882517,-29.38317833,"Irwin Reef",1,0,-29.38317833,114.8882517,"-29.383178114.888252",20.86
"312",312,"2.5.GR20",2018-06-15,"Golden Ridge",114.92773,-29.54056167,"Golden Ridge",1,0,-29.54056167,114.92773,"-29.540562114.92773",20.86
"313",313,"2.5.GR17",2018-06-15,"Golden Ridge",114.9284367,-29.54009167,"Golden Ridge",3,2,-29.54009167,114.9284367,"-29.540092114.928437",20.86
"314",314,"2.5.GR16",2018-06-15,"Golden Ridge",114.9286067,-29.53961,"Golden Ridge",2,2,-29.53961,114.9286067,"-29.53961114.928607",20.86
"315",315,"2.5.GR15",2018-06-15,"Golden Ridge",114.92818,-29.53921833,"Golden Ridge",1,0,-29.53921833,114.92818,"-29.539218114.92818",20.86
