Source,Sample,Tag.number,Recapture,Length,Sex,Colour,Damage.old.a,Damage.old.l,Damage.new.a,Damage.new.l,Dead,Individual.remarks,Reproductive.stage,Setose.state,Egg.stage,Moult.stage,Cable.tie,Trip,Outlier,Total.damage,Count,Family,Genus,Species
Dongara.Millers.Masters,2.1.IR3,191355,,60.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191354,,61.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191353,,62.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,K2131,,71.2,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191352,,55.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191351,,52.1,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191350,,51.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191449,,48.1,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191448,,48.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191447,,47.1,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191446,,47.6,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR3,191445,,44.4,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2130,,81.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2129,,75.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2128,,78.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2127,,83.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2126,,77.6,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2125,,76,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2124,,77.2,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2123,,62.8,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,191444,,63.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2122,,69,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,K2121,,67.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,191443,,59.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,191442,,47.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,2.1.IR6,191441,,55.1,Female,Red,0,0,0,0,Alive,,,,,,FALSE,2,,0,1,Palinuridae,Panulirus,cygnus
