Source,Sample,Tag.number,Recapture,Length,Sex,Colour,Damage.old.a,Damage.old.l,Damage.new.a,Damage.new.l,Dead,Individual.remarks,Reproductive.stage,Setose.state,Egg.stage,Moult.stage,Cable.tie,Trip,Outlier,Total.damage,Count,Family,Genus,Species
Dongara.Millers.Masters,5.1.GR13,K3572,TRUE,75.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196596,,70.2,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196597,,70.5,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196022,TRUE,65.7,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196596,,64.5,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,195993,TRUE,54.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,K4300,,83.2,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196595,,54.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,K2777,TRUE,68.6,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196594,,46.2,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,195185,TRUE,66,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196593,,65.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196592,,61.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196591,,57.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196590,,54.8,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196587,,46.6,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,195566,TRUE,49.7,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,195555,TRUE,46.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196586,,51.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196585,,44,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,195542,TRUE,46.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR13,196584,,40.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR20,K4399,,81,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR20,K4301,,82.1,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR20,196583,,51.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR5,K4302,,93.7,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4303,,72.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4304,,86.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4398,,79.7,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4397,,87.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4396,,88,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4395,,86.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4394,,89.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K3138,TRUE,88.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K3130,TRUE,71.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K2752,TRUE,74.2,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K2791,TRUE,80.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,K4393,,75.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,191532,TRUE,68.8,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR1,195053,TRUE,63.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,K4392,,91,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,K4391,,82.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,K4390,,77.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,K4389,,77.6,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,K4388,,87.1,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,195623,TRUE,61,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,191653,TRUE,62.8,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR16,191556,,61.7,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR35,K4387,,87.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR35,K4386,,77.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR35,195629,TRUE,70.1,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR35,,,28.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K4385,,92.2,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K4051,TRUE,90.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K3275,TRUE,75.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K4384,,91.1,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K4383,,80.3,Male,Red,0,0,0,0,Alive,,,,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,5.1.GR32,K4382,,87.7,Female,Red,0,0,0,0,Alive,,,Mature,,,FALSE,5,,0,1,Palinuridae,Panulirus,cygnus
