"Source","Sample","Trip","Day","Site.code","Pot.number","Location","Site","Date","Day.pull","Latitude","Longitude","Depth.lidar","Pot.type","Comment","Pwo","Pwf","Repeated.samples","Depth.echosounder","Distance.from.shore.perpendicular.kilometer","Distance.from.shore.nearestpoint.kilometer","Days.from.new.moon","Slope","Aspect","Rugosity","Curvature","Curv.plan","Curv.profile","Sd.10m","Sd.15m","Sd.20m","Sd.25m","Sd.50m","Sd.75m","Sd.100m","Sd.200m","Sd.500m","Sd.1000m","Puerulus.count.1k","Puerulus.count.2k","Puerulus.count.3k","Substrate","Wkw","Successful.count","Successful.length","Time","Status","Depth","Observer","CampaignID"
"Dongara.Canons.Masters","6.CH62F2","0","6","CH62","2","Little Horseshoe","Little Horseshoe","20171207","2","-29.46122167","114.9128533","15.12","F",NA,NA,NA,"1","14","8.68","6.59","17","0.55809","180.884","1.00001","0.061","0.08069","0.01969","0.03605","0.03614","0.03352","0.03341","0.05692","0.0841","0.1021","0.16079","1.12444","2.61232",NA,"8.333","8.333","Sand",NA,"Yes","Yes","12:00:00","Fished","15.12","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH62C3","0","6","CH62","3","Little Horseshoe","Little Horseshoe","20171207","2","-29.46006333","114.91285","14.99","C",NA,NA,NA,"1","14","8.68","6.55","17","0.56865","351.453","1.00009","0.58973","0.12799","-0.46175","0.05939","0.0576","0.06097","0.06473","0.09983","0.12149","0.12296","0.18546","0.93814","2.50605",NA,"8.333","8.333","Sand",NA,"Yes","Yes","12:00:00","Fished","14.99","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH72C1","0","6","CH72","1","White Point","South Dummy","20171207","2","-29.48175","114.8939","18.8","C",NA,NA,NA,"1","16.8","11.55","9.08","17","0.81105","295.56201","1.0001","-0.82024","-0.41541","0.40483","0.07494","0.08566","0.10199","0.14795","0.3381","0.44991","0.47722","0.54308","2.93472","2.53954",NA,NA,"5","Sand",NA,"Yes","Yes","12:00:00","Fished","18.8","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH72F2","0","6","CH72","2","White Point","South Dummy","20171207","2","-29.481358","114.893852","18.47","F",NA,NA,NA,"1","16.8","11.55","9.07","17","1.45588","95.9786","1.00033","-1.68784","-1.0078","0.68004","0.13889","0.17503","0.21886","0.31083","0.45876","0.43506","0.40945","0.53446","3.1199","2.55722",NA,NA,"5","Sand",NA,"Yes","Yes","12:00:00","Fished","18.47","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH72C3","0","6","CH72","3","White Point","South Dummy","20171207","2","-29.48103167","114.893885","18","C",NA,NA,NA,"1","16.8","11.55","9.05","17","0.96545","236.798","1.00052","0.46094","0.33799","-0.12296","0.14406","0.21248","0.25373","0.31594","0.40945","0.38022","0.36116","0.59413","3.30509","2.56686",NA,NA,"5","Sand",NA,"Yes","Yes","12:00:00","Fished","18","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH72F4","0","6","CH72","4","White Point","South Dummy","20171207","2","-29.48067667","114.8941833","18.34","F",NA,NA,NA,"1","16.8","11.51","9.01","17","0.6646","7.43388","1.00026","-1.52515","-0.65763","0.86753","0.06163","0.09407","0.10781","0.11502","0.2156","0.28291","0.33154","0.67615","3.6011","2.56698",NA,NA,"5","Sand",NA,"Yes","Yes","12:00:00","Fished","18.34","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH72C5","0","6","CH72","5","White Point","South Dummy","20171207","2","-29.48006167","114.894695","18.21","C",NA,NA,NA,"1","16.8","11.46","8.94","17","0.52048","336.315","1.00003","-0.37962","-0.26398","0.11564","0.06227","0.06865","0.09497","0.12733","0.35297","0.42969","0.48715","1.46565","3.97263","2.55945",NA,NA,"5","Sand",NA,"Yes","Yes","12:00:00","Fished","18.21","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82F1","0","6","CH82","1","Little Horseshoe","Little Horseshoe","20171207","2","-29.44112667","114.890875","15.05","F",NA,NA,NA,"1","14.5","9.82","7.86","17","0.55201","320.04099","1.00016","-1.33948","-0.72266","0.61682","0.05326","0.06939","0.11834","0.26521","0.85037","0.78598","1.14524","2.89359","4.86461","5.11673",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","15.05","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82C2","0","6","CH82","2","Little Horseshoe","Little Horseshoe","20171207","2","-29.44167333","114.8899533","15.34","C",NA,"X",NA,"1","14.5","9.93","7.97","17","0.63661","359.151","1.00001","-0.17623","-0.11744","0.05879","0.05919","0.07823","0.0954","0.12658","0.26462","0.494","1.45758","3.42565","4.75201","5.30065",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","15.34","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82F3","0","6","CH82","3","Little Horseshoe","Little Horseshoe","20171207","2","-29.44235","114.8895667","13.61","F",NA,NA,NA,"1","14.5","9.97","8.04","17","7.02091","320.16","1.0013","1.26078","1.27448","0.0137","0.63695","0.93294","1.17832","1.53347","2.63509","3.20228","3.48694","3.74939","4.70099","5.40229",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","13.61","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82F4","0","6","CH82","4","Little Horseshoe","Little Horseshoe","20171207","2","-29.44301","114.8886767","14.5","F",NA,NA,NA,"1","14.5","10.07","8.15","17","1.60957","249.401","1.00029","0.42705","0.27269","-0.15436","0.15756","0.19987","0.23462","0.28523","0.48311","1.07948","2.05435","3.46183","4.641","5.56446",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","14.5","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82C5","0","6","CH82","5","Little Horseshoe","Little Horseshoe","20171207","2","-29.44337","114.888285","14.89","C",NA,NA,NA,"1","14.5","10.11","8.21","17","0.8479","181.207","1.00021","0.75919","0.43513","-0.32406","0.08788","0.11124","0.13244","0.17432","0.38026","0.58003","0.88296","3.19761","4.64705","5.616",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","14.89","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH82F6","0","6","CH82","6","Little Horseshoe","Little Horseshoe","20171207","2","-29.44434333","114.8886517","13.9","F",NA,NA,NA,"1","14.5","10.07","8.23","17","1.79854","275.86899","1.00017","-0.7592","-0.1058","0.6534","0.13482","0.17017","0.20895","0.27412","0.55084","1.04867","2.17259","4.09346","4.94761","5.63569",NA,"5","5","Sand",NA,"Yes","Yes","12:00:00","Fished","13.9","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111F0","0","6","CH111","0","White Point","Whites Lump","20171207","2","-29.40119833","114.887045","18.6","F",NA,"X",NA,"1","16","8.29","6.77","17","1.28997","183.78101","1.00031","-0.81505","0.03658","0.85163","0.13152","0.17976","0.21299","0.24521","0.2731","0.54482","0.51337","0.51127","0.71439","1.08756",NA,NA,"2","Sand",NA,"Yes","Yes","12:00:00","Fished","18.6","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111C1","0","6","CH111","1","White Point","Whites Lump","20171207","2","-29.40080333","114.886945","18.73","C",NA,NA,NA,"1","16","8.3","6.78","17","12.0649","177.40401","1.00835","-4.597","0.56313","5.16013","1.09598","1.16092","1.24516","1.16694","0.78355","0.61975","0.52486","0.50176","0.68685","1.09541",NA,NA,"2","Sand",NA,"Yes","Yes","12:00:00","Fished","18.73","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111F2","0","6","CH111","2","White Point","Whites Lump","20171207","2","-29.400038","114.886938","19.25","F",NA,NA,NA,"1","16","7.86","6.77","17","2.26362","70.6965","1.0001","-0.11195","-0.05835","0.05359","0.17604","0.19314","0.1829","0.17683","0.19065","0.52632","0.49444","0.51211","0.62293","1.13115",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","19.25","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111C3","0","6","CH111","3","White Point","Whites Lump","20171207","2","-29.399395","114.8871383","18.63","C",NA,NA,NA,"1","16","7.84","6.75","17","0.83213","345.85599","1.00031","-1.21607","-0.12979","1.08628","0.08319","0.12403","0.14411","0.17223","0.27815","0.35697","0.42101","0.57015","0.59805","1.12572",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","18.63","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111F4","0","6","CH111","4","White Point","Whites Lump","20171207","2","-29.398305","114.890085","17.87","F",NA,"X",NA,"2","16","7.51","6.46","17","0.62221","224.942","1.00009","0.03839","0.08416","0.04577","0.06851","0.1062","0.11816","0.13925","0.24571","0.28688","0.32247","0.4235","0.78487","1.37455",NA,NA,"2","Sand",NA,"Yes","Yes","12:00:00","Fished","17.87","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111C5","0","6","CH111","5","White Point","Whites Lump","20171207","2","-29.39749","114.8897617","18.28","C",NA,NA,NA,"2","16","7.55","6.48","17","0.2996","25.6533","1.0001","0.01399","0.01553","0.00154","0.08797","0.11167","0.16957","0.17865","0.18877","0.24056","0.31018","0.37598","0.77489","1.42266",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","18.28","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH111F6","0","6","CH111","6","White Point","Whites Lump","20171207","2","-29.39635333","114.8889333","18.26","F",NA,NA,NA,"2","16","7.64","6.56","17","0.3802","204.188","1.00015","-0.75714","-0.3022","0.45494","0.06225","0.11718","0.13562","0.15151","0.16654","0.18011","0.19067","0.28882","0.68081","1.39492",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","18.26","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122C1","0","6","CH122","1","White Point","White Point","20171207","2","-29.40532333","114.8772167","18.1","C",NA,NA,NA,"1","16.5","9.38","7.77","17","0.52187","243.48199","1.00018","-0.69969","-0.46761","0.23208","0.06207","0.07786","0.08715","0.09657","0.13975","0.15683","0.16681","0.25053","1.04214","1.67182",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","18.1","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122F2","0","6","CH122","2","White Point","White Point","20171207","2","-29.40504","114.8776017","17.9","F",NA,NA,NA,"1","16.5","9.33","7.73","17","0.30711","290.673","1.00005","0.55636","0.36896","-0.1874","0.03992","0.05448","0.07579","0.12529","0.19915","0.1717","0.16706","0.28558","1.04218","1.66128",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.9","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122C3","0","6","CH122","3","White Point","White Point","20171207","2","-29.40437333","114.8775383","18.01","C",NA,NA,NA,"1","16.5","9.34","7.73","17","1.30162","235.39","1.00019","-0.41981","0.0017","0.42151","0.12045","0.12015","0.11723","0.11615","0.14084","0.17442","0.17097","0.2684","1.00446","1.62438",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","18.01","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122F4","0","6","CH122","4","White Point","White Point","20171207","2","-29.40402","114.877795","17.87","F",NA,NA,NA,"1","16.5","9.31","7.7","17","0.72371","186.37801","1.00006","-0.42684","-0.3459","0.08094","0.08655","0.14519","0.18316","0.20457","0.19986","0.17988","0.18325","0.31172","0.98478","1.60762",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.87","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122C5","0","6","CH122","5","White Point","White Point","20171207","2","-29.40342","114.8778083","17.75","C",NA,NA,NA,"1","16.5","9.31","7.69","17","1.21817","31.0757","1.00007","0.66473","0.29413","-0.37061","0.0992","0.11066","0.11127","0.11766","0.16275","0.17738","0.1887","0.29885","0.9448","1.57599",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.75","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122F6","0","6","CH122","6","White Point","White Point","20171207","2","-29.40271667","114.87846","17.73","F",NA,NA,NA,"1","16.5","9.24","7.62","17","1.32523","294.22","1.00003","-0.28688","-0.2166","0.07028","0.12396","0.12679","0.13791","0.14023","0.20768","0.25978","0.25996","0.45757","0.86291","1.53898",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.73","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122C7","0","6","CH122","7","White Point","White Point","20171207","2","-29.401985","114.8788567","17.69","C",NA,NA,NA,"1","16.5","9.19","7.57","17","0.77254","41.9609","1.00023","1.39938","0.84675","-0.55263","0.06331","0.09759","0.1118","0.1288","0.22283","0.26804","0.33568","0.51112","0.85266","1.5005",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.69","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122F8","0","6","CH122","8","White Point","White Point","20171207","2","-29.40109333","114.8787367","17.61","F",NA,NA,NA,"1","16.5","9.21","7.58","17","0.50501","35.2245","1.00019","0.87103","0.36536","-0.50568","0.09107","0.13026","0.15532","0.1614","0.15704","0.21917","0.29084","0.45621","0.80436","1.56938",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.61","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122C9","0","6","CH122","9","White Point","White Point","20171207","2","-29.39957167","114.878675","17.59","C","Crab (1)",NA,NA,"1","16.5","8.78","7.57","17","1.61002","35.8484","1.00005","0.0246","-0.018","-0.0426","0.145","0.16056","0.16481","0.16649","0.17517","0.18198","0.2039","0.36235","0.75315","1.77883",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.59","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.CH122F10","0","6","CH122","10","White Point","White Point","20171207","2","-29.39922667","114.8784467","17.55","F",NA,NA,NA,"1","16.5","8.8","7.59","17","1.61536","186.87601","1.00008","-0.27289","-0.32708","-0.05419","0.13792","0.14646","0.14378","0.14774","0.17171","0.17831","0.174","0.28389","0.73109","1.79638",NA,NA,"2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.55","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14C1","0","6","WP14","1","White Point","Whites Lump","20171207","2","-29.381486","114.88539","16.87","C",NA,NA,NA,"1","14","8.26","7.08","17","0.26731","47.6059","1.00006","-0.18191","-0.19146","-0.00955","0.0452","0.0672","0.07873","0.08533","0.14806","0.20498","0.27991","0.37716","1.22941","1.02178",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.87","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14F2","0","6","WP14","2","White Point","Whites Lump","20171207","2","-29.382865","114.8849483","16.13","F",NA,NA,NA,"1","14","8.31","7.09","17","0.95591","268.92999","1.00038","1.87518","0.80769","-1.06749","0.09383","0.10651","0.12304","0.13464","0.18801","0.23835","0.28733","0.66732","1.21855","1.11498",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.13","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14F3","0","6","WP14","3","White Point","Whites Lump","20171207","2","-29.381985","114.885185","16.51","F",NA,NA,NA,"1","14","8.28","7.09","17","0.83503","149.345","1.00019","0.67868","0.34894","-0.32974","0.09057","0.1128","0.12714","0.14153","0.28082","0.32836","0.35594","0.40666","1.22211","1.05408",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.51","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14C4","0","6","WP14","4","White Point","Whites Lump","20171207","2","-29.38239333","114.8851233","16.33","C",NA,NA,NA,"1","14","8.29","7.09","17","0.4484","208.808","1.00014","0.02796","0.27379","0.24583","0.07045","0.07849","0.10193","0.15992","0.2497","0.28814","0.35393","0.43236","1.21711","1.07698",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.33","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14C5","0","6","WP14","5","White Point","Whites Lump","20171207","2","-29.38349333","114.8848933","16.51","C",NA,"X",NA,"1","14","8.31","7.09","17","0.44584","246.398","1.00009","0.14693","0.2844","0.13747","0.0689","0.09228","0.11031","0.12231","0.1703","0.20732","0.24748","1.2186","1.23634","1.14792",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.51","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14C6","0","6","WP14","6","White Point","Whites Lump","20171207","2","-29.38407833","114.88509","16.35","C",NA,NA,NA,"1","14","8.12","7.05","17","1.13371","61.1979","1.00031","0.90958","0.75533","-0.15425","0.12125","0.14764","0.15556","0.15443","0.17349","0.32869","0.89607","1.46501","1.26897","1.17815",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.35","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14F7","0","6","WP14","7","White Point","Whites Lump","20171207","2","-29.38433833","114.885265","16.54","F",NA,NA,NA,"1","14","8.1","7.03","17","0.19178","52.5152","1.00007","-0.59837","-0.13927","0.45909","0.0485","0.07927","0.107","0.18011","0.50913","1.20971","1.73703","1.51943","1.28656","1.1952",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.54","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP14C8","0","6","WP14","8","White Point","Whites Lump","20171207","2","-29.38491333","114.8854533","15.65","C",NA,NA,NA,"1","14","8.08","7","17","0.65625","86.9637","1.0001","0.8746","0.50484","-0.36976","0.08377","0.19094","0.31748","0.47158","0.74123","1.09569","2.17789","1.53624","1.33071","1.23224",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","15.65","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15C1","0","6","WP15","1","White Point","Whites Lump","20171207","2","-29.381105","114.889625","16.85","C",NA,NA,NA,"1","15","7.79","6.69","17","0.22697","331.39001","1.00005","0.27289","-0.04894","-0.32183","0.03034","0.04405","0.04579","0.04939","0.0731","0.10666","0.13602","0.3651","1.17907","0.97464",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.85","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15F2","0","6","WP15","2","White Point","Whites Lump","20171207","2","-29.38159","114.88953","16.83","F",NA,NA,NA,"1","15","7.8","6.69","17","0.30871","44.4939","1.00006","0.23091","0.11513","-0.11577","0.03359","0.04885","0.07059","0.08581","0.16811","0.22826","0.30349","0.54686","1.25427","1.00902",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.83","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15F3","0","6","WP15","3","White Point","Whites Lump","20171207","2","-29.38197","114.8893233","16.42","F",NA,NA,NA,"1","15","7.82","6.7","17","0.45353","61.5861","1.00007","-0.60875","-0.15309","0.45567","0.05815","0.11437","0.16981","0.21014","0.32017","0.38072","0.48622","1.3111","1.25576","1.03709",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.42","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15C4","0","6","WP15","4","White Point","Whites Lump","20171207","2","-29.38272333","114.8892267","15.44","C",NA,NA,NA,"1","15","7.83","6.69","17","1.41032","157.92799","1.00048","1.52389","0.84712","-0.67677","0.12307","0.16384","0.21808","0.29648","0.45092","0.50765","0.92705","2.15827","1.26452","1.09983",NA,"2.167","2.167","Reef",NA,"Yes","Yes","12:00:00","Fished","15.44","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15C5","0","6","WP15","5","White Point","Whites Lump","20171207","2","-29.38356667","114.889465","15","C",NA,NA,NA,"1","15","7.81","6.65","17","2.51017","135.94501","1.0002","-1.3714","-0.66765","0.70375","0.21823","0.28572","0.30433","0.33006","0.43775","1.10308","2.02043","2.04618","1.29439","1.16523",NA,"2.167","2.167","Reef",NA,"Yes","Yes","12:00:00","Fished","15","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP15F6","0","6","WP15","6","White Point","Whites Lump","20171207","2","-29.38467","114.8903117","15.4","F",NA,NA,NA,"1","15","7.54","6.54","17","1.4859","66.5017","1.0001","-0.54019","-0.14274","0.39745","0.11986","0.13682","0.14069","0.14133","0.19827","0.2422","0.28835","0.89633","1.36267","1.25657",NA,"2.167","2.167","Reef",NA,"Yes","Yes","12:00:00","Fished","15.4","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP16C1","0","6","WP16","1","White Point","Whites Lump","20171207","2","-29.38619833","114.8890967","16.11","C",NA,NA,NA,"1","15.4","7.68","6.63","17","0.92499","242.13699","1.00008","0.34424","0.06139","-0.28285","0.08147","0.09892","0.12223","0.14585","0.21163","0.27614","0.3538","0.67456","1.43538","1.34441",NA,"2.167","2.167","Reef",NA,"Yes","Yes","12:00:00","Fished","16.11","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP16F2","0","6","WP16","2","White Point","Whites Lump","20171207","2","-29.38646833","114.8879717","16.53","F",NA,NA,NA,"1","15.4","7.8","6.73","17","1.05359","109.627","1.00012","0.35126","0.08098","-0.27028","0.08907","0.10515","0.11778","0.12898","0.20045","0.2887","0.37322","0.75181","1.44875","1.35139",NA,"2.167","2.167","Reef",NA,"Yes","Yes","12:00:00","Fished","16.53","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP16F3","0","6","WP16","3","White Point","Whites Lump","20171207","2","-29.38729","114.8878017","16.87","F",NA,NA,NA,"1","15.4","7.82","6.74","17","2.25666","222.623","1.00068","2.24964","0.92801","-1.32163","0.17334","0.17341","0.16484","0.15138","0.14219","0.15212","0.20509","0.47201","1.51946","1.37994",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.87","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP16C4","0","6","WP16","4","White Point","Whites Lump","20171207","2","-29.38723333","114.88707","16.92","C",NA,NA,NA,"1","15.4","7.9","6.81","17","1.69167","192.98599","1.0001","0.32886","0.11564","-0.21322","0.13127","0.14148","0.14559","0.15629","0.14869","0.1988","0.24304","0.50129","1.50597","1.35563",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","16.92","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","6.WP16F5","0","6","WP16","5","White Point","Whites Lump","20171207","2","-29.38755","114.886475","17.43","F",NA,NA,NA,"1","15.4","7.97","6.86","17","0.54215","96.0668","1.00009","0.2029","0.03397","-0.16894","0.07528","0.09654","0.11845","0.12855","0.1525","0.19338","0.22769","0.44649","1.46383","1.34294",NA,"2.167","2.167","Sand",NA,"Yes","Yes","12:00:00","Fished","17.43","Oscar Doncel Canon","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_1","1","1","CHin1","1","Cliff Head","Cliff Head Mid","20180508","1","-29.52059333","114.96065","6.411","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","6.411","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_2","1","1","CHin1","2","Cliff Head","Cliff Head Mid","20180508","1","-29.52081","114.9607567","6.81","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","6.81","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_3","1","1","CHin1","3","Cliff Head","Cliff Head Mid","20180508","1","-29.52257","114.96078","5.85","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","5.85","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_4","1","1","CHin1","4","Cliff Head","Cliff Head Mid","20180508","1","-29.52398","114.9602283","7.801","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","7.801","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_5","1","1","CHin1","5","Cliff Head","Cliff Head Mid","20180508","1","-29.52431361","114.9602023","7.3","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","7.3","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
"Dongara.Millers.Masters","1.1.CHin1_6","1","1","CHin1","6","Cliff Head","Cliff Head Mid","20180508","1","-29.52465285","114.9602273","5.799","13",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","12:00:00","Fished","5.799","Ash Miller","2018-05_Dongara.Millers.Masters_Trapping"
