"Source","Sample","Tag.number","Recapture","Length","Sex","Colour","Damage.old.a","Damage.old.l","Damage.new.a","Damage.new.l","Dead","Individual.remarks","Reproductive.stage","Setose.state","Egg.stage","Moult.stage","Cable.tie","Trip","Outlier","Total.damage","Count","Family","Genus","Species","CampaignID"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,65,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,68,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,69,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,64,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,68,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,69,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,68,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,64,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C5",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,77,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,76,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C6",NA,NA,54,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,72,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,71,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,76,"Female","Unknown",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C8",NA,NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11","K1031",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11","K1033",NA,68,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11","K1035",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11","K1036",NA,66,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11","K1038",NA,66,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,71,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,84,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,70,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,73,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,78,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,71,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,78,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,73,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,77,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C11",NA,NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F13",NA,NA,70,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F13",NA,NA,64,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F13",NA,NA,58,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F13",NA,NA,44,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,76,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,68,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,79,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,67,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,61,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,71,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C14",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C15",NA,NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C15",NA,NA,87,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C15",NA,NA,79,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F16",NA,NA,66,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F16",NA,NA,77,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F16",NA,NA,68,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17F16",NA,NA,55,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C17","K1036",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C17","K1041",NA,78,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM17C17","K1046",NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,69,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,79,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,79,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,67,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,68,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10C1",NA,NA,67,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2","K1044",NA,65,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2","K1045",NA,72,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2","K1046",NA,80,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2","K1048",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2","K1030",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2",NA,NA,56,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","1.SM10F2",NA,NA,53,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
