"Source","Sample","Tag.number","Recapture","Length","Sex","Colour","Damage.old.a","Damage.old.l","Damage.new.a","Damage.new.l","Dead","Individual.remarks","Reproductive.stage","Setose.state","Egg.stage","Moult.stage","Cable.tie","Trip","Outlier","Total.damage","Count","Family","Genus","Species","CampaignID"
"Dongara.Canons.Masters","2.SM10C6",NA,NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"TRUE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0406",NA,73,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0407",NA,70,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0408",NA,73,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0409",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0410",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0411",NA,69,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0412",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0413",NA,65,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0414",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0415",NA,75,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0416",NA,75,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0417",NA,67,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0418",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0419",NA,67,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0420",NA,73,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0421",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0422",NA,69,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0423",NA,90,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7",NA,NA,60,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0424",NA,67,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0425",NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0426",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0427",NA,61,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0428",NA,61,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0430",NA,74,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0432",NA,62,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0433",NA,66,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0434",NA,67,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0435",NA,64,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0436",NA,70,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0437",NA,64,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7",NA,NA,68,"Female","Red",0,2,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,2,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0439",NA,64,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0440",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0441",NA,73,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0442",NA,71,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0444",NA,70,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0445",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0446",NA,63,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0447",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0448",NA,67,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C7","K0449",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0313",NA,65,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0382",NA,73,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0326",NA,61,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0429",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0438",NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8",NA,NA,70,"Female","White",1,7,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,8,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0333",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8",NA,NA,38,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0451",NA,70,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0452",NA,72,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0453",NA,71,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0454",NA,82,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0455",NA,65,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0457",NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0458",NA,67,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0459",NA,64,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0460",NA,71,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0461",NA,68,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0462",NA,69,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0463",NA,67,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0464",NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0465",NA,64,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0467",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0468",NA,61,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0469",NA,81,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10F8","K0470",NA,70,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0471",NA,85,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0472",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0473",NA,81,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0474",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0475",NA,75,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0476",NA,76,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0477",NA,83,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0478",NA,78,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0479",NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0480",NA,72,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0481",NA,70,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0482",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0483",NA,75,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0484",NA,71,"Female","White",1,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,1,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0485",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0486",NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0487",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0489",NA,77,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0490",NA,74,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0492",NA,67,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0493",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0494",NA,72,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0495",NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0496",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0497",NA,73,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0498",NA,72,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0499",NA,73,"Female","White",2,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,2,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C9","K0500",NA,75,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0491",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0466",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0450",NA,79,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0456",NA,76,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0501",NA,70,"Female","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0502",NA,62,"Female","Red",1,1,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,2,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0503",NA,73,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0504",NA,72,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0505",NA,73,"Male","White",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10",NA,NA,70,"Male","Red",2,0,0,0,"Alive","Maybe K0506",NA,NA,NA,NA,"FALSE",0,NA,2,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0507",NA,63,"Male","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0508",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0509",NA,62,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0510",NA,73,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
"Dongara.Canons.Masters","2.SM10C10","K0511",NA,71,"Female","Red",0,0,0,0,"Alive",NA,NA,NA,NA,NA,"FALSE",0,NA,0,1,"Palinuridae","Panulirus","cygnus","2017-11_Dongara.Canons.Masters_Trapping"
