"","Long","Lat","z"
"1",112.7,-25.36,0.00152675462073917
"2",112.710377358491,-25.36,0.00217419384110857
"3",112.720754716981,-25.36,0.00306427714251438
"4",112.731132075472,-25.36,0.00427422626799024
"5",112.741509433962,-25.36,0.00590047002605749
"6",112.751886792453,-25.36,0.008061507715678
"7",112.762264150943,-25.36,0.0109005497761362
"8",112.772641509434,-25.36,0.014587666802736
"9",112.783018867925,-25.36,0.0193211220690647
"10",112.793396226415,-25.36,0.0253275176691709
"11",112.803773584906,-25.36,0.0328603588488201
"12",112.814150943396,-25.36,0.0421966440924353
"13",112.824528301887,-25.36,0.0536311286811542
"14",112.834905660377,-25.36,0.067467993662025
"15",112.845283018868,-25.36,0.0840097843190391
"16",112.855660377358,-25.36,0.103543661742745
"17",112.866037735849,-25.36,0.126325231850731
"18",112.87641509434,-25.36,0.152560465930201
"19",112.88679245283,-25.36,0.182386487046742
"20",112.897169811321,-25.36,0.21585224382476
"21",112.907547169811,-25.36,0.252900300046345
"22",112.917924528302,-25.36,0.293351107271342
"23",112.928301886792,-25.36,0.336891172695685
"24",112.938679245283,-25.36,0.383066466039319
"25",112.949056603774,-25.36,0.431282216884976
"26",112.959433962264,-25.36,0.480809938812734
"27",112.969811320755,-25.36,0.530802093337079
"28",112.980188679245,-25.36,0.580314302585385
"29",112.990566037736,-25.36,0.62833447368637
"30",113.000943396226,-25.36,0.673817656712181
"31",113.011320754717,-25.36,0.715724971647356
"32",113.021698113208,-25.36,0.753064555915783
"33",113.032075471698,-25.36,0.784932242337298
"34",113.042452830189,-25.36,0.810549605282972
"35",113.052830188679,-25.36,0.829297121436468
"36",113.06320754717,-25.36,0.840740474524151
"37",113.07358490566,-25.36,0.844648467144626
"38",113.083962264151,-25.36,0.841001549459745
"39",113.094339622642,-25.36,0.829990585944688
"40",113.104716981132,-25.36,0.812006104875073
"41",113.115094339623,-25.36,0.787618859089955
"42",113.125471698113,-25.36,0.757553025591754
"43",113.135849056604,-25.36,0.722653751220382
"44",113.146226415094,-25.36,0.683850990878646
"45",113.156603773585,-25.36,0.642121676802567
"46",113.166981132075,-25.36,0.5984522088729
"47",113.177358490566,-25.36,0.553803084861123
"48",113.187735849057,-25.36,0.50907722166783
"49",113.198113207547,-25.36,0.465093184220173
"50",113.208490566038,-25.36,0.422564168642905
"51",113.218867924528,-25.36,0.382083209267741
"52",113.229245283019,-25.36,0.344114719221904
"53",113.239622641509,-25.36,0.308992150395016
"54",113.25,-25.36,0.276921283275256
"55",113.260377358491,-25.36,0.247988437830299
"56",113.270754716981,-25.36,0.222172736123684
"57",113.281132075472,-25.36,0.19936144519169
"58",113.291509433962,-25.36,0.17936738203011
"59",113.301886792453,-25.36,0.161947367080772
"60",113.312264150943,-25.36,0.146820763178605
"61",113.322641509434,-25.36,0.133687227644638
"62",113.333018867925,-25.36,0.122242929545178
"63",113.343396226415,-25.36,0.112194634735597
"64",113.353773584906,-25.36,0.103271229952315
"65",113.364150943396,-25.36,0.0952324348391603
"66",113.374528301887,-25.36,0.0878746277320341
"67",113.384905660377,-25.36,0.0810338774639263
"68",113.395283018868,-25.36,0.0745864200762373
"69",113.405660377358,-25.36,0.0684469380400827
"70",113.416037735849,-25.36,0.0625650842631848
"71",113.42641509434,-25.36,0.0569207401907282
"72",113.43679245283,-25.36,0.0515185060230247
"73",113.447169811321,-25.36,0.0463818937929632
"74",113.457547169811,-25.36,0.0415476358627883
"75",113.467924528302,-25.36,0.0370604396647354
"76",113.478301886792,-25.36,0.0329684230923578
"77",113.488679245283,-25.36,0.0293193633754815
"78",113.499056603774,-25.36,0.0261577948232025
"79",113.509433962264,-25.36,0.0235229057150726
"80",113.519811320755,-25.36,0.021447118338999
"81",113.530188679245,-25.36,0.0199551929912326
"82",113.540566037736,-25.36,0.0190636785083385
"83",113.550943396226,-25.36,0.0187805379914797
"84",113.561320754717,-25.36,0.0191048059728006
