,Lon,Lat,z
9177,112.9869048,-24.21071429,2.71E-35
9178,112.9946429,-24.21071429,4.19E-35
9179,113.002381,-24.21071429,6.42E-35
9180,113.010119,-24.21071429,9.76E-35
9181,113.0178571,-24.21071429,1.47E-34
9182,113.0255952,-24.21071429,2.20E-34
9183,113.0333333,-24.21071429,3.27E-34
9184,113.0410714,-24.21071429,4.81E-34
9185,113.0488095,-24.21071429,7.02E-34
9186,113.0565476,-24.21071429,1.02E-33
9187,113.0642857,-24.21071429,1.46E-33
9188,113.0720238,-24.21071429,2.08E-33
9189,113.0797619,-24.21071429,2.93E-33
9190,113.0875,-24.21071429,4.10E-33
9191,113.0952381,-24.21071429,5.70E-33
9192,113.1029762,-24.21071429,7.85E-33
9193,113.1107143,-24.21071429,1.07E-32
9194,113.1184524,-24.21071429,1.45E-32
9195,113.1261905,-24.21071429,1.95E-32
9196,113.1339286,-24.21071429,2.60E-32
9197,113.1416667,-24.21071429,3.44E-32
9198,113.1494048,-24.21071429,4.51E-32
9199,113.1571429,-24.21071429,5.87E-32
9200,113.164881,-24.21071429,7.57E-32
9201,113.172619,-24.21071429,9.69E-32
9202,113.1803571,-24.21071429,1.23E-31
9203,113.1880952,-24.21071429,1.55E-31
9204,113.1958333,-24.21071429,1.93E-31
9205,113.2035714,-24.21071429,2.39E-31
9206,113.2113095,-24.21071429,2.93E-31
9207,113.2190476,-24.21071429,3.57E-31
9208,113.2267857,-24.21071429,4.31E-31
9209,113.2345238,-24.21071429,5.16E-31
9210,113.2422619,-24.21071429,6.13E-31
9211,113.25,-24.21071429,7.22E-31
9212,113.2577381,-24.21071429,8.44E-31
9213,113.2654762,-24.21071429,9.77E-31
9214,113.2732143,-24.21071429,1.12E-30
9215,113.2809524,-24.21071429,1.28E-30
9216,113.2886905,-24.21071429,1.45E-30
9217,113.2964286,-24.21071429,1.62E-30
9218,113.3041667,-24.21071429,1.80E-30
9219,113.3119048,-24.21071429,1.99E-30
9220,113.3196429,-24.21071429,2.18E-30
9221,113.327381,-24.21071429,2.36E-30
9222,113.335119,-24.21071429,2.54E-30
9223,113.3428571,-24.21071429,2.71E-30
9224,113.3505952,-24.21071429,2.87E-30
9225,113.3583333,-24.21071429,3.01E-30
9226,113.3660714,-24.21071429,3.14E-30
9227,113.3738095,-24.21071429,3.24E-30
9228,113.3815476,-24.21071429,3.32E-30
9229,113.3892857,-24.21071429,3.37E-30
9230,113.3970238,-24.21071429,3.39E-30
9231,113.4047619,-24.21071429,3.39E-30
9232,113.4125,-24.21071429,3.36E-30
9233,113.4202381,-24.21071429,3.30E-30
9234,113.4279762,-24.21071429,3.22E-30
9235,113.4357143,-24.21071429,3.11E-30
9236,113.4434524,-24.21071429,2.98E-30
9237,113.4511905,-24.21071429,2.83E-30
9238,113.4589286,-24.21071429,2.67E-30
9239,113.4666667,-24.21071429,2.50E-30
9240,113.4744048,-24.21071429,2.32E-30
9241,113.4821429,-24.21071429,2.13E-30
9242,113.489881,-24.21071429,1.95E-30
9243,113.497619,-24.21071429,1.76E-30
9244,113.5053571,-24.21071429,1.58E-30
9245,113.5130952,-24.21071429,1.41E-30
9246,113.5208333,-24.21071429,1.24E-30
9247,113.5285714,-24.21071429,1.09E-30
9248,113.5363095,-24.21071429,9.46E-31
9249,113.5440476,-24.21071429,8.14E-31
9250,113.5517857,-24.21071429,6.96E-31
9251,113.5595238,-24.21071429,5.90E-31
9252,113.5672619,-24.21071429,4.95E-31
9253,113.575,-24.21071429,4.13E-31
9254,113.5827381,-24.21071429,3.41E-31
9255,113.5904762,-24.21071429,2.80E-31
9256,113.5982143,-24.21071429,2.28E-31
9257,113.6059524,-24.21071429,1.83E-31
9258,113.6136905,-24.21071429,1.47E-31
9259,113.6214286,-24.21071429,1.16E-31
9260,113.6291667,-24.21071429,9.16E-32
9261,113.6369048,-24.21071429,7.15E-32
9262,113.6446429,-24.21071429,5.53E-32
9263,113.652381,-24.21071429,4.24E-32
9264,113.660119,-24.21071429,3.23E-32
9265,113.6678571,-24.21071429,2.44E-32
9266,113.6755952,-24.21071429,1.83E-32
9267,113.6833333,-24.21071429,1.36E-32
9268,113.6910714,-24.21071429,9.99E-33
9269,113.6988095,-24.21071429,7.30E-33
9270,113.7065476,-24.21071429,5.29E-33
9271,113.7142857,-24.21071429,3.80E-33
9272,113.7220238,-24.21071429,2.71E-33
9273,113.7297619,-24.21071429,1.91E-33
9274,113.7375,-24.21071429,1.34E-33
9275,113.7452381,-24.21071429,9.33E-34
9276,113.7529762,-24.21071429,6.43E-34
9277,113.7607143,-24.21071429,4.40E-34
9278,113.7684524,-24.21071429,2.98E-34
9279,113.7761905,-24.21071429,2.01E-34
9280,113.7839286,-24.21071429,1.34E-34
9281,113.7916667,-24.21071429,8.87E-35
9282,113.7994048,-24.21071429,5.82E-35
9283,113.8071429,-24.21071429,3.79E-35
9284,113.814881,-24.21071429,2.45E-35
9285,113.822619,-24.21071429,1.57E-35
9286,113.8303571,-24.21071429,9.94E-36
9287,113.8380952,-24.21071429,6.26E-36
9288,113.8458333,-24.21071429,3.91E-36
9289,113.8535714,-24.21071429,2.42E-36
9290,113.8613095,-24.21071429,1.49E-36
9291,113.8690476,-24.21071429,9.08E-37
9292,113.8767857,-24.21071429,5.49E-37
9293,113.8845238,-24.21071429,3.29E-37
9294,113.8922619,-24.21071429,1.96E-37
9295,113.9,-24.21071429,1.15E-37
9296,112.6,-24.22202381,5.83E-43
9297,112.6077381,-24.22202381,1.36E-42
9298,112.6154762,-24.22202381,3.15E-42
9299,112.6232143,-24.22202381,7.24E-42
9300,112.6309524,-24.22202381,1.65E-41
9301,112.6386905,-24.22202381,3.72E-41
9302,112.6464286,-24.22202381,8.34E-41
9303,112.6541667,-24.22202381,1.85E-40
9304,112.6619048,-24.22202381,4.08E-40
9305,112.6696429,-24.22202381,8.91E-40
9306,112.677381,-24.22202381,1.93E-39
9307,112.685119,-24.22202381,4.15E-39
9308,112.6928571,-24.22202381,8.85E-39
9309,112.7005952,-24.22202381,1.87E-38
9310,112.7083333,-24.22202381,3.92E-38
9311,112.7160714,-24.22202381,8.16E-38
9312,112.7238095,-24.22202381,1.68E-37
9313,112.7315476,-24.22202381,3.44E-37
9314,112.7392857,-24.22202381,6.99E-37
9315,112.7470238,-24.22202381,1.41E-36
9316,112.7547619,-24.22202381,2.81E-36
9317,112.7625,-24.22202381,5.56E-36
9318,112.7702381,-24.22202381,1.09E-35
9319,112.7779762,-24.22202381,2.12E-35
9320,112.7857143,-24.22202381,4.10E-35
9321,112.7934524,-24.22202381,7.86E-35
9322,112.8011905,-24.22202381,1.49E-34
9323,112.8089286,-24.22202381,2.81E-34
9324,112.8166667,-24.22202381,5.25E-34
9325,112.8244048,-24.22202381,9.73E-34
9326,112.8321429,-24.22202381,1.79E-33
9327,112.839881,-24.22202381,3.26E-33
9328,112.847619,-24.22202381,5.90E-33
9329,112.8553571,-24.22202381,1.06E-32
9330,112.8630952,-24.22202381,1.88E-32
9331,112.8708333,-24.22202381,3.32E-32
9332,112.8785714,-24.22202381,5.80E-32
9333,112.8863095,-24.22202381,1.01E-31
9334,112.8940476,-24.22202381,1.73E-31
9335,112.9017857,-24.22202381,2.96E-31
9336,112.9095238,-24.22202381,5.00E-31
9337,112.9172619,-24.22202381,8.40E-31
9338,112.925,-24.22202381,1.40E-30
9339,112.9327381,-24.22202381,2.31E-30
9340,112.9404762,-24.22202381,3.78E-30
9341,112.9482143,-24.22202381,6.14E-30
9342,112.9559524,-24.22202381,9.90E-30
9343,112.9636905,-24.22202381,1.58E-29
9344,112.9714286,-24.22202381,2.51E-29
9345,112.9791667,-24.22202381,3.94E-29
9346,112.9869048,-24.22202381,6.14E-29
9347,112.9946429,-24.22202381,9.49E-29
9348,113.002381,-24.22202381,1.46E-28
9349,113.010119,-24.22202381,2.21E-28
9350,113.0178571,-24.22202381,3.34E-28
9351,113.0255952,-24.22202381,4.99E-28
9352,113.0333333,-24.22202381,7.41E-28
9353,113.0410714,-24.22202381,1.09E-27
9354,113.0488095,-24.22202381,1.59E-27
9355,113.0565476,-24.22202381,2.30E-27
9356,113.0642857,-24.22202381,3.31E-27
9357,113.0720238,-24.22202381,4.71E-27
9358,113.0797619,-24.22202381,6.65E-27
9359,113.0875,-24.22202381,9.31E-27
9360,113.0952381,-24.22202381,1.29E-26
9361,113.1029762,-24.22202381,1.78E-26
9362,113.1107143,-24.22202381,2.43E-26
9363,113.1184524,-24.22202381,3.30E-26
9364,113.1261905,-24.22202381,4.43E-26
9365,113.1339286,-24.22202381,5.91E-26
9366,113.1416667,-24.22202381,7.81E-26
9367,113.1494048,-24.22202381,1.02E-25
9368,113.1571429,-24.22202381,1.33E-25
9369,113.164881,-24.22202381,1.72E-25
9370,113.172619,-24.22202381,2.20E-25
9371,113.1803571,-24.22202381,2.79E-25
9372,113.1880952,-24.22202381,3.51E-25
9373,113.1958333,-24.22202381,4.38E-25
9374,113.2035714,-24.22202381,5.42E-25
9375,113.2113095,-24.22202381,6.65E-25
9376,113.2190476,-24.22202381,8.09E-25
9377,113.2267857,-24.22202381,9.77E-25
9378,113.2345238,-24.22202381,1.17E-24
9379,113.2422619,-24.22202381,1.39E-24
9380,113.25,-24.22202381,1.64E-24
9381,113.2577381,-24.22202381,1.91E-24
9382,113.2654762,-24.22202381,2.22E-24
9383,113.2732143,-24.22202381,2.55E-24
9384,113.2809524,-24.22202381,2.90E-24
9385,113.2886905,-24.22202381,3.28E-24
9386,113.2964286,-24.22202381,3.68E-24
9387,113.3041667,-24.22202381,4.09E-24
9388,113.3119048,-24.22202381,4.51E-24
9389,113.3196429,-24.22202381,4.94E-24
9390,113.327381,-24.22202381,5.36E-24
9391,113.335119,-24.22202381,5.76E-24
9392,113.3428571,-24.22202381,6.15E-24
9393,113.3505952,-24.22202381,6.51E-24
9394,113.3583333,-24.22202381,6.83E-24
9395,113.3660714,-24.22202381,7.11E-24
9396,113.3738095,-24.22202381,7.34E-24
9397,113.3815476,-24.22202381,7.52E-24
9398,113.3892857,-24.22202381,7.64E-24
9399,113.3970238,-24.22202381,7.69E-24
9400,113.4047619,-24.22202381,7.69E-24
9401,113.4125,-24.22202381,7.62E-24
9402,113.4202381,-24.22202381,7.48E-24
9403,113.4279762,-24.22202381,7.29E-24
9404,113.4357143,-24.22202381,7.05E-24
9405,113.4434524,-24.22202381,6.76E-24
9406,113.4511905,-24.22202381,6.43E-24
9407,113.4589286,-24.22202381,6.06E-24
9408,113.4666667,-24.22202381,5.67E-24
9409,113.4744048,-24.22202381,5.26E-24
9410,113.4821429,-24.22202381,4.84E-24
9411,113.489881,-24.22202381,4.42E-24
9412,113.497619,-24.22202381,4.00E-24
9413,113.5053571,-24.22202381,3.59E-24
9414,113.5130952,-24.22202381,3.19E-24
9415,113.5208333,-24.22202381,2.82E-24
9416,113.5285714,-24.22202381,2.47E-24
9417,113.5363095,-24.22202381,2.14E-24
9418,113.5440476,-24.22202381,1.85E-24
9419,113.5517857,-24.22202381,1.58E-24
9420,113.5595238,-24.22202381,1.34E-24
9421,113.5672619,-24.22202381,1.12E-24
9422,113.575,-24.22202381,9.36E-25
9423,113.5827381,-24.22202381,7.74E-25
9424,113.5904762,-24.22202381,6.35E-25
9425,113.5982143,-24.22202381,5.16E-25
9426,113.6059524,-24.22202381,4.16E-25
9427,113.6136905,-24.22202381,3.33E-25
9428,113.6214286,-24.22202381,2.64E-25
9429,113.6291667,-24.22202381,2.08E-25
9430,113.6369048,-24.22202381,1.62E-25
9431,113.6446429,-24.22202381,1.25E-25
9432,113.652381,-24.22202381,9.63E-26
9433,113.660119,-24.22202381,7.33E-26
9434,113.6678571,-24.22202381,5.53E-26
9435,113.6755952,-24.22202381,4.14E-26
9436,113.6833333,-24.22202381,3.08E-26
9437,113.6910714,-24.22202381,2.27E-26
9438,113.6988095,-24.22202381,1.66E-26
9439,113.7065476,-24.22202381,1.20E-26
9440,113.7142857,-24.22202381,8.62E-27
9441,113.7220238,-24.22202381,6.14E-27
9442,113.7297619,-24.22202381,4.34E-27
9443,113.7375,-24.22202381,3.04E-27
9444,113.7452381,-24.22202381,2.12E-27
9445,113.7529762,-24.22202381,1.46E-27
9446,113.7607143,-24.22202381,9.98E-28
9447,113.7684524,-24.22202381,6.77E-28
9448,113.7761905,-24.22202381,4.55E-28
9449,113.7839286,-24.22202381,3.04E-28
9450,113.7916667,-24.22202381,2.01E-28
9451,113.7994048,-24.22202381,1.32E-28
9452,113.8071429,-24.22202381,8.59E-29
9453,113.814881,-24.22202381,5.55E-29
9454,113.822619,-24.22202381,3.55E-29
9455,113.8303571,-24.22202381,2.26E-29
9456,113.8380952,-24.22202381,1.42E-29
9457,113.8458333,-24.22202381,8.87E-30
9458,113.8535714,-24.22202381,5.50E-30
9459,113.8613095,-24.22202381,3.38E-30
9460,113.8690476,-24.22202381,2.06E-30
9461,113.8767857,-24.22202381,1.24E-30
9462,113.8845238,-24.22202381,7.46E-31
9463,113.8922619,-24.22202381,4.43E-31
9464,113.9,-24.22202381,2.62E-31
9465,112.6,-24.23333333,2.26E-37
9466,112.6077381,-24.23333333,5.27E-37
9467,112.6154762,-24.23333333,1.22E-36
9468,112.6232143,-24.23333333,2.80E-36
9469,112.6309524,-24.23333333,6.38E-36
9470,112.6386905,-24.23333333,1.44E-35
9471,112.6464286,-24.23333333,3.23E-35
9472,112.6541667,-24.23333333,7.17E-35
9473,112.6619048,-24.23333333,1.58E-34
9474,112.6696429,-24.23333333,3.45E-34
9475,112.677381,-24.23333333,7.48E-34
9476,112.685119,-24.23333333,1.61E-33
9477,112.6928571,-24.23333333,3.43E-33
9478,112.7005952,-24.23333333,7.25E-33
9479,112.7083333,-24.23333333,1.52E-32
9480,112.7160714,-24.23333333,3.16E-32
9481,112.7238095,-24.23333333,6.52E-32
9482,112.7315476,-24.23333333,1.33E-31
9483,112.7392857,-24.23333333,2.71E-31
9484,112.7470238,-24.23333333,5.45E-31
9485,112.7547619,-24.23333333,1.09E-30
9486,112.7625,-24.23333333,2.15E-30
9487,112.7702381,-24.23333333,4.22E-30
9488,112.7779762,-24.23333333,8.22E-30
9489,112.7857143,-24.23333333,1.59E-29
9490,112.7934524,-24.23333333,3.04E-29
9491,112.8011905,-24.23333333,5.78E-29
9492,112.8089286,-24.23333333,1.09E-28
9493,112.8166667,-24.23333333,2.03E-28
9494,112.8244048,-24.23333333,3.77E-28
9495,112.8321429,-24.23333333,6.93E-28
9496,112.839881,-24.23333333,1.26E-27
9497,112.847619,-24.23333333,2.28E-27
9498,112.8553571,-24.23333333,4.09E-27
9499,112.8630952,-24.23333333,7.28E-27
9500,112.8708333,-24.23333333,1.28E-26
9501,112.8785714,-24.23333333,2.25E-26
9502,112.8863095,-24.23333333,3.90E-26
9503,112.8940476,-24.23333333,6.71E-26
9504,112.9017857,-24.23333333,1.14E-25
9505,112.9095238,-24.23333333,1.94E-25
9506,112.9172619,-24.23333333,3.25E-25
9507,112.925,-24.23333333,5.42E-25
9508,112.9327381,-24.23333333,8.94E-25
9509,112.9404762,-24.23333333,1.46E-24
9510,112.9482143,-24.23333333,2.38E-24
9511,112.9559524,-24.23333333,3.83E-24
9512,112.9636905,-24.23333333,6.12E-24
9513,112.9714286,-24.23333333,9.70E-24
9514,112.9791667,-24.23333333,1.53E-23
9515,112.9869048,-24.23333333,2.38E-23
9516,112.9946429,-24.23333333,3.68E-23
9517,113.002381,-24.23333333,5.64E-23
9518,113.010119,-24.23333333,8.57E-23
9519,113.0178571,-24.23333333,1.29E-22
9520,113.0255952,-24.23333333,1.93E-22
9521,113.0333333,-24.23333333,2.87E-22
9522,113.0410714,-24.23333333,4.22E-22
9523,113.0488095,-24.23333333,6.16E-22
9524,113.0565476,-24.23333333,8.92E-22
9525,113.0642857,-24.23333333,1.28E-21
9526,113.0720238,-24.23333333,1.82E-21
9527,113.0797619,-24.23333333,2.57E-21
9528,113.0875,-24.23333333,3.60E-21
9529,113.0952381,-24.23333333,5.01E-21
9530,113.1029762,-24.23333333,6.90E-21
9531,113.1107143,-24.23333333,9.42E-21
9532,113.1184524,-24.23333333,1.28E-20
9533,113.1261905,-24.23333333,1.72E-20
9534,113.1339286,-24.23333333,2.29E-20
9535,113.1416667,-24.23333333,3.02E-20
9536,113.1494048,-24.23333333,3.96E-20
9537,113.1571429,-24.23333333,5.16E-20
9538,113.164881,-24.23333333,6.65E-20
9539,113.172619,-24.23333333,8.51E-20
9540,113.1803571,-24.23333333,1.08E-19
9541,113.1880952,-24.23333333,1.36E-19
9542,113.1958333,-24.23333333,1.69E-19
9543,113.2035714,-24.23333333,2.10E-19
9544,113.2113095,-24.23333333,2.57E-19
9545,113.2190476,-24.23333333,3.13E-19
9546,113.2267857,-24.23333333,3.78E-19
9547,113.2345238,-24.23333333,4.53E-19
9548,113.2422619,-24.23333333,5.38E-19
9549,113.25,-24.23333333,6.34E-19
9550,113.2577381,-24.23333333,7.41E-19
9551,113.2654762,-24.23333333,8.58E-19
9552,113.2732143,-24.23333333,9.86E-19
9553,113.2809524,-24.23333333,1.12E-18
9554,113.2886905,-24.23333333,1.27E-18
9555,113.2964286,-24.23333333,1.43E-18
9556,113.3041667,-24.23333333,1.58E-18
9557,113.3119048,-24.23333333,1.75E-18
9558,113.3196429,-24.23333333,1.91E-18
9559,113.327381,-24.23333333,2.07E-18
9560,113.335119,-24.23333333,2.23E-18
9561,113.3428571,-24.23333333,2.38E-18
9562,113.3505952,-24.23333333,2.52E-18
9563,113.3583333,-24.23333333,2.65E-18
9564,113.3660714,-24.23333333,2.75E-18
9565,113.3738095,-24.23333333,2.84E-18
9566,113.3815476,-24.23333333,2.91E-18
9567,113.3892857,-24.23333333,2.96E-18
9568,113.3970238,-24.23333333,2.98E-18
9569,113.4047619,-24.23333333,2.98E-18
9570,113.4125,-24.23333333,2.95E-18
9571,113.4202381,-24.23333333,2.90E-18
9572,113.4279762,-24.23333333,2.82E-18
9573,113.4357143,-24.23333333,2.73E-18
9574,113.4434524,-24.23333333,2.62E-18
9575,113.4511905,-24.23333333,2.49E-18
9576,113.4589286,-24.23333333,2.35E-18
9577,113.4666667,-24.23333333,2.20E-18
9578,113.4744048,-24.23333333,2.04E-18
9579,113.4821429,-24.23333333,1.87E-18
9580,113.489881,-24.23333333,1.71E-18
9581,113.497619,-24.23333333,1.55E-18
9582,113.5053571,-24.23333333,1.39E-18
9583,113.5130952,-24.23333333,1.24E-18
9584,113.5208333,-24.23333333,1.09E-18
9585,113.5285714,-24.23333333,9.56E-19
9586,113.5363095,-24.23333333,8.30E-19
9587,113.5440476,-24.23333333,7.15E-19
9588,113.5517857,-24.23333333,6.11E-19
9589,113.5595238,-24.23333333,5.18E-19
9590,113.5672619,-24.23333333,4.35E-19
9591,113.575,-24.23333333,3.63E-19
9592,113.5827381,-24.23333333,3.00E-19
9593,113.5904762,-24.23333333,2.46E-19
9594,113.5982143,-24.23333333,2.00E-19
9595,113.6059524,-24.23333333,1.61E-19
9596,113.6136905,-24.23333333,1.29E-19
9597,113.6214286,-24.23333333,1.02E-19
9598,113.6291667,-24.23333333,8.04E-20
9599,113.6369048,-24.23333333,6.27E-20
9600,113.6446429,-24.23333333,4.86E-20
9601,113.652381,-24.23333333,3.73E-20
9602,113.660119,-24.23333333,2.84E-20
9603,113.6678571,-24.23333333,2.14E-20
9604,113.6755952,-24.23333333,1.60E-20
9605,113.6833333,-24.23333333,1.19E-20
9606,113.6910714,-24.23333333,8.77E-21
9607,113.6988095,-24.23333333,6.41E-21
9608,113.7065476,-24.23333333,4.64E-21
9609,113.7142857,-24.23333333,3.34E-21
9610,113.7220238,-24.23333333,2.38E-21
9611,113.7297619,-24.23333333,1.68E-21
9612,113.7375,-24.23333333,1.18E-21
9613,113.7452381,-24.23333333,8.19E-22
9614,113.7529762,-24.23333333,5.65E-22
9615,113.7607143,-24.23333333,3.86E-22
9616,113.7684524,-24.23333333,2.62E-22
9617,113.7761905,-24.23333333,1.76E-22
9618,113.7839286,-24.23333333,1.18E-22
9619,113.7916667,-24.23333333,7.79E-23
9620,113.7994048,-24.23333333,5.11E-23
9621,113.8071429,-24.23333333,3.33E-23
9622,113.814881,-24.23333333,2.15E-23
9623,113.822619,-24.23333333,1.38E-23
9624,113.8303571,-24.23333333,8.73E-24
9625,113.8380952,-24.23333333,5.50E-24
9626,113.8458333,-24.23333333,3.44E-24
9627,113.8535714,-24.23333333,2.13E-24
9628,113.8613095,-24.23333333,1.31E-24
9629,113.8690476,-24.23333333,7.97E-25
9630,113.8767857,-24.23333333,4.82E-25
9631,113.8845238,-24.23333333,2.89E-25
9632,113.8922619,-24.23333333,1.72E-25
9633,113.9,-24.23333333,1.01E-25
9634,112.6,-24.24464286,1.49E-32
9635,112.6077381,-24.24464286,3.49E-32
9636,112.6154762,-24.24464286,8.07E-32
9637,112.6232143,-24.24464286,1.85E-31
9638,112.6309524,-24.24464286,4.22E-31
9639,112.6386905,-24.24464286,9.53E-31
9640,112.6464286,-24.24464286,2.13E-30
9641,112.6541667,-24.24464286,4.74E-30
9642,112.6619048,-24.24464286,1.04E-29
9643,112.6696429,-24.24464286,2.28E-29
9644,112.677381,-24.24464286,4.95E-29
9645,112.685119,-24.24464286,1.06E-28
9646,112.6928571,-24.24464286,2.27E-28
9647,112.7005952,-24.24464286,4.79E-28
9648,112.7083333,-24.24464286,1.00E-27
9649,112.7160714,-24.24464286,2.09E-27
9650,112.7238095,-24.24464286,4.31E-27
9651,112.7315476,-24.24464286,8.82E-27
9652,112.7392857,-24.24464286,1.79E-26
9653,112.7470238,-24.24464286,3.60E-26
9654,112.7547619,-24.24464286,7.18E-26
9655,112.7625,-24.24464286,1.42E-25
9656,112.7702381,-24.24464286,2.79E-25
9657,112.7779762,-24.24464286,5.44E-25
9658,112.7857143,-24.24464286,1.05E-24
9659,112.7934524,-24.24464286,2.01E-24
9660,112.8011905,-24.24464286,3.82E-24
9661,112.8089286,-24.24464286,7.20E-24
9662,112.8166667,-24.24464286,1.34E-23
9663,112.8244048,-24.24464286,2.49E-23
9664,112.8321429,-24.24464286,4.58E-23
9665,112.839881,-24.24464286,8.35E-23
9666,112.847619,-24.24464286,1.51E-22
9667,112.8553571,-24.24464286,2.71E-22
9668,112.8630952,-24.24464286,4.81E-22
9669,112.8708333,-24.24464286,8.49E-22
9670,112.8785714,-24.24464286,1.49E-21
9671,112.8863095,-24.24464286,2.58E-21
9672,112.8940476,-24.24464286,4.43E-21
9673,112.9017857,-24.24464286,7.57E-21
9674,112.9095238,-24.24464286,1.28E-20
9675,112.9172619,-24.24464286,2.15E-20
9676,112.925,-24.24464286,3.58E-20
9677,112.9327381,-24.24464286,5.91E-20
9678,112.9404762,-24.24464286,9.68E-20
9679,112.9482143,-24.24464286,1.57E-19
9680,112.9559524,-24.24464286,2.53E-19
9681,112.9636905,-24.24464286,4.05E-19
9682,112.9714286,-24.24464286,6.42E-19
9683,112.9791667,-24.24464286,1.01E-18
9684,112.9869048,-24.24464286,1.57E-18
9685,112.9946429,-24.24464286,2.43E-18
9686,113.002381,-24.24464286,3.73E-18
9687,113.010119,-24.24464286,5.67E-18
9688,113.0178571,-24.24464286,8.55E-18
9689,113.0255952,-24.24464286,1.28E-17
9690,113.0333333,-24.24464286,1.90E-17
9691,113.0410714,-24.24464286,2.79E-17
9692,113.0488095,-24.24464286,4.07E-17
9693,113.0565476,-24.24464286,5.89E-17
9694,113.0642857,-24.24464286,8.46E-17
9695,113.0720238,-24.24464286,1.20E-16
9696,113.0797619,-24.24464286,1.70E-16
9697,113.0875,-24.24464286,2.38E-16
9698,113.0952381,-24.24464286,3.31E-16
9699,113.1029762,-24.24464286,4.56E-16
9700,113.1107143,-24.24464286,6.23E-16
9701,113.1184524,-24.24464286,8.44E-16
9702,113.1261905,-24.24464286,1.13E-15
9703,113.1339286,-24.24464286,1.51E-15
9704,113.1416667,-24.24464286,2.00E-15
9705,113.1494048,-24.24464286,2.62E-15
9706,113.1571429,-24.24464286,3.41E-15
9707,113.164881,-24.24464286,4.40E-15
9708,113.172619,-24.24464286,5.62E-15
9709,113.1803571,-24.24464286,7.13E-15
9710,113.1880952,-24.24464286,8.98E-15
9711,113.1958333,-24.24464286,1.12E-14
9712,113.2035714,-24.24464286,1.39E-14
9713,113.2113095,-24.24464286,1.70E-14
9714,113.2190476,-24.24464286,2.07E-14
9715,113.2267857,-24.24464286,2.50E-14
9716,113.2345238,-24.24464286,3.00E-14
9717,113.2422619,-24.24464286,3.56E-14
9718,113.25,-24.24464286,4.19E-14
9719,113.2577381,-24.24464286,4.90E-14
9720,113.2654762,-24.24464286,5.67E-14
9721,113.2732143,-24.24464286,6.52E-14
9722,113.2809524,-24.24464286,7.43E-14
9723,113.2886905,-24.24464286,8.40E-14
9724,113.2964286,-24.24464286,9.42E-14
9725,113.3041667,-24.24464286,1.05E-13
9726,113.3119048,-24.24464286,1.16E-13
9727,113.3196429,-24.24464286,1.26E-13
9728,113.327381,-24.24464286,1.37E-13
9729,113.335119,-24.24464286,1.48E-13
9730,113.3428571,-24.24464286,1.57E-13
9731,113.3505952,-24.24464286,1.67E-13
9732,113.3583333,-24.24464286,1.75E-13
9733,113.3660714,-24.24464286,1.82E-13
9734,113.3738095,-24.24464286,1.88E-13
9735,113.3815476,-24.24464286,1.92E-13
9736,113.3892857,-24.24464286,1.96E-13
9737,113.3970238,-24.24464286,1.97E-13
9738,113.4047619,-24.24464286,1.97E-13
9739,113.4125,-24.24464286,1.95E-13
9740,113.4202381,-24.24464286,1.92E-13
9741,113.4279762,-24.24464286,1.87E-13
9742,113.4357143,-24.24464286,1.80E-13
9743,113.4434524,-24.24464286,1.73E-13
9744,113.4511905,-24.24464286,1.65E-13
9745,113.4589286,-24.24464286,1.55E-13
9746,113.4666667,-24.24464286,1.45E-13
9747,113.4744048,-24.24464286,1.35E-13
9748,113.4821429,-24.24464286,1.24E-13
9749,113.489881,-24.24464286,1.13E-13
9750,113.497619,-24.24464286,1.02E-13
9751,113.5053571,-24.24464286,9.18E-14
9752,113.5130952,-24.24464286,8.17E-14
9753,113.5208333,-24.24464286,7.22E-14
9754,113.5285714,-24.24464286,6.32E-14
9755,113.5363095,-24.24464286,5.49E-14
9756,113.5440476,-24.24464286,4.73E-14
9757,113.5517857,-24.24464286,4.04E-14
9758,113.5595238,-24.24464286,3.42E-14
9759,113.5672619,-24.24464286,2.88E-14
9760,113.575,-24.24464286,2.40E-14
9761,113.5827381,-24.24464286,1.98E-14
9762,113.5904762,-24.24464286,1.62E-14
9763,113.5982143,-24.24464286,1.32E-14
9764,113.6059524,-24.24464286,1.07E-14
9765,113.6136905,-24.24464286,8.52E-15
9766,113.6214286,-24.24464286,6.76E-15
9767,113.6291667,-24.24464286,5.32E-15
9768,113.6369048,-24.24464286,4.15E-15
9769,113.6446429,-24.24464286,3.21E-15
9770,113.652381,-24.24464286,2.46E-15
9771,113.660119,-24.24464286,1.88E-15
9772,113.6678571,-24.24464286,1.42E-15
9773,113.6755952,-24.24464286,1.06E-15
9774,113.6833333,-24.24464286,7.87E-16
9775,113.6910714,-24.24464286,5.80E-16
9776,113.6988095,-24.24464286,4.24E-16
9777,113.7065476,-24.24464286,3.07E-16
9778,113.7142857,-24.24464286,2.21E-16
9779,113.7220238,-24.24464286,1.57E-16
9780,113.7297619,-24.24464286,1.11E-16
9781,113.7375,-24.24464286,7.79E-17
9782,113.7452381,-24.24464286,5.42E-17
9783,113.7529762,-24.24464286,3.74E-17
9784,113.7607143,-24.24464286,2.55E-17
9785,113.7684524,-24.24464286,1.73E-17
9786,113.7761905,-24.24464286,1.17E-17
9787,113.7839286,-24.24464286,7.78E-18
9788,113.7916667,-24.24464286,5.15E-18
