,Lon,Lat,z
247,113.1958333,-23.61130952,1.25E-28
248,113.2035714,-23.61130952,1.88E-28
249,113.2113095,-23.61130952,2.80E-28
250,113.2190476,-23.61130952,4.12E-28
251,113.2267857,-23.61130952,6.03E-28
252,113.2345238,-23.61130952,8.75E-28
253,113.2422619,-23.61130952,1.26E-27
254,113.25,-23.61130952,1.80E-27
255,113.2577381,-23.61130952,2.54E-27
256,113.2654762,-23.61130952,3.57E-27
257,113.2732143,-23.61130952,4.96E-27
258,113.2809524,-23.61130952,6.85E-27
259,113.2886905,-23.61130952,9.38E-27
260,113.2964286,-23.61130952,1.27E-26
261,113.3041667,-23.61130952,1.72E-26
262,113.3119048,-23.61130952,2.29E-26
263,113.3196429,-23.61130952,3.04E-26
264,113.327381,-23.61130952,3.99E-26
265,113.335119,-23.61130952,5.20E-26
266,113.3428571,-23.61130952,6.72E-26
267,113.3505952,-23.61130952,8.62E-26
268,113.3583333,-23.61130952,1.10E-25
269,113.3660714,-23.61130952,1.38E-25
270,113.3738095,-23.61130952,1.73E-25
271,113.3815476,-23.61130952,2.14E-25
272,113.3892857,-23.61130952,2.64E-25
273,113.3970238,-23.61130952,3.22E-25
274,113.4047619,-23.61130952,3.89E-25
275,113.4125,-23.61130952,4.67E-25
276,113.4202381,-23.61130952,5.56E-25
277,113.4279762,-23.61130952,6.56E-25
278,113.4357143,-23.61130952,7.69E-25
279,113.4434524,-23.61130952,8.93E-25
280,113.4511905,-23.61130952,1.03E-24
281,113.4589286,-23.61130952,1.17E-24
282,113.4666667,-23.61130952,1.33E-24
283,113.4744048,-23.61130952,1.49E-24
284,113.4821429,-23.61130952,1.67E-24
285,113.489881,-23.61130952,1.84E-24
286,113.497619,-23.61130952,2.02E-24
287,113.5053571,-23.61130952,2.19E-24
288,113.5130952,-23.61130952,2.37E-24
289,113.5208333,-23.61130952,2.53E-24
290,113.5285714,-23.61130952,2.68E-24
291,113.5363095,-23.61130952,2.82E-24
292,113.5440476,-23.61130952,2.94E-24
293,113.5517857,-23.61130952,3.05E-24
294,113.5595238,-23.61130952,3.13E-24
295,113.5672619,-23.61130952,3.18E-24
296,113.575,-23.61130952,3.21E-24
297,113.5827381,-23.61130952,3.22E-24
298,113.5904762,-23.61130952,3.19E-24
299,113.5982143,-23.61130952,3.15E-24
300,113.6059524,-23.61130952,3.07E-24
301,113.6136905,-23.61130952,2.98E-24
302,113.6214286,-23.61130952,2.86E-24
303,113.6291667,-23.61130952,2.73E-24
304,113.6369048,-23.61130952,2.58E-24
305,113.6446429,-23.61130952,2.41E-24
306,113.652381,-23.61130952,2.24E-24
307,113.660119,-23.61130952,2.07E-24
308,113.6678571,-23.61130952,1.89E-24
309,113.6755952,-23.61130952,1.72E-24
310,113.6833333,-23.61130952,1.54E-24
311,113.6910714,-23.61130952,1.38E-24
312,113.6988095,-23.61130952,1.22E-24
313,113.7065476,-23.61130952,1.07E-24
314,113.7142857,-23.61130952,9.31E-25
315,113.7220238,-23.61130952,8.04E-25
316,113.7297619,-23.61130952,6.88E-25
317,113.7375,-23.61130952,5.84E-25
318,113.7452381,-23.61130952,4.92E-25
319,113.7529762,-23.61130952,4.11E-25
320,113.7607143,-23.61130952,3.40E-25
321,113.7684524,-23.61130952,2.80E-25
322,113.7761905,-23.61130952,2.28E-25
323,113.7839286,-23.61130952,1.84E-25
324,113.7916667,-23.61130952,1.48E-25
325,113.7994048,-23.61130952,1.17E-25
326,113.8071429,-23.61130952,9.25E-26
327,113.814881,-23.61130952,7.24E-26
328,113.822619,-23.61130952,5.61E-26
329,113.8303571,-23.61130952,4.32E-26
330,113.8380952,-23.61130952,3.29E-26
331,113.8458333,-23.61130952,2.49E-26
332,113.8535714,-23.61130952,1.87E-26
333,113.8613095,-23.61130952,1.39E-26
334,113.8690476,-23.61130952,1.03E-26
335,113.8767857,-23.61130952,7.52E-27
336,113.8845238,-23.61130952,5.46E-27
337,113.8922619,-23.61130952,3.93E-27
338,113.9,-23.61130952,2.81E-27
339,112.6,-23.62261905,2.83E-47
340,112.6077381,-23.62261905,8.00E-47
341,112.6154762,-23.62261905,2.24E-46
342,112.6232143,-23.62261905,6.24E-46
343,112.6309524,-23.62261905,1.72E-45
344,112.6386905,-23.62261905,4.70E-45
345,112.6464286,-23.62261905,1.28E-44
346,112.6541667,-23.62261905,3.43E-44
347,112.6619048,-23.62261905,9.16E-44
348,112.6696429,-23.62261905,2.43E-43
349,112.677381,-23.62261905,6.37E-43
350,112.685119,-23.62261905,1.66E-42
351,112.6928571,-23.62261905,4.28E-42
352,112.7005952,-23.62261905,1.10E-41
353,112.7083333,-23.62261905,2.78E-41
354,112.7160714,-23.62261905,7.01E-41
355,112.7238095,-23.62261905,1.75E-40
356,112.7315476,-23.62261905,4.34E-40
357,112.7392857,-23.62261905,1.07E-39
358,112.7470238,-23.62261905,2.60E-39
359,112.7547619,-23.62261905,6.28E-39
360,112.7625,-23.62261905,1.51E-38
361,112.7702381,-23.62261905,3.58E-38
362,112.7779762,-23.62261905,8.45E-38
363,112.7857143,-23.62261905,1.98E-37
364,112.7934524,-23.62261905,4.59E-37
365,112.8011905,-23.62261905,1.05E-36
366,112.8089286,-23.62261905,2.41E-36
367,112.8166667,-23.62261905,5.45E-36
368,112.8244048,-23.62261905,1.22E-35
369,112.8321429,-23.62261905,2.72E-35
370,112.839881,-23.62261905,6.01E-35
371,112.847619,-23.62261905,1.32E-34
372,112.8553571,-23.62261905,2.86E-34
373,112.8630952,-23.62261905,6.16E-34
374,112.8708333,-23.62261905,1.32E-33
375,112.8785714,-23.62261905,2.79E-33
376,112.8863095,-23.62261905,5.86E-33
377,112.8940476,-23.62261905,1.22E-32
378,112.9017857,-23.62261905,2.52E-32
379,112.9095238,-23.62261905,5.17E-32
380,112.9172619,-23.62261905,1.05E-31
381,112.925,-23.62261905,2.12E-31
382,112.9327381,-23.62261905,4.24E-31
383,112.9404762,-23.62261905,8.42E-31
384,112.9482143,-23.62261905,1.66E-30
385,112.9559524,-23.62261905,3.23E-30
386,112.9636905,-23.62261905,6.26E-30
387,112.9714286,-23.62261905,1.20E-29
388,112.9791667,-23.62261905,2.29E-29
389,112.9869048,-23.62261905,4.32E-29
390,112.9946429,-23.62261905,8.08E-29
391,113.002381,-23.62261905,1.50E-28
392,113.010119,-23.62261905,2.76E-28
393,113.0178571,-23.62261905,5.05E-28
394,113.0255952,-23.62261905,9.15E-28
395,113.0333333,-23.62261905,1.64E-27
396,113.0410714,-23.62261905,2.93E-27
397,113.0488095,-23.62261905,5.18E-27
398,113.0565476,-23.62261905,9.08E-27
399,113.0642857,-23.62261905,1.58E-26
400,113.0720238,-23.62261905,2.72E-26
401,113.0797619,-23.62261905,4.66E-26
402,113.0875,-23.62261905,7.90E-26
403,113.0952381,-23.62261905,1.33E-25
404,113.1029762,-23.62261905,2.22E-25
405,113.1107143,-23.62261905,3.67E-25
406,113.1184524,-23.62261905,6.02E-25
407,113.1261905,-23.62261905,9.80E-25
408,113.1339286,-23.62261905,1.58E-24
409,113.1416667,-23.62261905,2.53E-24
410,113.1494048,-23.62261905,4.03E-24
411,113.1571429,-23.62261905,6.34E-24
412,113.164881,-23.62261905,9.90E-24
413,113.172619,-23.62261905,1.53E-23
414,113.1803571,-23.62261905,2.36E-23
415,113.1880952,-23.62261905,3.59E-23
416,113.1958333,-23.62261905,5.43E-23
417,113.2035714,-23.62261905,8.14E-23
418,113.2113095,-23.62261905,1.21E-22
419,113.2190476,-23.62261905,1.79E-22
420,113.2267857,-23.62261905,2.61E-22
421,113.2345238,-23.62261905,3.79E-22
422,113.2422619,-23.62261905,5.45E-22
423,113.25,-23.62261905,7.77E-22
424,113.2577381,-23.62261905,1.10E-21
425,113.2654762,-23.62261905,1.54E-21
426,113.2732143,-23.62261905,2.15E-21
427,113.2809524,-23.62261905,2.97E-21
428,113.2886905,-23.62261905,4.06E-21
429,113.2964286,-23.62261905,5.52E-21
430,113.3041667,-23.62261905,7.43E-21
431,113.3119048,-23.62261905,9.93E-21
432,113.3196429,-23.62261905,1.32E-20
433,113.327381,-23.62261905,1.73E-20
434,113.335119,-23.62261905,2.25E-20
435,113.3428571,-23.62261905,2.91E-20
436,113.3505952,-23.62261905,3.73E-20
437,113.3583333,-23.62261905,4.74E-20
438,113.3660714,-23.62261905,5.98E-20
439,113.3738095,-23.62261905,7.48E-20
440,113.3815476,-23.62261905,9.28E-20
441,113.3892857,-23.62261905,1.14E-19
442,113.3970238,-23.62261905,1.39E-19
443,113.4047619,-23.62261905,1.69E-19
444,113.4125,-23.62261905,2.02E-19
445,113.4202381,-23.62261905,2.41E-19
446,113.4279762,-23.62261905,2.84E-19
447,113.4357143,-23.62261905,3.33E-19
448,113.4434524,-23.62261905,3.86E-19
449,113.4511905,-23.62261905,4.45E-19
450,113.4589286,-23.62261905,5.08E-19
451,113.4666667,-23.62261905,5.76E-19
452,113.4744048,-23.62261905,6.47E-19
453,113.4821429,-23.62261905,7.21E-19
454,113.489881,-23.62261905,7.97E-19
455,113.497619,-23.62261905,8.74E-19
456,113.5053571,-23.62261905,9.50E-19
457,113.5130952,-23.62261905,1.02E-18
458,113.5208333,-23.62261905,1.10E-18
459,113.5285714,-23.62261905,1.16E-18
460,113.5363095,-23.62261905,1.22E-18
461,113.5440476,-23.62261905,1.27E-18
462,113.5517857,-23.62261905,1.32E-18
463,113.5595238,-23.62261905,1.35E-18
464,113.5672619,-23.62261905,1.38E-18
465,113.575,-23.62261905,1.39E-18
466,113.5827381,-23.62261905,1.39E-18
467,113.5904762,-23.62261905,1.38E-18
468,113.5982143,-23.62261905,1.36E-18
469,113.6059524,-23.62261905,1.33E-18
470,113.6136905,-23.62261905,1.29E-18
471,113.6214286,-23.62261905,1.24E-18
472,113.6291667,-23.62261905,1.18E-18
473,113.6369048,-23.62261905,1.12E-18
474,113.6446429,-23.62261905,1.05E-18
475,113.652381,-23.62261905,9.72E-19
476,113.660119,-23.62261905,8.96E-19
477,113.6678571,-23.62261905,8.19E-19
478,113.6755952,-23.62261905,7.43E-19
479,113.6833333,-23.62261905,6.69E-19
480,113.6910714,-23.62261905,5.96E-19
481,113.6988095,-23.62261905,5.28E-19
482,113.7065476,-23.62261905,4.63E-19
483,113.7142857,-23.62261905,4.03E-19
484,113.7220238,-23.62261905,3.48E-19
485,113.7297619,-23.62261905,2.98E-19
486,113.7375,-23.62261905,2.53E-19
487,113.7452381,-23.62261905,2.13E-19
488,113.7529762,-23.62261905,1.78E-19
489,113.7607143,-23.62261905,1.47E-19
490,113.7684524,-23.62261905,1.21E-19
491,113.7761905,-23.62261905,9.87E-20
492,113.7839286,-23.62261905,7.97E-20
493,113.7916667,-23.62261905,6.39E-20
494,113.7994048,-23.62261905,5.08E-20
495,113.8071429,-23.62261905,4.01E-20
496,113.814881,-23.62261905,3.13E-20
497,113.822619,-23.62261905,2.43E-20
498,113.8303571,-23.62261905,1.87E-20
499,113.8380952,-23.62261905,1.43E-20
500,113.8458333,-23.62261905,1.08E-20
501,113.8535714,-23.62261905,8.09E-21
502,113.8613095,-23.62261905,6.02E-21
503,113.8690476,-23.62261905,4.45E-21
504,113.8767857,-23.62261905,3.26E-21
505,113.8845238,-23.62261905,2.36E-21
506,113.8922619,-23.62261905,1.70E-21
507,113.9,-23.62261905,1.22E-21
508,112.6,-23.63392857,2.09E-42
509,112.6077381,-23.63392857,5.91E-42
510,112.6154762,-23.63392857,1.66E-41
511,112.6232143,-23.63392857,4.61E-41
512,112.6309524,-23.63392857,1.27E-40
513,112.6386905,-23.63392857,3.48E-40
514,112.6464286,-23.63392857,9.43E-40
515,112.6541667,-23.63392857,2.54E-39
516,112.6619048,-23.63392857,6.77E-39
517,112.6696429,-23.63392857,1.79E-38
518,112.677381,-23.63392857,4.71E-38
519,112.685119,-23.63392857,1.22E-37
520,112.6928571,-23.63392857,3.16E-37
521,112.7005952,-23.63392857,8.10E-37
522,112.7083333,-23.63392857,2.06E-36
523,112.7160714,-23.63392857,5.18E-36
524,112.7238095,-23.63392857,1.29E-35
525,112.7315476,-23.63392857,3.21E-35
526,112.7392857,-23.63392857,7.88E-35
527,112.7470238,-23.63392857,1.92E-34
528,112.7547619,-23.63392857,4.65E-34
529,112.7625,-23.63392857,1.11E-33
530,112.7702381,-23.63392857,2.65E-33
531,112.7779762,-23.63392857,6.25E-33
532,112.7857143,-23.63392857,1.46E-32
533,112.7934524,-23.63392857,3.39E-32
534,112.8011905,-23.63392857,7.80E-32
535,112.8089286,-23.63392857,1.78E-31
536,112.8166667,-23.63392857,4.03E-31
537,112.8244048,-23.63392857,9.04E-31
538,112.8321429,-23.63392857,2.01E-30
539,112.839881,-23.63392857,4.44E-30
540,112.847619,-23.63392857,9.73E-30
541,112.8553571,-23.63392857,2.11E-29
542,112.8630952,-23.63392857,4.55E-29
543,112.8708333,-23.63392857,9.73E-29
544,112.8785714,-23.63392857,2.06E-28
545,112.8863095,-23.63392857,4.33E-28
546,112.8940476,-23.63392857,9.03E-28
547,112.9017857,-23.63392857,1.87E-27
548,112.9095238,-23.63392857,3.82E-27
549,112.9172619,-23.63392857,7.78E-27
550,112.925,-23.63392857,1.57E-26
551,112.9327381,-23.63392857,3.14E-26
552,112.9404762,-23.63392857,6.22E-26
553,112.9482143,-23.63392857,1.22E-25
554,112.9559524,-23.63392857,2.39E-25
555,112.9636905,-23.63392857,4.62E-25
556,112.9714286,-23.63392857,8.87E-25
557,112.9791667,-23.63392857,1.69E-24
558,112.9869048,-23.63392857,3.19E-24
559,112.9946429,-23.63392857,5.97E-24
560,113.002381,-23.63392857,1.11E-23
561,113.010119,-23.63392857,2.04E-23
562,113.0178571,-23.63392857,3.73E-23
563,113.0255952,-23.63392857,6.76E-23
564,113.0333333,-23.63392857,1.22E-22
565,113.0410714,-23.63392857,2.17E-22
566,113.0488095,-23.63392857,3.83E-22
567,113.0565476,-23.63392857,6.71E-22
568,113.0642857,-23.63392857,1.17E-21
569,113.0720238,-23.63392857,2.01E-21
570,113.0797619,-23.63392857,3.44E-21
571,113.0875,-23.63392857,5.84E-21
572,113.0952381,-23.63392857,9.82E-21
573,113.1029762,-23.63392857,1.64E-20
574,113.1107143,-23.63392857,2.71E-20
575,113.1184524,-23.63392857,4.45E-20
576,113.1261905,-23.63392857,7.25E-20
577,113.1339286,-23.63392857,1.17E-19
578,113.1416667,-23.63392857,1.87E-19
579,113.1494048,-23.63392857,2.98E-19
580,113.1571429,-23.63392857,4.69E-19
581,113.164881,-23.63392857,7.32E-19
582,113.172619,-23.63392857,1.13E-18
583,113.1803571,-23.63392857,1.74E-18
584,113.1880952,-23.63392857,2.66E-18
585,113.1958333,-23.63392857,4.02E-18
586,113.2035714,-23.63392857,6.02E-18
587,113.2113095,-23.63392857,8.95E-18
588,113.2190476,-23.63392857,1.32E-17
589,113.2267857,-23.63392857,1.93E-17
590,113.2345238,-23.63392857,2.80E-17
591,113.2422619,-23.63392857,4.03E-17
592,113.25,-23.63392857,5.75E-17
593,113.2577381,-23.63392857,8.13E-17
594,113.2654762,-23.63392857,1.14E-16
595,113.2732143,-23.63392857,1.59E-16
596,113.2809524,-23.63392857,2.19E-16
597,113.2886905,-23.63392857,3.00E-16
598,113.2964286,-23.63392857,4.08E-16
599,113.3041667,-23.63392857,5.49E-16
600,113.3119048,-23.63392857,7.34E-16
601,113.3196429,-23.63392857,9.72E-16
602,113.327381,-23.63392857,1.28E-15
603,113.335119,-23.63392857,1.66E-15
604,113.3428571,-23.63392857,2.15E-15
605,113.3505952,-23.63392857,2.76E-15
606,113.3583333,-23.63392857,3.51E-15
607,113.3660714,-23.63392857,4.42E-15
608,113.3738095,-23.63392857,5.53E-15
609,113.3815476,-23.63392857,6.86E-15
610,113.3892857,-23.63392857,8.44E-15
611,113.3970238,-23.63392857,1.03E-14
612,113.4047619,-23.63392857,1.25E-14
613,113.4125,-23.63392857,1.50E-14
614,113.4202381,-23.63392857,1.78E-14
615,113.4279762,-23.63392857,2.10E-14
616,113.4357143,-23.63392857,2.46E-14
617,113.4434524,-23.63392857,2.86E-14
618,113.4511905,-23.63392857,3.29E-14
619,113.4589286,-23.63392857,3.76E-14
620,113.4666667,-23.63392857,4.26E-14
621,113.4744048,-23.63392857,4.78E-14
622,113.4821429,-23.63392857,5.33E-14
623,113.489881,-23.63392857,5.89E-14
624,113.497619,-23.63392857,6.46E-14
625,113.5053571,-23.63392857,7.02E-14
626,113.5130952,-23.63392857,7.57E-14
627,113.5208333,-23.63392857,8.10E-14
628,113.5285714,-23.63392857,8.59E-14
629,113.5363095,-23.63392857,9.03E-14
630,113.5440476,-23.63392857,9.42E-14
631,113.5517857,-23.63392857,9.75E-14
632,113.5595238,-23.63392857,1.00E-13
633,113.5672619,-23.63392857,1.02E-13
634,113.575,-23.63392857,1.03E-13
635,113.5827381,-23.63392857,1.03E-13
636,113.5904762,-23.63392857,1.02E-13
637,113.5982143,-23.63392857,1.01E-13
638,113.6059524,-23.63392857,9.83E-14
639,113.6136905,-23.63392857,9.53E-14
640,113.6214286,-23.63392857,9.15E-14
641,113.6291667,-23.63392857,8.72E-14
642,113.6369048,-23.63392857,8.24E-14
643,113.6446429,-23.63392857,7.73E-14
644,113.652381,-23.63392857,7.18E-14
645,113.660119,-23.63392857,6.62E-14
646,113.6678571,-23.63392857,6.06E-14
647,113.6755952,-23.63392857,5.49E-14
648,113.6833333,-23.63392857,4.94E-14
649,113.6910714,-23.63392857,4.41E-14
650,113.6988095,-23.63392857,3.90E-14
651,113.7065476,-23.63392857,3.42E-14
652,113.7142857,-23.63392857,2.98E-14
653,113.7220238,-23.63392857,2.57E-14
654,113.7297619,-23.63392857,2.20E-14
