Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Wkw
5.1.CHout2_17,-29.48426,114.9556,20180914,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,1,CHout2,17,1,13,,
5.1.CHout2_28,-29.48475,114.9555,20180914,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,1,CHout2,28,1,13,,
5.2.CHout2_28,-29.48484,114.9557,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,28,1,13,,1
5.2.CHout2_17,-29.48451,114.9557,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,17,1,13,,
5.2.CHout2_50,-29.48418,114.9558,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,50,1,13,,
5.2.CHout2_45,-29.48369,114.9563,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,45,1,13,,
5.2.CHout2_3,-29.48308,114.9564,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,3,1,13,,
5.2.CHout2_8,-29.4828,114.9569,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,8,1,13,,
5.2.CHout2_37,-29.48239,114.957,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,37,1,13,,
5.2.CHout2_18,-29.48196,114.957,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Fish (1),Dongara.Millers.Masters,5,2,CHout2,18,1,13,,
5.2.CHout2_46,-29.48147,114.9569,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,46,1,13,,
5.2.CHout2_47,-29.48091,114.9572,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,47,1,13,,
5.2.CHout2_10,-29.48052,114.9569,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,10,1,13,,
5.2.CHout2_6,-29.48013,114.9569,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,6,1,13,,
5.2.CHout2_39,-29.47967,114.957,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,39,1,13,,
5.2.CHout2_44,-29.47929,114.9572,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,44,1,13,,
5.2.CHout2_36,-29.47886,114.957,20180915,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,2,CHout2,36,1,13,,
5.3.LH28,-29.4673,114.9234,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,28,1,13,,
5.3.LH17,-29.4672,114.9239,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,17,1,13,,
5.3.LH50,-29.46668,114.9251,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,50,1,13,1,
5.3.LH45,-29.46572,114.9252,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,45,1,13,,
5.3.LH3,-29.46522,114.9242,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,3,1,13,,
5.3.LH8,-29.46091,114.9261,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,8,1,13,,
5.3.LH37,-29.46049,114.9262,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,37,,13,,
5.3.LH18,-29.46024,114.9265,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,18,1,13,,
5.3.LH46,-29.4597,114.9266,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,46,1,13,,
5.3.LH47,-29.45922,114.9266,20180916,12:00:00,Little Horseshoe,Fished,Little Horseshoe,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,LH,47,1,13,,
5.3.SR44,-29.45865,114.8723,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,44,1,13,,
5.3.SR10,-29.45817,114.8686,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,10,1,13,,
5.3.SR36,-29.4577,114.8688,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,36,1,13,,
5.3.SR6,-29.4559,114.8717,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,6,1,13,,
5.3.SR19,-29.45532,114.8702,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,19,1,13,,
5.3.SR39,-29.45395,114.8701,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,39,1,13,,
5.3.SR38,-29.45417,114.871,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,Small shark (1),Dongara.Millers.Masters,5,3,SR,38,1,13,,
5.3.SR7,-29.45288,114.8703,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,7,1,13,2,
5.3.SR15,-29.45258,114.8708,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,15,,13,,
5.3.SR40,-29.45167,114.8708,20180916,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,SR,40,1,13,,
5.3.JB2,-29.42687,114.8959,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,2,1,13,,
5.3.JB4,-29.42454,114.8954,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,4,1,13,,
5.3.JB27,-29.42409,114.8954,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,Stonefish (1),Dongara.Millers.Masters,5,3,JB,27,1,13,,1
5.3.JB49,-29.4238,114.8954,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,49,1,13,,
5.3.JB12,-29.4234,114.8952,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,12,1,13,,
5.3.JB11,-29.42309,114.8951,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,11,1,13,,
5.3.JB43,-29.42245,114.895,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,43,1,13,,
5.3.JB25,-29.42135,114.8946,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,25,1,13,,
5.3.JB33,-29.42057,114.8975,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,33,1,13,,
5.3.JB30,-29.42072,114.8985,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,30,1,13,,
5.3.JB29,-29.42019,114.8976,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,29,1,13,,
5.3.JB22,-29.41967,114.8983,20180916,12:00:00,Irwin Reef,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,JB,22,1,13,,
5.3.WL41,-29.38529,114.8862,20180916,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,WL,41,1,13,2,2
5.3.WL23,-29.38433,114.8858,20180916,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,WL,23,1,13,,
5.3.WL48,-29.38373,114.8865,20180916,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,WL,48,1,13,,
5.3.WL31,-29.38287,114.8871,20180916,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,5,3,WL,31,1,13,,
