Source,Sample,Tag.number,Recapture,Length,Sex,Colour,Damage.old.a,Damage.old.l,Damage.new.a,Damage.new.l,Dead,Individual.remarks,Reproductive.stage,Setose.state,Egg.stage,Moult.stage,Cable.tie,Trip,Date,Outlier,Total.damage,Count,Family,Genus,Species
Dongara.Millers.Masters,4.1.GR47,K3599,,79.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR47,K3598,,63.5,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR47,K3597,,63.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196050,,55.1,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196049,,65.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196048,,42.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196047,,56.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196046,,44.2,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,196045,,42.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR3,,,45.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR10,K3286,TRUE,87.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR10,195650,TRUE,52.6,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR10,196044,,47.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR10,196043,,56.8,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR8,K3596,,86.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR8,K3595,,71.2,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR8,K3594,,70,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,191554,TRUE,50,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,196042,,56.2,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,K3593,,87.1,Female,Red,0,0,0,0,Alive,,,Mature,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,196041,,56.5,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,K3592,,91.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,K3591,,69.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,K2796,TRUE,87.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,196040,,51.9,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,195294,TRUE,64.1,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,K35900,,71.8,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,195625,TRUE,68.3,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,196039,,47.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,196038,,45.4,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR46,191618,,63,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,y,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,,,42,Female,Red,0,0,0,0,Dead,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3589,,91.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3588,,78.7,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3587,,83.5,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3586,,89.5,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,191911,TRUE,59.9,Female,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3585,,81,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
Dongara.Millers.Masters,4.1.GR6,K3584,,93,Male,Red,0,0,0,0,Alive,,,,,,FALSE,4,2018-08-13,,0,1,Palinuridae,Panulirus,cygnus
